Season,Squad,PublishedPlayers,TotalWageBill,% Estimated,KnownPlayerWageRecords,KnownPlayerWages,MeanKnownAnnualWage,MedianKnownAnnualWage,HighestKnownAnnualWage,LowestKnownAnnualWage,WageStdDev,Top5KnownWages,PlayerRecordDifference,KnownWageCoveragePct,WageReconciliationDifference,ImpliedUnlistedAnnualWage,ImpliedUnlistedWeeklyWage,HighestToMedianWageRatio,Top5KnownWageShare,ObservedWageRange,LowCoverageFlag,HighCoverageFlag,LargeReconciliationFlag,WageDataFlag
18/19,Liverpool,88,127460000.0,100%,31,122260000.0,3943870.9677419355,3900000.0,10400000.0,5000.0,3063703.3879705723,43680000.0,57,95.92028871802918,5200000.0,91228.0701754386,1754.3859649122808,2.6666666666666665,0.3572713888434484,10395000.0,False,False,False,False
18/19,Tottenham,83,91206000.0,100%,30,91206000.0,3040200.0,3120000.0,10400000.0,31000.0,2085925.121808811,30408000.0,53,100.0,0.0,,,3.3333333333333335,0.3333991184790474,10369000.0,False,False,False,False
18/19,Everton,90,85707000.0,100%,27,80715000.0,2989444.4444444445,3120000.0,6240000.0,208000.0,2007546.844617413,28715000.0,63,94.17550491791802,4992000.0,79238.09523809524,1523.8095238095239,2.0,0.3557579136467819,6032000.0,False,False,False,False
18/19,West Ham,90,82795000.0,100%,31,88775000.0,2863709.6774193547,2600000.0,7280000.0,18000.0,1795676.0137164383,28340000.0,59,107.22265837309016,-5980000.0,,,2.8,0.31923401858631373,7262000.0,False,True,False,True
18/19,Leicester City,89,79900000.0,100%,30,81460000.0,2715333.3333333335,2470000.0,7280000.0,390000.0,1619829.1381443937,27300000.0,59,101.95244055068835,-1560000.0,,,2.9473684210526314,0.33513380800392834,6890000.0,False,False,False,False
18/19,Crystal Palace,86,74701000.0,100%,34,74769000.0,2199088.2352941176,1820000.0,6760000.0,26000.0,1848220.7064789091,28080000.0,52,100.09102957122396,-68000.0,,,3.7142857142857144,0.37555671468121815,6734000.0,False,False,False,False
18/19,Southampton,86,72514500.0,100%,35,72514500.0,2071842.857142857,2600000.0,4160000.0,26000.0,1417246.6926456832,18980000.0,51,100.0,0.0,,,1.6,0.2617407552972164,4134000.0,False,False,False,False
18/19,Bournemouth,82,52690000.0,100%,36,53626000.0,1489611.111111111,1690000.0,3900000.0,26000.0,1029847.541498332,15860000.0,46,101.77642816473713,-936000.0,,,2.3076923076923075,0.2957520605676351,3874000.0,False,False,False,False
18/19,Fulham,82,50919000.0,100%,29,44159000.0,1522724.1379310344,1300000.0,5386000.0,26000.0,1261637.8214887336,18249000.0,53,86.72401264753825,6760000.0,127547.16981132075,2452.830188679245,4.143076923076923,0.4132566407753799,5360000.0,False,False,False,False
18/19,Newcastle,88,49845000.0,100%,32,49606000.0,1550187.5,1820000.0,3640000.0,18000.0,905719.654607283,13468000.0,56,99.52051359213561,239000.0,4267.857142857143,82.07417582417582,2.0,0.2714994153932992,3622000.0,False,False,False,False
18/19,Watford,93,49398000.0,100%,31,51218000.0,1652193.5483870967,1560000.0,3640000.0,104000.0,951589.5970902173,16380000.0,62,103.68435969067573,-1820000.0,,,2.3333333333333335,0.31980944199304934,3536000.0,False,False,False,False
18/19,Burnley,83,44263000.0,100%,28,44263000.0,1580821.4285714286,1716000.0,2860000.0,26000.0,751116.9487070043,12740000.0,55,100.0,0.0,,,1.6666666666666667,0.2878250457492714,2834000.0,False,False,False,False
18/19,Brighton,93,42821000.0,100%,31,46981000.0,1515516.1290322582,1560000.0,2600000.0,26000.0,791835.3730823826,12740000.0,62,109.71485953153825,-4160000.0,,,1.6666666666666667,0.2711734530980609,2574000.0,False,True,False,True
18/19,Wolves,85,37187000.0,100%,27,39511000.0,1463370.3703703703,1456000.0,5200000.0,15000.0,1392017.9913776575,18096000.0,58,106.24949579154006,-2324000.0,,,3.5714285714285716,0.45799903824251476,5185000.0,False,True,False,True
18/19,Huddersfield,86,35115000.0,100%,32,34335000.0,1072968.75,1040000.0,2600000.0,5000.0,630078.15615438,9880000.0,54,97.7787270397266,780000.0,14444.444444444445,277.77777777777777,2.5,0.28775302169797584,2595000.0,False,False,False,False
18/19,Cardiff City,92,32990000.0,100%,35,33809000.0,965971.4285714285,988000.0,2600000.0,31000.0,497889.87004063005,8710000.0,57,102.4825704759018,-819000.0,,,2.6315789473684212,0.25762370966310744,2569000.0,False,False,False,False
19/20,Manchester Utd,78,165440000.0,33%,28,164790000.0,5885357.142857143,4915000.0,19500000.0,520000.0,4553501.28382533,67860000.0,50,99.6071083172147,650000.0,13000.0,250.0,3.967446592065107,0.411796832332059,18980000.0,False,False,False,False
19/20,Manchester City,71,148990000.0,31%,25,151070000.0,6042800.0,5720000.0,18200000.0,520000.0,4050153.824239272,59290000.0,46,101.39606685012417,-2080000.0,,,3.1818181818181817,0.39246706824650823,17680000.0,False,False,False,False
19/20,Chelsea,79,119650000.0,35%,28,110990000.0,3963928.5714285714,4080000.0,9360000.0,110000.0,2751595.2804330783,40700000.0,51,92.76222315085667,8660000.0,169803.92156862744,3265.4600301659125,2.2941176470588234,0.3666997026759167,9250000.0,False,False,False,False
19/20,Arsenal,78,118540000.0,32%,28,117040000.0,4180000.0,3900000.0,18200000.0,360000.0,3743857.191008581,50850000.0,50,98.73460435296103,1500000.0,30000.0,576.9230769230769,4.666666666666667,0.43446684894053317,17840000.0,False,False,False,False
19/20,Liverpool,70,114870000.0,31%,24,115130000.0,4797083.333333333,4940000.0,10400000.0,260000.0,2700372.7265543994,43680000.0,46,100.22634282232087,-260000.0,,,2.1052631578947367,0.3793972031616434,10140000.0,False,False,False,False
19/20,Tottenham,76,107580000.0,34%,27,102110000.0,3781851.8518518517,3380000.0,10400000.0,260000.0,2257888.7978290305,36140000.0,49,94.91541178657744,5470000.0,111632.6530612245,2146.7817896389324,3.076923076923077,0.35393203408089313,10140000.0,False,False,False,False
19/20,Everton,76,87930000.0,37%,25,84010000.0,3360400.0,3380000.0,6240000.0,420000.0,1853335.9112691905,28720000.0,51,95.5419083361765,3920000.0,76862.74509803922,1478.1297134238312,1.8461538461538463,0.34186406380192835,5820000.0,False,False,False,False
19/20,West Ham,74,74506000.0,32%,26,71010000.0,2731153.846153846,2600000.0,5200000.0,160000.0,1240897.5039803307,21320000.0,48,95.3077604488229,3496000.0,72833.33333333333,1400.6410256410256,2.0,0.3002394029009999,5040000.0,False,False,False,False
19/20,Crystal Palace,69,74290000.0,39%,25,74810000.0,2992400.0,2860000.0,6760000.0,30000.0,1723282.4299380917,28600000.0,44,100.69995961771437,-520000.0,,,2.3636363636363638,0.3823018313059751,6730000.0,False,False,False,False
19/20,Leicester City,80,73530000.0,36%,27,69630000.0,2578888.888888889,2340000.0,7280000.0,130000.0,1692361.4210585102,26000000.0,53,94.69604243166054,3900000.0,73584.90566037736,1415.0943396226417,3.111111111111111,0.3734022691368663,7150000.0,False,False,False,False
19/20,Newcastle,88,67310000.0,35%,31,59120000.0,1907096.7741935484,1820000.0,4420000.0,40000.0,1000183.9615736934,18150000.0,57,87.8324171742683,8190000.0,143684.2105263158,2763.157894736842,2.4285714285714284,0.30700270635994586,4380000.0,False,False,False,False
19/20,Watford,91,57670000.0,35%,34,57410000.0,1688529.4117647058,1560000.0,3640000.0,130000.0,1057407.155757955,17420000.0,57,99.54915900814983,260000.0,4561.403508771929,87.71929824561403,2.3333333333333335,0.3034314579341578,3510000.0,False,False,False,False
19/20,Wolves,77,54130000.0,40%,30,47730000.0,1591000.0,1220000.0,5200000.0,50000.0,1464735.7064177734,20690000.0,47,88.17661186033622,6400000.0,136170.21276595743,2618.6579378068736,4.262295081967213,0.4334799916195265,5150000.0,False,False,False,False
19/20,Southampton,64,53540000.0,34%,22,48800000.0,2218181.8181818184,2550000.0,3900000.0,30000.0,1126429.8273057917,17420000.0,42,91.14680612626074,4740000.0,112857.14285714286,2170.32967032967,1.5294117647058822,0.3569672131147541,3870000.0,False,False,False,False
19/20,Aston Villa,82,51150000.0,34%,31,51100000.0,1648387.0967741935,1610000.0,4780000.0,50000.0,944831.8960682671,15700000.0,51,99.90224828934507,50000.0,980.3921568627451,18.85369532428356,2.968944099378882,0.30724070450097846,4730000.0,False,False,False,False
19/20,Brighton,84,48720000.0,36%,31,48900000.0,1577419.3548387096,1560000.0,4670000.0,30000.0,912531.1601691034,14810000.0,53,100.36945812807883,-180000.0,,,2.9935897435897436,0.3028629856850716,4640000.0,False,False,False,False
19/20,Burnley,73,44470000.0,33%,24,40700000.0,1695833.3333333333,1820000.0,2860000.0,30000.0,699844.1855570216,13000000.0,49,91.52237463458512,3770000.0,76938.77551020408,1479.591836734694,1.5714285714285714,0.3194103194103194,2830000.0,False,False,False,False
19/20,Bournemouth,84,42350000.0,32%,30,42000000.0,1400000.0,1690000.0,2600000.0,160000.0,752361.7985132346,11440000.0,54,99.17355371900827,350000.0,6481.481481481482,124.64387464387465,1.5384615384615385,0.2723809523809524,2440000.0,False,False,False,False
19/20,Norwich City,71,26190000.0,41%,27,26080000.0,965925.925925926,830000.0,2600000.0,80000.0,706574.9416361639,10860000.0,44,99.57999236349751,110000.0,2500.0,48.07692307692308,3.1325301204819276,0.41641104294478526,2520000.0,False,False,False,False
19/20,Sheffield United,83,24180000.0,54%,32,23660000.0,739375.0,495000.0,2600000.0,160000.0,649510.6718932538,9920000.0,51,97.84946236559139,520000.0,10196.078431372549,196.078431372549,5.252525252525253,0.41927303465765003,2440000.0,False,False,False,False
20/21,Manchester Utd,86,193410000.0,3%,32,187590000.0,5862187.5,4760000.0,19500000.0,780000.0,4306707.2478342885,67860000.0,54,96.9908484566465,5820000.0,107777.77777777778,2072.6495726495727,4.0966386554621845,0.36174636174636177,18720000.0,False,False,False,False
20/21,Chelsea,82,147811988.0,2%,29,147811988.0,5096965.1034482755,5200000.0,9880000.0,250000.0,2543300.620487569,44130000.0,53,100.0,0.0,,,1.9,0.2985549453539587,9630000.0,False,False,False,False
20/21,Arsenal,87,147450000.0,1%,34,147450000.0,4336764.705882353,3755000.0,18200000.0,300000.0,3803680.610327745,58270000.0,53,100.0,0.0,,,4.846870838881491,0.3951848084096304,17900000.0,False,False,False,False
20/21,Manchester City,76,137678000.0,1%,26,137886000.0,5303307.692307692,4680000.0,20800000.0,390000.0,4775798.117753562,63970000.0,50,100.15107715103358,-208000.0,,,4.444444444444445,0.46393397444265555,20410000.0,False,False,False,False
20/21,Tottenham,82,134476000.0,4%,30,136636000.0,4554533.333333333,3390000.0,31200000.0,130000.0,5583522.307730088,64580000.0,52,101.60623456973734,-2160000.0,,,9.20353982300885,0.47264264176351767,31070000.0,False,False,False,False
20/21,Liverpool,84,130920000.0,5%,30,126760000.0,4225333.333333333,3640000.0,10400000.0,80000.0,3044670.5651966217,46800000.0,54,96.82248701497097,4160000.0,77037.03703703704,1481.4814814814815,2.857142857142857,0.36920164089618174,10320000.0,False,False,False,False
20/21,Everton,87,92073000.0,1%,32,92593000.0,2893531.25,3250000.0,6240000.0,234000.0,1952289.4910992198,28720000.0,55,100.5647692591748,-520000.0,,,1.92,0.310174635231605,6006000.0,False,False,False,False
20/21,Crystal Palace,87,88735000.0,2%,31,87313000.0,2816548.3870967743,2860000.0,6760000.0,25000.0,1727380.6729401925,29380000.0,56,98.3974756296839,1422000.0,25392.85714285714,488.32417582417577,2.3636363636363638,0.33649055696173535,6735000.0,False,False,False,False
20/21,Leicester City,80,77526000.0,0%,28,81164000.0,2898714.285714286,2860000.0,7280000.0,78000.0,1807881.0362603625,28080000.0,52,104.69261925031603,-3638000.0,,,2.5454545454545454,0.34596619190774236,7202000.0,False,False,False,False
20/21,West Ham,72,66476000.0,3%,24,66476000.0,2769833.3333333335,2600000.0,5980000.0,160000.0,1571559.94688929,24500000.0,48,100.0,0.0,,,2.3,0.368554064624827,5820000.0,False,False,False,False
20/21,Aston Villa,79,62113024.0,0%,29,63153024.0,2177690.4827586208,1820000.0,5460000.0,390000.0,1292829.7437121249,21790000.0,50,101.67436703774075,-1040000.0,,,3.0,0.3450349424280934,5070000.0,False,False,False,False
20/21,Newcastle,94,57546000.0,3%,32,59604000.0,1862625.0,1820000.0,4160000.0,26000.0,1005231.789993185,18080000.0,62,103.5762694192472,-2058000.0,,,2.2857142857142856,0.3033353466210321,4134000.0,False,False,False,False
20/21,Southampton,76,57184000.0,3%,27,57184000.0,2117925.925925926,2490000.0,3900000.0,70000.0,1292094.0048537173,18980000.0,49,100.0,0.0,,,1.5662650602409638,0.33191102406267486,3830000.0,False,False,False,False
20/21,Fulham,89,52168824.0,8%,33,52168824.0,1580873.4545454546,1430000.0,3484000.0,39000.0,1028509.0912353756,15964000.0,56,100.0,0.0,,,2.4363636363636365,0.3060065145420951,3445000.0,False,False,False,False
20/21,Brighton,87,51578900.0,2%,31,49420900.0,1594222.5806451612,1560000.0,4700000.0,42900.0,1018780.213035726,15412000.0,56,95.81611860663953,2158000.0,38535.71428571428,741.0714285714286,3.0128205128205128,0.3118518683391035,4657100.0,False,False,False,False
20/21,Wolves,70,51513800.0,9%,26,54903800.0,2111684.6153846155,2120000.0,5200000.0,78000.0,1606783.229360403,23240000.0,44,106.58076088349142,-3390000.0,,,2.452830188679245,0.4232858199250325,5122000.0,False,True,False,True
20/21,West Brom,87,37088200.0,21%,33,41124000.0,1246181.8181818181,1040000.0,3640000.0,78000.0,902419.8529005727,14560000.0,54,110.88162811891652,-4035800.0,,,3.5,0.3540511623382939,3562000.0,False,True,False,True
20/21,Burnley,74,36751000.0,3%,26,36751000.0,1413500.0,1690000.0,2860000.0,39000.0,887488.7830277068,12640000.0,48,100.0,0.0,,,1.6923076923076923,0.3439362194226007,2821000.0,False,False,False,False
20/21,Leeds United,85,24186400.0,1%,29,27316400.0,941944.8275862068,429000.0,4212000.0,31000.0,1084524.9794877963,14734000.0,56,112.94115701385903,-3130000.0,,,9.818181818181818,0.5393829347937503,4181000.0,False,True,False,True
20/21,Sheffield United,86,20087200.0,13%,30,25315400.0,843846.6666666666,572000.0,2730000.0,23400.0,777506.3511142457,11050000.0,56,126.02752001274445,-5228200.0,,,4.7727272727272725,0.4364932017665137,2706600.0,False,True,True,True
21/22,Manchester Utd,82,238850000.0,5%,30,235730000.0,7857666.666666667,6240000.0,26800000.0,470000.0,6411450.792478081,97260000.0,52,98.69374084153235,3120000.0,60000.0,1153.8461538461538,4.294871794871795,0.4125906757731303,26330000.0,False,False,False,False
21/22,Chelsea,81,175890000.0,2%,28,175470000.0,6266785.714285715,5460000.0,16900000.0,620000.0,4079523.441277977,66280000.0,53,99.76121439536074,420000.0,7924.528301886792,152.39477503628447,3.0952380952380953,0.3777283866187952,16280000.0,False,False,False,False
21/22,Manchester City,67,151552000.0,8%,24,151552000.0,6314666.666666667,5260000.0,20800000.0,620000.0,5261577.302496366,73320000.0,43,100.0,0.0,,,3.9543726235741445,0.48379434121621623,20180000.0,False,False,False,False
21/22,Liverpool,83,144412000.0,6%,29,144412000.0,4979724.137931035,3900000.0,11440000.0,310000.0,3353463.14487567,50960000.0,54,100.0,0.0,,,2.933333333333333,0.3528792621111819,11130000.0,False,False,False,False
21/22,Arsenal,70,114370000.0,6%,27,113334000.0,4197555.555555556,3220000.0,13000000.0,80000.0,3024755.264522472,46390000.0,43,99.09416805106234,1036000.0,24093.023255813954,463.3273703041145,4.037267080745342,0.4093211216404609,12920000.0,False,False,False,False
21/22,Tottenham,67,110190000.0,10%,27,110190000.0,4081111.111111111,3640000.0,10400000.0,80000.0,2872708.8440292897,45084000.0,40,100.0,0.0,,,2.857142857142857,0.4091478355567656,10320000.0,False,False,False,False
21/22,Everton,86,92698000.0,22%,27,76800000.0,2844444.4444444445,2600000.0,6240000.0,260000.0,1729620.530488459,27160000.0,59,82.84968391982567,15898000.0,269457.6271186441,5181.877444589309,2.4,0.3536458333333333,5980000.0,True,False,True,True
21/22,West Ham,77,74556000.0,4%,26,80536000.0,3097538.4615384615,3430000.0,6240000.0,160000.0,1753098.95284366,29440000.0,51,108.02081656741242,-5980000.0,,,1.8192419825072885,0.36555080957584185,6080000.0,False,True,False,True
21/22,Leicester City,82,74370000.0,23%,28,77256000.0,2759142.8571428573,2445000.0,7280000.0,390000.0,1874509.6685145423,28080000.0,54,103.88059701492539,-2886000.0,,,2.9775051124744376,0.3634669151910531,6890000.0,False,False,False,False
21/22,Crystal Palace,78,72950000.0,31%,26,68620000.0,2639230.769230769,2470000.0,6760000.0,260000.0,1553563.4472448768,25360000.0,52,94.06442769019877,4330000.0,83269.23076923077,1601.3313609467455,2.736842105263158,0.36957155348294957,6500000.0,False,False,False,False
21/22,Aston Villa,66,71490000.0,12%,26,71106000.0,2734846.153846154,2485000.0,8500000.0,80000.0,2075878.4683561353,29820000.0,40,99.4628619387327,384000.0,9600.0,184.6153846153846,3.420523138832998,0.4193738924985233,8420000.0,False,False,False,False
21/22,Newcastle,83,68570000.0,7%,30,65710000.0,2190333.3333333335,1990000.0,7500000.0,50000.0,1574425.9672772111,24660000.0,53,95.82907977249526,2860000.0,53962.264150943396,1037.7358490566037,3.7688442211055277,0.37528534469639324,7450000.0,False,False,False,False
21/22,Wolves,76,57270000.0,29%,28,58301000.0,2082178.5714285714,1953500.0,6820000.0,140000.0,1651918.2127896135,24860000.0,48,101.80024445608522,-1031000.0,,,3.4911696954184794,0.4264077803125161,6680000.0,False,False,False,False
21/22,Southampton,81,52580000.0,26%,28,53140000.0,1897857.142857143,2210000.0,3900000.0,20000.0,1178779.5230751017,17160000.0,53,101.06504374286803,-560000.0,,,1.7647058823529411,0.3229205871283402,3880000.0,False,False,False,False
21/22,Brighton,76,46470000.0,24%,27,42560000.0,1576296.2962962964,1560000.0,4700000.0,180000.0,1028722.6887603727,15100000.0,49,91.58596944265118,3910000.0,79795.91836734694,1534.5368916797488,3.0128205128205128,0.35479323308270677,4520000.0,False,False,False,False
21/22,Watford,88,41380000.0,36%,33,45380000.0,1375151.5151515151,1280000.0,4160000.0,100000.0,960491.8050539304,15760000.0,55,109.66650555824069,-4000000.0,,,3.25,0.3472895548699868,4060000.0,False,True,False,True
21/22,Burnley,72,39520000.0,22%,25,42182000.0,1687280.0,1820000.0,2860000.0,260000.0,669366.586159383,12900000.0,47,106.73582995951416,-2662000.0,,,1.5714285714285714,0.305817647337727,2600000.0,False,True,False,True
21/22,Norwich City,82,31320000.0,28%,29,34300000.0,1182758.6206896552,1290000.0,3380000.0,40000.0,745179.2524128681,11610000.0,53,109.51468710089401,-2980000.0,,,2.62015503875969,0.3384839650145773,3340000.0,False,True,False,True
21/22,Leeds United,70,23810000.0,27%,24,24927000.0,1038625.0,598000.0,3302000.0,40000.0,1037570.3145371381,14162000.0,46,104.69130617387651,-1117000.0,,,5.521739130434782,0.5681389657800778,3262000.0,False,False,False,False
21/22,Brentford,90,21130000.0,36%,34,24830000.0,730294.1176470588,715000.0,1820000.0,90000.0,465621.0274208743,7280000.0,56,117.51064836725035,-3700000.0,,,2.5454545454545454,0.2931937172774869,1730000.0,False,True,True,True
22/23,Manchester Utd,94,228514000.0,17%,34,243074000.0,7149235.294117647,5460000.0,26780000.0,260000.0,6682465.921457725,100360000.0,60,106.37160086471727,-14560000.0,,,4.904761904761905,0.4128783827147289,26520000.0,False,True,False,True
22/23,Manchester City,72,194740000.0,15%,25,196560000.0,7862400.0,7800000.0,20800000.0,260000.0,5561853.168384317,81900000.0,47,100.93457943925233,-1820000.0,,,2.6666666666666665,0.4166666666666667,20540000.0,False,False,False,False
22/23,Chelsea,89,190060000.0,21%,32,220324000.0,6885125.0,5460000.0,16900000.0,364000.0,4438891.955243176,73320000.0,57,115.92339261285909,-30264000.0,,,3.0952380952380953,0.3327826292187869,16536000.0,False,True,True,True
22/23,Liverpool,87,161980000.0,30%,30,164580000.0,5486000.0,5200000.0,18200000.0,520000.0,3926121.7154003186,58760000.0,57,101.60513643659712,-2600000.0,,,3.5,0.3570300157977883,17680000.0,False,False,False,False
22/23,Tottenham,79,109330000.0,29%,28,117520000.0,4197142.857142857,3900000.0,10400000.0,390000.0,2791746.9071623944,45760000.0,51,107.4910820451843,-8190000.0,,,2.6666666666666665,0.3893805309734513,10010000.0,False,True,False,True
22/23,Arsenal,69,101660000.0,7%,26,115076000.0,4426000.0,3380000.0,13780000.0,1560000.0,2842049.1199133066,44460000.0,43,113.19693094629156,-13416000.0,,,4.076923076923077,0.38635336647085405,12220000.0,False,True,False,True
22/23,Aston Villa,81,100620000.0,23%,28,98690000.0,3524642.8571428573,3250000.0,8320000.0,1040000.0,1989545.7924655727,34060000.0,53,98.08189226793877,1930000.0,36415.09433962264,700.2902757619739,2.56,0.34512108622960785,7280000.0,False,False,False,False
22/23,Everton,80,84812000.0,45%,27,84656000.0,3135407.407407407,2860000.0,6240000.0,260000.0,1898578.8057074377,29120000.0,53,99.81606376456162,156000.0,2943.396226415094,56.60377358490565,2.1818181818181817,0.343980343980344,5980000.0,False,False,False,False
22/23,Newcastle,87,82836000.0,23%,31,86866000.0,2802129.0322580645,2340000.0,6240000.0,390000.0,1611184.983005479,27560000.0,56,104.86503452605147,-4030000.0,,,2.6666666666666665,0.3172702783597725,5850000.0,False,False,False,False
22/23,West Ham,69,82420000.0,17%,24,87100000.0,3629166.6666666665,3380000.0,7800000.0,260000.0,1821580.5766151138,31980000.0,45,105.67823343848582,-4680000.0,,,2.3076923076923075,0.36716417910447763,7540000.0,False,True,False,True
22/23,Leicester City,81,78780000.0,31%,29,84760000.0,2922758.620689655,2600000.0,7280000.0,520000.0,1570265.893207089,26520000.0,52,107.59075907590758,-5980000.0,,,2.8,0.3128834355828221,6760000.0,False,True,False,True
22/23,Crystal Palace,73,66820000.0,48%,24,66040000.0,2751666.6666666665,2600000.0,6760000.0,520000.0,1347550.6497431512,23660000.0,49,98.83268482490273,780000.0,15918.367346938776,306.12244897959187,2.6,0.35826771653543305,6240000.0,False,False,False,False
22/23,Fulham,72,54340000.0,42%,26,57666000.0,2217923.076923077,2080000.0,4680000.0,50000.0,1119877.204806917,20436000.0,46,106.12072138387927,-3326000.0,,,2.25,0.3543855998335241,4630000.0,False,True,False,True
22/23,Nottingham,107,53430000.0,65%,37,67910000.0,1835405.4054054054,1560000.0,5200000.0,130000.0,1277346.6304861861,22360000.0,70,127.10087965562418,-14480000.0,,,3.3333333333333335,0.32925931379767337,5070000.0,False,True,True,True
22/23,Wolves,88,52182000.0,60%,32,64922000.0,2028812.5,1690000.0,5200000.0,130000.0,1626872.3890217356,24180000.0,56,124.4145490782262,-12740000.0,,,3.076923076923077,0.37244693632358833,5070000.0,False,True,True,True
22/23,Southampton,83,49556000.0,63%,30,62296000.0,2076533.3333333333,1690000.0,5200000.0,416000.0,1228036.496518572,20280000.0,53,125.70828961175235,-12740000.0,,,3.076923076923077,0.32554257095158595,4784000.0,False,True,True,True
22/23,Leeds United,79,49374000.0,71%,29,58734000.0,2025310.3448275863,2080000.0,5200000.0,104000.0,1223191.6420183096,19760000.0,50,118.95734597156398,-9360000.0,,,2.5,0.33643204957945994,5096000.0,False,True,True,True
22/23,Bournemouth,84,38428000.0,56%,33,48204000.0,1460727.2727272727,1560000.0,2860000.0,104000.0,817901.8611945169,13260000.0,51,125.43978349120432,-9776000.0,,,1.8333333333333333,0.2750809061488673,2756000.0,False,True,True,True
22/23,Brighton,73,38376000.0,71%,25,38012000.0,1520480.0,1040000.0,4680000.0,156000.0,1262565.2828005897,17420000.0,48,99.05149051490515,364000.0,7583.333333333333,145.83333333333331,4.5,0.4582763337893297,4524000.0,False,False,False,False
22/23,Brentford,75,32136000.0,75%,26,32936000.0,1266769.2307692308,1300000.0,2860000.0,280000.0,598623.2409582714,10660000.0,49,102.48941996514812,-800000.0,,,2.2,0.32365800340053436,2580000.0,False,False,False,False
23/24,Manchester Utd,59,205756000.0,25%,33,206146000.0,6246848.484848484,4420000.0,18200000.0,260000.0,5218481.604602603,77480000.0,26,100.18954489784015,-390000.0,,,4.117647058823529,0.37585012563911013,17940000.0,False,False,False,False
23/24,Manchester City,50,201032000.0,35%,23,193232000.0,8401391.304347826,8320000.0,20800000.0,780000.0,5804145.9299611505,84500000.0,27,96.12002069322297,7800000.0,288888.8888888889,5555.555555555556,2.5,0.4372981700753498,20020000.0,False,False,False,False
23/24,Arsenal,52,166036000.0,12%,26,167596000.0,6446000.0,5200000.0,14560000.0,520000.0,3991635.4542968976,63700000.0,26,100.93955527716881,-1560000.0,,,2.8,0.38008067018305924,14040000.0,False,False,False,False
23/24,Chelsea,63,157040000.0,57%,31,157950000.0,5095161.29032258,3900000.0,16900000.0,390000.0,4001863.625002517,60840000.0,32,100.57947019867551,-910000.0,,,4.333333333333333,0.3851851851851852,16510000.0,False,False,False,False
23/24,Liverpool,50,136240000.0,48%,27,138840000.0,5142222.222222222,4420000.0,18200000.0,520000.0,4152701.9316745256,57200000.0,23,101.90839694656488,-2600000.0,,,4.117647058823529,0.41198501872659177,17680000.0,False,False,False,False
23/24,Tottenham,61,117520000.0,39%,32,131820000.0,4119375.0,3900000.0,9880000.0,390000.0,2558453.3350721765,45240000.0,29,112.16814159292035,-14300000.0,,,2.533333333333333,0.3431952662721893,9490000.0,False,True,False,True
23/24,Aston Villa,53,117150000.0,50%,28,118710000.0,4239642.857142857,4105000.0,7800000.0,260000.0,2283438.7358362516,36920000.0,25,101.33162612035851,-1560000.0,,,1.900121802679659,0.31101002442928144,7540000.0,False,False,False,False
23/24,West Ham,49,95316000.0,38%,26,103116000.0,3966000.0,3900000.0,7800000.0,208000.0,2222417.350544222,34840000.0,23,108.18330605564648,-7800000.0,,,2.0,0.3378719112455875,7592000.0,False,True,False,True
23/24,Newcastle,59,84500000.0,41%,29,84500000.0,2913793.103448276,2600000.0,8320000.0,260000.0,1905362.533544851,30680000.0,30,100.0,0.0,,,3.2,0.3630769230769231,8060000.0,False,False,False,False
23/24,Everton,48,78978000.0,57%,25,79238000.0,3169520.0,2860000.0,6760000.0,260000.0,2032444.3641421858,29500000.0,23,100.32920560155993,-260000.0,,,2.3636363636363638,0.3722961205482218,6500000.0,False,False,False,False
23/24,Nottingham,74,72050000.0,86%,36,75820000.0,2106111.111111111,1820000.0,6240000.0,180000.0,1282979.2956302427,22880000.0,38,105.23247744621791,-3770000.0,,,3.4285714285714284,0.30176734370878394,6060000.0,False,True,False,True
23/24,Crystal Palace,54,69050000.0,65%,29,73210000.0,2524482.7586206896,2340000.0,5200000.0,280000.0,1442962.1968290904,24440000.0,25,106.02461984069515,-4160000.0,,,2.2222222222222223,0.333834175659063,4920000.0,False,True,False,True
23/24,Fulham,52,66690000.0,69%,26,66690000.0,2565000.0,2470000.0,6760000.0,364000.0,1576379.6750783108,24960000.0,26,100.0,0.0,,,2.736842105263158,0.3742690058479532,6396000.0,False,False,False,False
23/24,Brighton,55,62400000.0,78%,29,64220000.0,2214482.7586206896,1820000.0,8320000.0,520000.0,1692670.3041705107,24700000.0,26,102.91666666666666,-1820000.0,,,4.571428571428571,0.38461538461538464,7800000.0,False,False,False,False
23/24,Bournemouth,61,54834000.0,79%,32,58630000.0,1832187.5,1820000.0,4160000.0,78000.0,967142.8302129206,16900000.0,29,106.92271218587008,-3796000.0,,,2.2857142857142856,0.28824833702882485,4082000.0,False,True,False,True
23/24,Wolves,51,53820000.0,76%,28,54080000.0,1931428.5714285714,1820000.0,4680000.0,260000.0,1313276.1247712453,19760000.0,23,100.48309178743962,-260000.0,,,2.5714285714285716,0.36538461538461536,4420000.0,False,False,False,False
23/24,Brentford,59,39936000.0,93%,31,41366000.0,1334387.0967741935,1300000.0,2860000.0,130000.0,740380.518266085,12480000.0,28,103.58072916666667,-1430000.0,,,2.2,0.3016970458830924,2730000.0,False,False,False,False
