Season,Club,club_id,SummerSpend,SummerIncome,NetSpend,RecoveredIncomingFees,RecoveredOutgoingFees,InternalIncomingMoves,InternalOutgoingMoves,UnknownIncomingFees,UnknownOutgoingFees,NoFeeIncomingMoves,NoFeeOutgoingMoves,NotFoundIncomingFees,NotFoundOutgoingFees
19/20,Man City,281,166820000.0,59500000.0,107320000.0,0,0,3,0,0,0,0,0,0,0
19/20,Man United,985,159800000.0,76480000.0,83320000.0,0,0,4,0,0,0,0,0,0,0
19/20,Chelsea,631,45000000.0,14800000.0,30200000.0,0,0,2,0,0,0,0,0,0,0
19/20,Leicester,1003,104300000.0,88500000.0,15800000.0,0,0,0,0,0,0,0,0,1,0
19/20,Tottenham,148,100000000.0,31000000.0,69000000.0,0,0,1,0,0,0,0,0,0,0
19/20,Wolves,543,97100000.0,3400000.0,93700000.0,0,0,0,0,0,0,0,0,0,0
19/20,Arsenal,11,144100000.0,34900000.0,109200000.0,0,0,3,0,0,0,0,0,0,0
19/20,Sheffield United,350,34100000.0,0.0,34100000.0,0,0,0,0,0,0,1,0,0,0
19/20,Burnley,1132,12750000.0,8800000.0,3950000.0,0,0,0,0,0,0,0,0,0,0
19/20,Southampton,180,57500000.0,15500000.0,42000000.0,0,0,0,0,0,0,0,0,0,0
19/20,Everton,29,107900000.0,87800000.0,20100000.0,0,0,1,0,0,0,0,0,0,0
19/20,Newcastle,762,66900000.0,35640000.0,31260000.0,0,0,1,0,0,0,0,0,0,0
19/20,Crystal Palace,873,6100000.0,55000000.0,-48900000.0,0,0,0,0,0,0,0,0,0,0
19/20,Brighton,1237,53340000.0,0.0,53340000.0,0,0,1,0,0,0,0,0,0,0
19/20,West Ham,379,89300000.0,45380000.0,43920000.0,0,0,0,0,0,0,0,0,0,0
19/20,Aston Villa,405,119100000.0,0.0,119100000.0,0,0,0,0,0,1,0,0,0,0
19/20,Bournemouth,989,47760000.0,33400000.0,14360000.0,0,0,1,0,0,0,0,0,0,0
19/20,Watford,1010,36000000.0,20000000.0,16000000.0,0,0,0,0,0,0,0,0,0,0
19/20,Norwich,1123,830000.0,1000000.0,-170000.0,0,0,1,0,1,0,0,0,0,0
20/21,Man City,281,167400000.0,64000000.0,103400000.0,0,0,0,0,0,0,0,0,0,0
20/21,Man United,985,62650000.0,15000000.0,47650000.0,0,0,3,0,0,0,0,0,0,0
20/21,Liverpool,31,80450000.0,15900000.0,64550000.0,0,0,2,0,0,0,0,1,0,0
20/21,Chelsea,631,267200000.0,49500000.0,217700000.0,0,0,0,0,0,0,0,0,0,0
20/21,Leicester,1003,55900000.0,51770000.0,4130000.0,0,0,2,0,0,0,0,0,0,0
20/21,West Ham,379,22200000.0,19500000.0,2700000.0,0,0,1,0,0,0,0,0,0,0
20/21,Tottenham,148,107500000.0,13300000.0,94200000.0,0,0,0,0,0,0,0,0,0,0
20/21,Arsenal,11,84000000.0,17400000.0,66600000.0,0,0,1,0,0,0,0,0,0,0
20/21,Leeds,399,75800000.0,0.0,75800000.0,0,0,0,0,0,0,0,0,0,0
20/21,Everton,29,74370000.0,4430000.0,69940000.0,0,0,1,0,0,0,0,0,0,0
20/21,Aston Villa,405,85550000.0,0.0,85550000.0,0,0,1,0,0,1,0,2,0,0
20/21,Newcastle,762,38750000.0,780000.0,37970000.0,0,0,0,0,0,0,0,0,0,0
20/21,Wolves,543,84589000.0,79200000.0,5389000.0,0,0,0,0,0,0,0,0,0,0
20/21,Crystal Palace,873,18900000.0,20000000.0,-1100000.0,0,0,1,0,0,0,0,0,0,0
20/21,Southampton,180,25300000.0,23100000.0,2200000.0,0,0,2,0,0,0,0,0,0,0
20/21,Brighton,1237,18000000.0,0.0,18000000.0,0,0,1,0,0,0,0,0,0,0
20/21,Burnley,1132,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0
20/21,Fulham,931,13450000.0,0.0,13450000.0,0,0,0,0,0,0,0,1,0,0
20/21,West Brom,984,21750000.0,6500000.0,15250000.0,0,0,0,0,0,0,0,0,0,0
20/21,Sheffield United,350,62700000.0,0.0,62700000.0,0,0,0,0,0,0,0,0,0,0
21/22,Man City,281,117500000.0,38800000.0,78700000.0,0,0,1,0,0,0,0,0,0,0
21/22,Liverpool,31,40000000.0,28550000.0,11450000.0,0,0,1,0,0,0,0,0,0,0
21/22,Chelsea,631,113000000.0,153440000.0,-40440000.0,0,0,1,0,0,0,0,0,0,0
21/22,Tottenham,148,66900000.0,32700000.0,34200000.0,0,0,1,0,0,0,0,1,0,0
21/22,Arsenal,11,165600000.0,29400000.0,136200000.0,0,0,1,0,0,0,0,0,0,0
21/22,Man United,985,142000000.0,29100000.0,112900000.0,0,0,0,0,0,0,0,0,0,0
21/22,West Ham,379,67300000.0,3000000.0,64300000.0,0,0,0,0,0,0,0,0,0,0
21/22,Leicester,1003,37600000.0,3000000.0,34600000.0,0,0,1,0,0,0,0,0,0,0
21/22,Brighton,1237,34580000.0,62500000.0,-27920000.0,0,0,0,0,0,1,0,0,0,0
21/22,Wolves,543,26300000.0,31800000.0,-5500000.0,0,0,1,0,0,0,0,0,0,0
21/22,Newcastle,762,29400000.0,0.0,29400000.0,0,0,0,0,0,1,0,0,0,0
21/22,Crystal Palace,873,73440000.0,0.0,73440000.0,0,0,0,0,0,0,0,0,0,0
21/22,Brentford,1148,37200000.0,0.0,37200000.0,0,0,1,0,0,0,0,0,0,0
21/22,Aston Villa,405,99800000.0,127000000.0,-27200000.0,0,0,3,0,0,0,0,0,0,0
21/22,Southampton,180,63400000.0,60350000.0,3050000.0,0,0,0,0,0,0,0,1,0,0
21/22,Everton,29,2000000.0,9000000.0,-7000000.0,0,1,0,0,0,0,0,1,0,0
21/22,Leeds,399,59300000.0,0.0,59300000.0,0,0,2,0,0,0,0,0,0,0
21/22,Burnley,1132,31900000.0,0.0,31900000.0,0,0,0,0,0,0,0,1,0,0
21/22,Watford,1010,17500000.0,11100000.0,6400000.0,0,0,0,0,0,1,1,1,0,0
21/22,Norwich,1123,48750000.0,38400000.0,10350000.0,0,0,0,0,0,0,0,0,0,0
22/23,Man City,281,144000000.0,160170000.0,-16170000.0,0,0,1,0,0,2,0,0,0,0
22/23,Arsenal,11,131600000.0,23800000.0,107800000.0,0,0,2,0,0,0,0,0,0,0
22/23,Man United,985,238020000.0,21650000.0,216370000.0,0,0,4,0,0,0,0,1,0,0
22/23,Newcastle,762,143500000.0,0.0,143500000.0,0,0,2,0,0,1,1,0,0,0
22/23,Liverpool,31,94400000.0,80100000.0,14300000.0,0,0,2,0,0,0,0,1,0,0
22/23,Brighton,1237,45700000.0,111800000.0,-66100000.0,0,0,2,0,0,0,0,0,0,0
22/23,Aston Villa,405,69500000.0,42000000.0,27500000.0,0,0,1,0,0,0,0,0,0,0
22/23,Tottenham,148,173700000.0,38250000.0,135450000.0,0,0,0,0,0,1,0,0,0,0
22/23,Brentford,1148,48250000.0,0.0,48250000.0,0,0,3,0,0,2,0,0,0,0
22/23,Fulham,931,66300000.0,25400000.0,40900000.0,0,0,0,0,0,0,0,0,0,0
22/23,Crystal Palace,873,34600000.0,0.0,34600000.0,0,0,1,0,0,0,0,0,0,0
22/23,Chelsea,631,297750000.0,47700000.0,250050000.0,0,0,3,0,0,0,0,1,0,0
22/23,Wolves,543,139000000.0,59100000.0,79900000.0,0,0,3,0,0,1,0,0,0,0
22/23,West Ham,379,184600000.0,17800000.0,166800000.0,0,0,1,0,0,0,0,0,0,0
22/23,Bournemouth,989,26900000.0,0.0,26900000.0,0,0,0,0,0,0,0,0,0,0
22/23,Nott'm Forest,703,160050000.0,5000000.0,155050000.0,0,0,0,0,0,0,1,0,0,0
22/23,Everton,29,83070000.0,58000000.0,25070000.0,0,0,2,0,0,0,0,1,0,0
22/23,Leicester,1003,17000000.0,81400000.0,-64400000.0,0,0,0,0,0,0,0,0,0,0
22/23,Leeds,399,104340000.0,108200000.0,-3860000.0,0,0,0,0,0,0,0,0,0,0
22/23,Southampton,180,90960000.0,5500000.0,85460000.0,0,0,0,0,0,1,0,0,0,0
23/24,Man City,281,241100000.0,131800000.0,109300000.0,0,0,4,0,0,0,0,0,0,0
23/24,Arsenal,11,231600000.0,66350000.0,165250000.0,0,0,0,0,0,0,0,0,0,0
23/24,Liverpool,31,172000000.0,60700000.0,111300000.0,0,0,3,0,0,0,0,0,0,0
23/24,Aston Villa,405,88000000.0,32550000.0,55450000.0,0,0,1,0,0,0,0,0,0,0
23/24,Tottenham,148,247100000.0,116100000.0,131000000.0,0,0,1,0,0,0,0,0,0,0
23/24,Chelsea,631,464100000.0,264600000.0,199500000.0,0,0,4,0,0,0,0,0,0,0
23/24,Newcastle,762,150000000.0,44600000.0,105400000.0,0,0,2,0,0,0,0,1,0,0
23/24,Man United,985,202700000.0,60770000.0,141930000.0,0,0,1,0,0,1,0,2,0,0
23/24,West Ham,379,137550000.0,157200000.0,-19650000.0,0,0,1,0,0,0,0,0,0,0
23/24,Crystal Palace,873,38700000.0,0.0,38700000.0,0,0,0,0,0,0,0,0,0,0
23/24,Brighton,1237,97700000.0,185650000.0,-87950000.0,0,0,5,0,0,0,0,0,0,0
23/24,Everton,29,37500000.0,75800000.0,-38300000.0,0,0,1,0,0,0,0,2,0,0
23/24,Bournemouth,989,129890000.0,0.0,129890000.0,0,0,0,0,0,0,0,0,0,0
23/24,Fulham,931,68470000.0,52600000.0,15870000.0,0,0,1,0,0,0,0,0,0,0
23/24,Wolves,543,94000000.0,166300000.0,-72300000.0,0,0,0,0,0,0,0,0,0,0
23/24,Brentford,1148,64850000.0,6750000.0,58100000.0,0,0,2,0,0,0,0,0,0,0
23/24,Nott'm Forest,703,122980000.0,64400000.0,58580000.0,0,0,0,0,0,1,0,2,0,0
23/24,Luton,1031,22750000.0,0.0,22750000.0,0,0,0,0,2,0,1,0,0,0
23/24,Burnley,1132,111050000.0,0.0,111050000.0,0,0,0,1,0,0,0,0,0,0
23/24,Sheffield United,350,64450000.0,30900000.0,33550000.0,0,0,3,0,0,0,0,0,0,0
24/25,Liverpool,31,42000000.0,47000000.0,-5000000.0,0,0,3,0,0,0,0,2,0,0
24/25,Arsenal,11,107600000.0,82900000.0,24700000.0,0,0,2,0,0,0,0,1,0,0
24/25,Man City,281,25000000.0,136700000.0,-111700000.0,0,0,1,0,0,0,0,0,0,0
24/25,Chelsea,631,261000000.0,205200000.0,55800000.0,0,0,4,0,0,0,0,0,0,0
24/25,Newcastle,762,68200000.0,76200000.0,-8000000.0,0,0,0,0,0,0,0,4,0,0
24/25,Aston Villa,405,176200000.0,145000000.0,31200000.0,0,0,1,0,0,0,0,0,0,0
24/25,Nott'm Forest,703,105500000.0,86700000.0,18800000.0,0,0,0,0,0,3,0,4,0,0
24/25,Brighton,1237,231200000.0,49240000.0,181960000.0,0,0,1,0,0,1,0,1,0,0
24/25,Bournemouth,989,111270000.0,66090000.0,45180000.0,0,0,0,0,0,0,0,3,0,0
24/25,Brentford,1148,85900000.0,74500000.0,11400000.0,0,0,2,0,0,0,0,2,0,0
24/25,Fulham,931,91550000.0,68800000.0,22750000.0,0,0,2,0,0,0,0,0,0,0
24/25,Crystal Palace,873,77700000.0,100300000.0,-22600000.0,0,0,2,0,0,0,0,2,0,0
24/25,Everton,29,48200000.0,83650000.0,-35450000.0,0,0,1,0,0,0,0,2,0,0
24/25,West Ham,379,144400000.0,46150000.0,98250000.0,0,0,0,0,0,0,0,1,0,0
24/25,Man United,985,214500000.0,111300000.0,103200000.0,0,0,1,0,0,0,0,3,0,0
24/25,Wolves,543,63900000.0,112500000.0,-48600000.0,0,0,0,0,0,0,0,1,0,0
24/25,Tottenham,148,154850000.0,56300000.0,98550000.0,0,0,2,0,0,0,0,0,0,0
24/25,Leicester,1003,88050000.0,35400000.0,52650000.0,0,0,0,0,0,0,0,0,0,0
24/25,Ipswich,677,124990000.0,0.0,124990000.0,0,0,0,0,0,1,0,0,0,0
24/25,Southampton,180,118050000.0,41590000.0,76460000.0,0,0,1,0,1,1,0,0,0,0
25/26,Arsenal,11,294600000.0,8880000.0,285720000.0,0,0,1,0,0,0,0,1,0,0
25/26,Man City,281,206800000.0,74500000.0,132300000.0,0,0,0,0,0,0,0,1,0,0
25/26,Man United,985,250700000.0,68200000.0,182500000.0,0,0,2,0,0,0,0,1,0,0
25/26,Aston Villa,405,37500000.0,45150000.0,-7650000.0,0,0,1,0,0,0,0,1,0,0
25/26,Liverpool,31,481350000.0,216000000.0,265350000.0,0,0,3,0,0,0,0,0,0,0
25/26,Bournemouth,989,136600000.0,235450000.0,-98850000.0,0,0,0,0,0,0,0,0,0,0
25/26,Sunderland,289,188650000.0,45000000.0,143650000.0,0,0,1,0,0,0,0,0,0,0
25/26,Brighton,1237,78000000.0,135700000.0,-57700000.0,0,0,2,0,0,0,0,0,0,0
25/26,Brentford,1148,98700000.0,158760000.0,-60060000.0,0,0,2,0,0,0,1,1,0,0
25/26,Chelsea,631,336850000.0,318450000.0,18400000.0,0,0,0,0,0,0,0,0,0,0
25/26,Fulham,931,40500000.0,17000000.0,23500000.0,0,0,0,0,0,0,0,1,0,0
25/26,Newcastle,762,274250000.0,176000000.0,98250000.0,0,0,2,0,0,1,0,1,0,0
25/26,Everton,29,127750000.0,12600000.0,115150000.0,0,0,1,0,1,0,0,0,0,0
25/26,Leeds,399,113700000.0,6000000.0,107700000.0,0,0,0,0,0,0,0,0,0,0
25/26,Crystal Palace,873,55300000.0,74150000.0,-18850000.0,0,0,2,0,0,0,0,1,0,0
25/26,Nott'm Forest,703,233900000.0,126400000.0,107500000.0,0,0,1,0,0,0,0,2,0,0
25/26,Tottenham,148,205600000.0,41500000.0,164100000.0,0,0,0,0,0,0,0,2,0,0
25/26,West Ham,379,143800000.0,87500000.0,56300000.0,0,0,4,0,0,0,1,2,0,0
25/26,Burnley,1132,129500000.0,34200000.0,95300000.0,0,0,0,0,1,1,0,0,0,0
25/26,Wolves,543,117500000.0,137500000.0,-20000000.0,0,0,1,0,0,2,0,1,0,0
