Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
18,Virgil van Dijk,nl NED,DF,Liverpool,27,£ 180000 (€ 209556 $214751),£ 9360000 (€ 10896923 $11167032),Unverified estimation,e06683ca
19,Fernandinho,br BRA,MF,Manchester City,33,£ 180000 (€ 209556 $214751),£ 9360000 (€ 10896923 $11167032),Unverified estimation,101da2b5
20,Nicolás Otamendi,ar ARG,DF,Manchester City,30,£ 180000 (€ 209556 $214751),£ 9360000 (€ 10896923 $11167032),Unverified estimation,0d267745
21,Álvaro Morata,es ESP,FW,Chelsea,25,£ 170000 (€ 197914 $202820),£ 8840000 (€ 10291539 $10546642),Unverified estimation,129af0db
22,Juan Mata,es ESP,MFFW,Manchester Utd,30,£ 160000 (€ 186272 $190889),£ 8320000 (€ 9686154 $9926251),Unverified estimation,29733c72
23,David Silva,es ESP,MF,Manchester City,32,£ 160000 (€ 186272 $190889),£ 8320000 (€ 9686154 $9926251),Unverified estimation,e2716bd0
24,Kepa Arrizabalaga,es ESP,GK,Chelsea,23,£ 152615 (€ 177675 $182079),£ 7936000 (€ 9239101 $9468116),Unverified estimation,28d596a0
25,Luke Shaw,eng ENG,DF,Manchester Utd,23,£ 150000 (€ 174630 $178959),£ 7800000 (€ 9080769 $9305860),Unverified estimation,9c94165b
26,César Azpilicueta,es ESP,DF,Chelsea,28,£ 150000 (€ 174630 $178959),£ 7800000 (€ 9080769 $9305860),Unverified estimation,53cad200
27,N'Golo Kanté,fr FRA,MF,Chelsea,27,£ 150000 (€ 174630 $178959),£ 7800000 (€ 9080769 $9305860),Unverified estimation,b9fbae28
28,Raheem Sterling,eng ENG,FWMF,Manchester City,23,£ 150000 (€ 174630 $178959),£ 7800000 (€ 9080769 $9305860),Unverified estimation,b400bde0
29,Vincent Kompany,be BEL,DF,Manchester City,32,£ 150000 (€ 174630 $178959),£ 7800000 (€ 9080769 $9305860),Unverified estimation,d2bff301
30,Christian Pulisic,us USA,,Chelsea,19,£ 150000 (€ 172670 $189271),£ 7800000 (€ 8978844 $9842073),Unverified estimation,1bf33a9a
31,Javier Hernández,mx MEX,FW,West Ham,30,£ 140000 (€ 162988 $167028),£ 7280000 (€ 8475385 $8685470),Unverified estimation,189cee7b
32,James Milner,eng ENG,MFDF,Liverpool,32,£ 140000 (€ 162988 $167028),£ 7280000 (€ 8475385 $8685470),Unverified estimation,2f90f6b8
33,Jordan Henderson,eng ENG,MF,Liverpool,28,£ 140000 (€ 162988 $167028),£ 7280000 (€ 8475385 $8685470),Unverified estimation,935e6b8f
34,Jamie Vardy,eng ENG,FW,Leicester City,31,£ 140000 (€ 162988 $167028),£ 7280000 (€ 8475385 $8685470),Unverified estimation,45963054
35,İlkay Gündoğan,de GER,MF,Manchester City,27,£ 140000 (€ 162988 $167028),£ 7280000 (€ 8475385 $8685470),Unverified estimation,819b3158
36,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,25,£ 130000 (€ 151346 $155098),£ 6760000 (€ 7870000 $8065079),Unverified estimation,b2bc3b1f
37,Daniel Sturridge,eng ENG,FW,Liverpool,28,£ 130000 (€ 151346 $155098),£ 6760000 (€ 7870000 $8065079),Unverified estimation,1b7ec703
38,Kasper Schmeichel,dk DEN,GK,Leicester City,31,£ 130000 (€ 151346 $155098),£ 6760000 (€ 7870000 $8065079),Unverified estimation,53af52f3
39,David Luiz,br BRA,DF,Chelsea,31,£ 125673 (€ 146309 $149935),£ 6535000 (€ 7608055 $7796641),Unverified estimation,c0e27d1a
40,Danny Welbeck,eng ENG,MF,Arsenal,27,£ 125000 (€ 145525 $149132),£ 6500000 (€ 7567308 $7754884),Unverified estimation,ce5143da
41,Max Meyer,de GER,MF,Crystal Palace,22,£ 125000 (€ 145525 $149132),£ 6500000 (€ 7567308 $7754884),Unverified estimation,eba42d2b
42,Aaron Ramsey,wls WAL,MF,Arsenal,27,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,ef619b0b
43,Ashley Young,eng ENG,DF,Manchester Utd,33,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,be927d03
44,Fred,br BRA,MF,Manchester Utd,25,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,b853e0ad
45,Nemanja Matić,rs SRB,MF,Manchester Utd,29,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,eb7822d7
46,Victor Lindelöf,se SWE,DF,Manchester Utd,24,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,f5deef4c
47,Christian Benteke,be BEL,FW,Crystal Palace,27,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,ab070c55
48,Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,24,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,38c7feef
49,Naby Keïta,gn GUI,MF,Liverpool,23,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,f25c8e3a
50,Willian,br BRA,FW,Chelsea,29,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,8b9ebd03
51,Bernard,br BRA,MF,Everton,25,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,ab4b3e35
52,Yerry Mina,co COL,DF,Everton,23,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,6d5701f2
53,Aymeric Laporte,es ESP,DF,Manchester City,24,£ 120000 (€ 139704 $143167),£ 6240000 (€ 7264615 $7444688),Unverified estimation,119b9a8e
54,Ander Herrera,es ESP,MF,Manchester Utd,28,£ 115000 (€ 133883 $137202),£ 5980000 (€ 6961923 $7134493),Unverified estimation,436a9dd0
55,Andriy Yarmolenko,ua UKR,MFFW,West Ham,28,£ 115000 (€ 133883 $137202),£ 5980000 (€ 6961923 $7134493),Unverified estimation,849c826a
56,Claudio Bravo,cl CHI,GK,Manchester City,35,£ 115000 (€ 133883 $137202),£ 5980000 (€ 6961923 $7134493),Unverified estimation,10072610
57,André Gomes,pt POR,MF,Everton,25,£ 112212 (€ 130637 $133875),£ 5835000 (€ 6793114 $6961499),Unverified estimation,1961b2aa
58,Héctor Bellerín,es ESP,DFMF,Arsenal,23,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,f874dd44
59,Petr Čech,cz CZE,GK,Arsenal,36,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,71672fa0
60,Anthony Martial,fr FRA,FWMF,Manchester Utd,22,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,8b788c01
61,Marcos Rojo,ar ARG,DF,Manchester Utd,28,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,e0991c04
62,Adam Lallana,eng ENG,MFFW,Liverpool,30,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,99813635
63,Jorginho,it ITA,MF,Chelsea,26,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,45db685d
64,Olivier Giroud,fr FRA,FW,Chelsea,31,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,16ceb862
65,Kyle Walker,eng ENG,DF,Manchester City,28,£ 110000 (€ 128062 $131236),£ 5720000 (€ 6659231 $6824297),Unverified estimation,86dd77d1
66,Mateo Kovačić,hr CRO,MF,Chelsea,24,£ 106673 (€ 124189 $127267),£ 5547000 (€ 6457824 $6617898),Unverified estimation,79c0821a
67,André Schürrle,de GER,FWMF,Fulham,27,£ 103577 (€ 120584 $123573),£ 5386000 (€ 6270388 $6425816),Unverified estimation,ecbb3fdf
68,Bernd Leno,de GER,GK,Arsenal,26,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,2628fd2b
69,Granit Xhaka,ch SUI,MF,Arsenal,25,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,e61b8aee
70,Sead Kolašinac,ba BIH,MFDF,Arsenal,25,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,3935e52e
71,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,30,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,b682dcf6
72,Marouane Fellaini,be BEL,MF,Manchester Utd,30,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,87575fd9
73,Dele Alli,eng ENG,MFFW,Tottenham,22,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,cea4ee8f
74,Hugo Lloris,fr FRA,GK,Tottenham,31,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,8f62b6ee
75,Mamadou Sakho,fr FRA,DF,Crystal Palace,28,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,87935cf3
76,Jack Wilshere,eng ENG,MF,West Ham,26,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,9c318325
77,Marko Arnautović,at AUT,FW,West Ham,29,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,00459419
78,Dejan Lovren,hr CRO,DF,Liverpool,29,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,1a2935f6
79,Fabinho,br BRA,MF,Liverpool,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,7f3b388c
80,Joël Matip,cm CMR,DF,Liverpool,26,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,b217ef29
81,Sadio Mané,sn SEN,FWMF,Liverpool,26,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,c691bfe2
82,João Moutinho,pt POR,MF,Wolves,31,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,f5a00fa4
83,Rui Patrício,pt POR,GK,Wolves,30,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,79b0d6a0
84,Antonio Rüdiger,de GER,DF,Chelsea,25,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,18b896d6
85,Danny Drinkwater,eng ENG,MF,Chelsea,28,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,2649ff32
86,Marcos Alonso,es ESP,DF,Chelsea,27,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,f4290206
87,Ross Barkley,eng ENG,MF,Chelsea,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,3a24769f
88,Gylfi Sigurðsson,is ISL,MF,Everton,28,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,76dd1480
89,Jordan Pickford,eng ENG,GK,Everton,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,4806ec67
90,Morgan Schneiderlin,fr FRA,MF,Everton,28,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,51b41c5c
91,Theo Walcott,eng ENG,MF,Everton,29,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,1ecb65be
92,Benjamin Mendy,fr FRA,DFMF,Manchester City,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,5271c8f1
93,Bernardo Silva,pt POR,MFFW,Manchester City,23,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,3eb22ec9
94,Ederson Moraes,br BRA,GK,Manchester City,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,3bb7b8b4
95,Eliaquim Mangala,fr FRA,CB,Manchester City,27,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,f520049f
96,John Stones,eng ENG,DF,Manchester City,24,£ 100000 (€ 116420 $119306),£ 5200000 (€ 6053846 $6203907),Unverified estimation,5eecec3d
97,Pedro,es ESP,FW,Chelsea,31,£ 99788 (€ 116174 $119054),£ 5189000 (€ 6041040 $6190783),Unverified estimation,3ca7254a
98,Son Heung-min,kr KOR,FWMF,Tottenham,26,£ 95000 (€ 110599 $113341),£ 4940000 (€ 5751154 $5893711),Unverified estimation,92e7e919
99,Leroy Sané,de GER,FW,Manchester City,22,£ 95000 (€ 110599 $113341),£ 4940000 (€ 5751154 $5893711),Unverified estimation,2b114be3
100,Laurent Koscielny,fr FRA,DF,Arsenal,32,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,f5efb153
101,Shkodran Mustafi,de GER,DF,Arsenal,26,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,3f2d59fe
102,Andy Carroll,eng ENG,FW,West Ham,29,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,b581987a
103,Alisson,br BRA,GK,Liverpool,25,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,7a2e46a8
104,Harry Maguire,eng ENG,DF,Leicester City,25,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,d8931174
105,Lucas Digne,fr FRA,DF,Everton,25,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,1b84dbe1
106,Richarlison,br BRA,MFFW,Everton,21,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,fa031b34
107,Gabriel Jesus,br BRA,FW,Manchester City,21,£ 90000 (€ 104778 $107375),£ 4680000 (€ 5448462 $5583516),Unverified estimation,b66315ae
108,Jan Vertonghen,be BEL,DF,Tottenham,31,£ 89769 (€ 104509 $107100),£ 4668000 (€ 5434491 $5569199),Unverified estimation,ba23a904
109,Denis Suárez,es ESP,MF,Arsenal,24,£ 86308 (€ 100480 $102970),£ 4488000 (€ 5224935 $5354449),Unverified estimation,12c50af5
110,Antonio Valencia,ec ECU,DFMF,Manchester Utd,32,£ 85000 (€ 98957 $101410),£ 4420000 (€ 5145769 $5273321),Unverified estimation,08aa17d0
111,Felipe Anderson,br BRA,MF,West Ham,25,£ 85000 (€ 98957 $101410),£ 4420000 (€ 5145769 $5273321),Unverified estimation,9f1893b9
112,Adrien Silva,pt POR,MF,Leicester City,29,£ 85000 (€ 98957 $101410),£ 4420000 (€ 5145769 $5273321),Unverified estimation,d6f88a1d
113,Eric Bailly,ci CIV,DF,Manchester Utd,24,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,a1232f4e
114,Manolo Gabbiadini,it ITA,MFFW,Southampton,26,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,8f866fe8
115,Érik Lamela,ar ARG,MFFW,Tottenham,26,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,abe66106
116,Lucas Moura,br BRA,FWMF,Tottenham,25,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,2b622f01
117,Moussa Sissoko,fr FRA,MF,Tottenham,28,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,2acd49b9
118,Xherdan Shaqiri,ch SUI,MF,Liverpool,26,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,6421ec64
119,Jonny Evans,nir NIR,DF,Leicester City,30,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,f8fcd2a5
120,Andreas Christensen,dk DEN,DF,Chelsea,22,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,1cb49278
121,Gary Cahill,eng ENG,DF,Chelsea,32,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,7914b9fe
122,Danilo,br BRA,DF,Manchester City,27,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,94b2001f
123,Fabian Delph,eng ENG,DF,Manchester City,28,£ 80000 (€ 93136 $95445),£ 4160000 (€ 4843077 $4963125),Unverified estimation,111c3236
124,Lucas Torreira,uy URU,MF,Arsenal,22,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,52611641
125,Stephan Lichtsteiner,ch SUI,DF,Arsenal,34,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,99b1d0e6
126,Jesse Lingard,eng ENG,FWMF,Manchester Utd,25,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,810e3c74
127,Phil Jones,eng ENG,DF,Manchester Utd,26,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,def899bd
128,Danny Ings,eng ENG,FW,Southampton,26,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,07802f7f
129,Christian Eriksen,dk DEN,MFFW,Tottenham,26,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,980522ec
130,Fernando Llorente,es ESP,FW,Tottenham,33,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,82dbf623
131,Nathaniel Clyne,eng ENG,DF,Bournemouth,27,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,0442183b
132,Pablo Zabaleta,ar ARG,DF,West Ham,33,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,6813ac34
133,Georginio Wijnaldum,nl NED,MF,Liverpool,27,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,eb58eef0
134,Lazar Marković,rs SRB,RW,Liverpool,29,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,723ba189
135,Wilfred Ndidi,ng NGA,MF,Leicester City,21,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,6b47c5db
136,Victor Moses,ng NGA,FWMF,Chelsea,27,£ 75000 (€ 87315 $89479),£ 3900000 (€ 4540385 $4652930),Unverified estimation,e726e11e
137,Nacho Monreal,es ESP,DF,Arsenal,32,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,d4cb83cc
138,Chris Smalling,eng ENG,DF,Manchester Utd,28,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,b6964eb6
139,Sergio Romero,ar ARG,GK,Manchester Utd,31,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,1e26e376
140,Abdoulaye Doucouré,ml MLI,MF,Watford,25,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,02b29014
141,Andre Gray,jm JAM,FW,Watford,27,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,c24dba2a
142,Charlie Austin,eng ENG,FW,Southampton,29,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,8d228291
143,Fraser Forster,eng ENG,GK,Southampton,30,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,c3e39f12
144,Ryan Bertrand,eng ENG,DFMF,Southampton,28,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,01226327
145,Serge Aurier,ci CIV,DFMF,Tottenham,25,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,5c2b4f07
146,Asmir Begović,ba BIH,GK,Bournemouth,31,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,7b4de647
147,Angelo Ogbonna,it ITA,DF,West Ham,30,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,74b2cd7e
148,Lucas Pérez,es ESP,FW,West Ham,29,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,a300ac7e
149,Manuel Lanzini,ar ARG,MF,West Ham,25,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,26f6dca8
150,Michail Antonio,jm JAM,MFFW,West Ham,28,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,ac05f970
151,Winston Reid,nz NZL,CB,West Ham,34,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,562eed5c
152,Ricardo Pereira,pt POR,DFMF,Leicester City,24,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,75a72a99
153,Jonjo Shelvey,eng ENG,MF,Newcastle,26,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,3727dd3c
154,Davide Zappacosta,it ITA,DF,Chelsea,26,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,7fe90ccd
155,Idrissa Gueye,sn SEN,MF,Everton,28,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,72c812f3
156,Séamus Coleman,ie IRL,DF,Everton,29,£ 70000 (€ 81494 $83514),£ 3640000 (€ 4237692 $4342735),Unverified estimation,0420d84f
157,Issa Diop,ma MAR,DF,West Ham,21,£ 67000 (€ 78001 $79935),£ 3484000 (€ 4056077 $4156618),Unverified estimation,a712ca2b
158,Frank Anguissa,cm CMR,MF,Fulham,22,£ 67000 (€ 78001 $79935),£ 3484000 (€ 4056077 $4156618),Unverified estimation,6bb2c084
159,Troy Deeney,eng ENG,FW,Watford,30,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,82e34b69
160,Cédric Soares,pt POR,DFMF,Southampton,26,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,839c14e1
161,Mario Lemina,ga GAB,MF,Southampton,24,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,2b471f99
162,Oriol Romeu,es ESP,MF,Southampton,26,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,4b511457
163,Davinson Sánchez,co COL,DF,Tottenham,22,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,da7b447d
164,Kieran Trippier,eng ENG,DFMF,Tottenham,27,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,21512407
165,Victor Wanyama,ke KEN,MF,Tottenham,27,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,e0900238
166,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,28,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,8d3c902d
167,Jermain Defoe,eng ENG,FW,Bournemouth,35,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,f1e8372d
168,Łukasz Fabiański,pl POL,GK,West Ham,33,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,9328b835
169,Alberto Moreno,es ESP,DF,Liverpool,26,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,11b9265b
170,Ben Chilwell,eng ENG,DF,Leicester City,21,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,d2424d1b
171,Leighton Baines,eng ENG,DF,Everton,33,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,b18095b6
172,Jean Seri,ci CIV,MF,Fulham,27,£ 65000 (€ 75673 $77549),£ 3380000 (€ 3935000 $4032539),Unverified estimation,10efd0e1
173,Gerard Deulofeu,es ESP,FW,Watford,24,£ 60000 (€ 69852 $71584),£ 3120000 (€ 3632308 $3722344),Unverified estimation,39583cfd
174,Jannik Vestergaard,dk DEN,DF,Southampton,25,£ 60000 (€ 69852 $71584),£ 3120000 (€ 3632308 $3722344),Unverified estimation,1900032e
175,Mohamed Elyounoussi,no NOR,MF,Southampton,23,£ 60000 (€ 69852 $71584),£ 3120000 (€ 3632308 $3722344),Unverified estimation,68dc0dac
