Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
104,Jonny Evans,nir NIR,DF,Leicester City,34,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,f8fcd2a5
105,Kieran Trippier,eng ENG,DF,Newcastle,31,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,21512407
106,Matt Targett,eng ENG,DF,Newcastle,26,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,e514ab62
107,Carney Chukwuemeka,at AUT,MF,Chelsea,18,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,b2f9c73e
108,Hakim Ziyech,ma MAR,MFFW,Chelsea,29,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,6622454d
109,Mateo Kovačić,hr CRO,MF,Chelsea,28,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,79c0821a
110,Mykhailo Mudryk,ua UKR,FWMF,Chelsea,21,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,049a888d
111,Amadou Onana,be BEL,MF,Everton,20,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,828657ff
112,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,59e6e5bf
113,James Tarkowski,eng ENG,DF,Everton,29,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,15ea812b
114,Jordan Pickford,eng ENG,GK,Everton,28,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,4806ec67
115,Dean Henderson,eng ENG,GK,Nottingham,25,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,e5a76dfe
116,Ederson Moraes,br BRA,GK,Manchester City,28,£ 100000 (€ 116237 $127101),£ 5200000 (€ 6044330 $6609237),,3bb7b8b4
117,Emerson Palmieri,it ITA,MFDF,West Ham,27,£ 95000 (€ 110425 $120746),£ 4940000 (€ 5742114 $6278776),,e0bc6fdc
118,Leandro Trossard,be BEL,FW,Arsenal,27,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,38ceb24a
119,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,24,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,9e525177
120,Lucas Moura,br BRA,FWMF,Tottenham,29,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,2b622f01
121,Richarlison,br BRA,MFFW,Tottenham,25,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,fa031b34
122,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),Unverified estimation,0562b7f1
123,Gianluca Scamacca,it ITA,FW,West Ham,23,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,8790f988
124,Leander Dendoncker,be BEL,MF,Aston Villa,27,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),Unverified estimation,5a7301ae
125,Gonçalo Guedes,pt POR,FWMF,Wolves,25,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),Unverified estimation,e6bc67d7
126,Pablo Sarabia,es ESP,MFFW,Wolves,30,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,9744ff80
127,Sven Botman,nl NED,DF,Newcastle,22,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,ccce7025
128,Benoît Badiashile,fr FRA,DF,Chelsea,21,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),Unverified estimation,06df8256
129,Denis Zakaria,ch SUI,MF,Chelsea,25,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,384d58d9
130,Adam Lallana,eng ENG,MF,Brighton,34,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,99813635
131,Keylor Navas,cr CRC,GK,Nottingham,35,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,ecada4fc
132,Bernd Leno,de GER,GK,Fulham,30,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,2628fd2b
133,Layvin Kurzawa,fr FRA,DF,Fulham,29,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,41e7ef1c
134,Benjamin Mendy,fr FRA,LB,Manchester City,28,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,5271c8f1
135,Nathan Aké,nl NED,DF,Manchester City,27,£ 90000 (€ 104613 $114391),£ 4680000 (€ 5439897 $5948314),,eaeca114
136,Eric Dier,eng ENG,DF,Tottenham,28,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),,ac861941
137,Pedro Porro,es ESP,MF,Tottenham,22,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),,27d0a506
138,Michail Antonio,jm JAM,FW,West Ham,32,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),,ac05f970
139,Joe Gomez,eng ENG,DF,Liverpool,25,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),Unverified estimation,7a11550b
140,Matheus Nunes,pt POR,MF,Wolves,23,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),,e6af02e0
141,Joelinton,br BRA,MFFW,Newcastle,25,£ 85000 (€ 98802 $108036),£ 4420000 (€ 5137681 $5617852),,c17bfb65
142,Mislav Oršić,hr CRO,FWMF,Southampton,29,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,ee950928
143,Ben Davies,wls WAL,DFMF,Tottenham,29,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,44781702
144,Joachim Andersen,dk DEN,DF,Crystal Palace,26,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,e34fc66d
145,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,0442183b
146,Thilo Kehrer,de GER,DF,West Ham,25,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,51dbeea9
147,Matty Cash,pl POL,DF,Aston Villa,24,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,2389cdc2
148,Tyrone Mings,eng ENG,DF,Aston Villa,29,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,8397a50c
149,Nélson Semedo,pt POR,DF,Wolves,28,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,d04b94db
150,Boubakary Soumaré,fr FRA,MF,Leicester City,23,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,ae59b359
151,Kelechi Iheanacho,ng NGA,FW,Leicester City,25,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,c92e1a31
152,Ricardo Pereira,pt POR,DFMF,Leicester City,28,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,75a72a99
153,Ryan Bertrand,eng ENG,LB,Leicester City,33,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,01226327
154,Chris Wood,nz NZL,FW,Newcastle,30,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,4e9a0555
155,Joe Willock,eng ENG,MF,Newcastle,22,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,a3b03921
156,Mason Mount,eng ENG,MF,Chelsea,23,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,9674002f
157,Idrissa Gueye,sn SEN,MF,Everton,32,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,72c812f3
158,Michael Keane,eng ENG,DF,Everton,29,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,c5b7c315
159,Salomón Rondón,ve VEN,FW,Everton,32,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,b318a643
160,Felipe,br BRA,DF,Nottingham,33,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,51a3c4c8
161,Jesse Lingard,eng ENG,MFFW,Nottingham,29,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,810e3c74
162,Morgan Gibbs-White,eng ENG,MFFW,Nottingham,22,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),Unverified estimation,32f60ed8
163,Aleksandar Mitrović,rs SRB,FW,Fulham,27,£ 80000 (€ 92990 $101681),£ 4160000 (€ 4835464 $5287390),,3925dbd6
164,Bertrand Traoré,bf BFA,MF,Aston Villa,26,£ 77885 (€ 90539 $90816),£ 4050000 (€ 4708002 $4722429),,c47541e0
165,Cédric Soares,pt POR,DFMF,Arsenal,30,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,839c14e1
166,Phil Jones,eng ENG,CB,Manchester Utd,30,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,def899bd
167,Tyrell Malacia,nl NED,DF,Manchester Utd,22,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,6b6c793c
168,Theo Walcott,eng ENG,MFFW,Southampton,33,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,1ecb65be
169,Fraser Forster,eng ENG,GK,Tottenham,34,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,c3e39f12
170,Rodrigo Bentancur,uy URU,MF,Tottenham,25,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,3b8674e6
171,Luka Milivojević,rs SRB,MF,Crystal Palace,31,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,2ce2508a
172,Vicente Guaita,es ESP,GK,Crystal Palace,35,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,ab13a5aa
173,Weston McKennie,us USA,MF,Leeds United,23,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,01c3aff5
174,Douglas Luiz,br BRA,MF,Aston Villa,24,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,6f7d826d
175,Emi Buendía,ar ARG,MFFW,Aston Villa,25,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,66b76d44
176,Ollie Watkins,eng ENG,FW,Aston Villa,26,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,aed3a70f
177,Dennis Praet,be BEL,MF,Leicester City,28,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,86695068
178,Patson Daka,zm ZAM,FW,Leicester City,23,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,ca45605e
179,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,6b47c5db
180,Lewis Dunk,eng ENG,DF,Brighton,30,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),Unverified estimation,282f75f3
181,Ben Godfrey,eng ENG,DF,Everton,24,£ 75000 (€ 87178 $95326),£ 3900000 (€ 4533248 $4956928),,9f7c837d
182,Bukayo Saka,eng ENG,FWMF,Arsenal,20,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,bc7dc64d
183,Gabriel Martinelli,br BRA,FWMF,Arsenal,21,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,48a5a5d6
184,Joe Aribo,ng NGA,MFFW,Southampton,26,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,328f7d51
185,Georginio Rutter,fr FRA,FW,Leeds United,20,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,c64c01fc
186,Patrick Bamford,eng ENG,FW,Leeds United,28,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),Unverified estimation,93feac6e
187,Angelo Ogbonna,it ITA,DF,West Ham,34,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,74b2cd7e
188,Manuel Lanzini,ar ARG,MF,West Ham,29,£ 70000 (€ 81366 $88971),£ 3640000 (€ 4231031 $4626466),,26f6dca8
