Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
16,Alexis Sánchez,cl CHI,FWMF,Arsenal,25,£ 140000 (€ 161159 $176653),£ 7280000 (€ 8380255 $9185935),Unverified estimation,2c0f8e9e
17,Mesut Özil,de GER,MF,Arsenal,25,£ 140000 (€ 161159 $176653),£ 7280000 (€ 8380255 $9185935),Unverified estimation,16380240
18,Steven Gerrard,eng ENG,MF,Liverpool,34,£ 140000 (€ 161159 $176653),£ 7280000 (€ 8380255 $9185935),Unverified estimation,caeb5442
19,Alexandre Song,cm CMR,DFMF,West Ham,26,£ 136769 (€ 157440 $172576),£ 7112000 (€ 8186864 $8973951),Unverified estimation,1c32281d
20,Daniel Sturridge,eng ENG,FWMF,Liverpool,24,£ 130000 (€ 149647 $164035),£ 6760000 (€ 7781665 $8529796),Unverified estimation,1b7ec703
21,Joe Hart,eng ENG,GK,Manchester City,27,£ 130000 (€ 149647 $164035),£ 6760000 (€ 7781665 $8529796),Unverified estimation,cb4f24c6
22,Ashley Young,eng ENG,DFFW,Manchester Utd,29,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,be927d03
23,Edin Džeko,ba BIH,FW,Manchester City,28,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,3bb7f478
24,Danny Welbeck,eng ENG,FWMF,Arsenal,23,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,ce5143da
25,Ander Herrera,es ESP,MF,Manchester Utd,24,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,436a9dd0
26,Aaron Ramsey,wls WAL,MF,Arsenal,23,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,ef619b0b
27,Luke Shaw,eng ENG,DFMF,Manchester Utd,19,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,9c94165b
28,Marcos Rojo,ar ARG,DF,Manchester Utd,24,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,e0991c04
29,Glen Johnson,eng ENG,DF,Liverpool,29,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,8cceca90
30,Pablo Zabaleta,ar ARG,DFMF,Manchester City,29,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,6813ac34
31,Roberto Soldado,es ESP,FW,Tottenham,29,£ 105000 (€ 120869 $132489),£ 5460000 (€ 6285191 $6889451),Unverified estimation,9d66fbe3
32,Theo Walcott,eng ENG,FWMF,Arsenal,25,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,1ecb65be
33,Michael Carrick,eng ENG,MF,Manchester Utd,33,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,ab7263c1
34,Emmanuel Adebayor,tg TOG,FW,Tottenham,30,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,936d9e3e
35,Mario Balotelli,it ITA,FW,Liverpool,23,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,8ff07990
36,Eliaquim Mangala,fr FRA,DF,Manchester City,23,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,f520049f
37,Fernandinho,br BRA,DFMF,Manchester City,29,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,101da2b5
38,Fernando,br BRA,DFMF,Manchester City,27,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,41f32541
39,Wilfried Bony,ci CIV,FW,Manchester City,25,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,61abe9b6
40,Petr Čech,cz CZE,GK,Chelsea,32,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,71672fa0
41,Thibaut Courtois,be BEL,GK,Chelsea,22,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,1840e36d
42,Gaël Clichy,fr FRA,DF,Manchester City,29,£ 95000 (€ 109358 $119871),£ 4940000 (€ 5686601 $6233313),Unverified estimation,450ad405
43,Frank Lampard,eng ENG,MF,Manchester City,36,£ 93231 (€ 107321 $117639),£ 4848000 (€ 5580697 $6117227),Unverified estimation,268df6b1
44,Laurent Koscielny,fr FRA,DF,Arsenal,28,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,f5efb153
45,Olivier Giroud,fr FRA,FW,Arsenal,27,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,16ceb862
46,Per Mertesacker,de GER,DF,Arsenal,29,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,5be28712
47,Santi Cazorla,es ESP,MF,Arsenal,29,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,e2e9c250
48,Marouane Fellaini,be BEL,MF,Manchester Utd,26,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,87575fd9
49,Willian,br BRA,FWMF,Chelsea,25,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,8b9ebd03
50,Antonio Valencia,ec ECU,DFMF,Manchester Utd,28,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,08aa17d0
51,James Milner,eng ENG,DFMF,Manchester City,28,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,2f90f6b8
52,Jesús Navas,es ESP,DFMF,Manchester City,28,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,3f10bd22
53,Stevan Jovetić,me MNE,FWMF,Manchester City,24,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,f36c432f
54,Juan Cuadrado,co COL,DFFW,Chelsea,26,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,0ab1f153
55,Jack Wilshere,eng ENG,MF,Arsenal,22,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,9c318325
56,Érik Lamela,ar ARG,FWMF,Tottenham,22,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,abe66106
57,Hugo Lloris,fr FRA,GK,Tottenham,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,8f62b6ee
58,Adam Lallana,eng ENG,FWMF,Liverpool,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,99813635
59,Jermain Defoe,eng ENG,FW,Sunderland,31,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,f1e8372d
60,Loïc Rémy,fr FRA,FW,QPR,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5c2da10f
61,Bacary Sagna,fr FRA,DF,Manchester City,31,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,6ef56efd
62,Martín Demichelis,ar ARG,DFMF,Manchester City,33,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,e9c7102a
63,Romelu Lukaku,be BEL,FW,Everton,21,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5eae500a
64,Branislav Ivanović,rs SRB,DF,Chelsea,30,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,85f8571a
65,César Azpilicueta,es ESP,DFMF,Chelsea,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,53cad200
66,Didier Drogba,ci CIV,FW,Chelsea,36,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,945dea33
67,Filipe Luís,br BRA,DF,Chelsea,28,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,e4ed2628
68,Gary Cahill,eng ENG,DF,Chelsea,28,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,7914b9fe
69,Toby Alderweireld,be BEL,DF,Southampton,25,£ 75731 (€ 87176 $95557),£ 3938000 (€ 4533165 $4968985),Unverified estimation,f7d50789
70,Mikel Arteta,es ESP,MF,Arsenal,32,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,d934d1e6
71,Daley Blind,nl NED,DFMF,Manchester Utd,24,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,691bef82
72,Lazar Marković,rs SRB,FWMF,Liverpool,20,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,723ba189
73,Lucas Leiva,br BRA,MF,Liverpool,27,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,4c78b5ed
74,Philippe Coutinho,br BRA,FWMF,Liverpool,22,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,0ef89a37
75,Mathieu Debuchy,fr FRA,DF,Arsenal,29,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,92232aad
76,Wojciech Szczęsny,pl POL,GK,Arsenal,24,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,01b8a2b2
77,David de Gea,es ESP,GK,Manchester Utd,23,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,7ba6d84e
78,Jonny Evans,nir NIR,DF,Manchester Utd,26,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,f8fcd2a5
79,Víctor Valdés,es ESP,GK,Manchester Utd,32,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,e029e404
80,Andy Carroll,eng ENG,FW,West Ham,25,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b581987a
81,Dejan Lovren,hr CRO,DF,Liverpool,25,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,1a2935f6
82,Kolo Touré,ci CIV,DF,Liverpool,33,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,3301c9f4
83,Martin Škrtel,sk SVK,DF,Liverpool,29,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,defb905a
84,Leighton Baines,eng ENG,DF,Everton,29,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b18095b6
85,Nemanja Matić,rs SRB,MF,Chelsea,25,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,eb7822d7
86,Mame Biram Diouf,sn SEN,FWMF,Stoke City,26,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,7f4f3e49
87,Rafael,br BRA,DFMF,Manchester Utd,24,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,9a1f2e1c
88,Christian Eriksen,dk DEN,MF,Tottenham,22,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,980522ec
89,Paulinho,br BRA,MF,Tottenham,26,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,bb7337cc
90,Mamadou Sakho,fr FRA,DF,Liverpool,24,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,87935cf3
91,Joey Barton,eng ENG,MF,QPR,31,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,93bfa675
92,Shaun Wright-Phillips,eng ENG,FWMF,QPR,32,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,e1e0b05f
93,Ramires,br BRA,MF,Chelsea,27,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,4cce2c67
94,Adnan Januzaj,be BEL,FWMF,Manchester Utd,19,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,4737cebe
95,Jordan Henderson,eng ENG,MF,Liverpool,24,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,935e6b8f
96,Fabricio Coloccini,ar ARG,DFMF,Newcastle,32,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,78b3399f
97,Gareth Barry,eng ENG,MF,Everton,33,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,7dbbe367
98,Aleksandar Kolarov,rs SRB,DF,Manchester City,28,£ 59462 (€ 68448 $75029),£ 3092000 (€ 3559306 $3901499),Unverified estimation,eda40760
99,Tomáš Rosický,cz CZE,MF,Arsenal,33,£ 56000 (€ 64464 $70661),£ 2912000 (€ 3352102 $3674374),Unverified estimation,dbb688e3
100,Alex Oxlade-Chamberlain,eng ENG,FWMF,Arsenal,20,£ 55115 (€ 63445 $69545),£ 2866000 (€ 3299150 $3616331),Unverified estimation,38c7feef
101,David Ospina,co COL,GK,Arsenal,25,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,82b1198a
102,Mathieu Flamini,fr FRA,MF,Arsenal,30,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,148d4105
103,Chris Smalling,eng ENG,DF,Manchester Utd,24,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,b6964eb6
104,Gastón Ramírez,uy URU,FWMF,Southampton,23,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,2c851997
105,Aaron Lennon,eng ENG,FWMF,Tottenham,27,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,2ff964a0
106,Kyle Walker,eng ENG,DFMF,Tottenham,24,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,86dd77d1
107,José Enrique,es ESP,DF,Liverpool,28,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,d56364d5
108,Scott Sinclair,eng ENG,FWMF,Aston Villa,25,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,273c483b
109,Darren Fletcher,sct SCO,MF,Manchester Utd,30,£ 52000 (€ 59859 $65614),£ 2704000 (€ 3112666 $3411919),Unverified estimation,184e4970
110,Brown Ideye,ng NGA,FW,West Brom,25,£ 52000 (€ 59859 $65614),£ 2704000 (€ 3112666 $3411919),Unverified estimation,f519b556
111,Shay Given,ie IRL,GK,Aston Villa,38,£ 52000 (€ 59859 $65614),£ 2704000 (€ 3112666 $3411919),Unverified estimation,0db918ff
112,Junior Hoilett,ca CAN,FWMF,QPR,24,£ 52000 (€ 59859 $65614),£ 2704000 (€ 3112666 $3411919),Unverified estimation,33af5b9e
113,Gabriel Paulista,br BRA,DF,Arsenal,23,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,b7ca5c51
114,Phil Jones,eng ENG,DFMF,Manchester Utd,22,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,def899bd
115,Shane Long,ie IRL,FW,Southampton,27,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,9f472354
116,Étienne Capoue,fr FRA,MF,Tottenham,26,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,5acc4a10
117,Harry Kane,eng ENG,FW,Tottenham,21,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,21a66f6a
118,Michael Dawson,eng ENG,DF,Tottenham,30,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,4771114f
119,Mousa Dembélé,be BEL,MF,Tottenham,27,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,f7ee69fb
120,Sandro,br BRA,,Tottenham,25,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,c1c2c925
121,Ben Foster,eng ENG,GK,West Brom,31,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,d0b3ceb9
122,Kevin Nolan,eng ENG,MF,West Ham,32,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,3d307105
123,Stewart Downing,eng ENG,FWMF,West Ham,30,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,b13c4620
124,Rickie Lambert,eng ENG,FW,Liverpool,32,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,495de82c
125,Fabian Delph,eng ENG,DFMF,Aston Villa,24,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,111c3236
126,Adam Johnson,eng ENG,MF,Sunderland,27,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,1ba61951
127,Aiden McGeady,ie IRL,FWMF,Everton,28,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,c7df693b
128,Phil Jagielka,eng ENG,DFMF,Everton,31,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,3233eefd
129,Steven Pienaar,za RSA,MF,Everton,32,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,8056f6e6
130,Charles N'Zogbia,fr FRA,DFFW,Aston Villa,28,£ 48000 (€ 55254 $60567),£ 2496000 (€ 2873230 $3149463),Unverified estimation,4e31f3e2
131,John O'Shea,ie IRL,DFMF,Sunderland,33,£ 47000 (€ 54103 $59305),£ 2444000 (€ 2813371 $3083849),Unverified estimation,7c1f4685
132,Wes Brown,eng ENG,DF,Sunderland,34,£ 47000 (€ 54103 $59305),£ 2444000 (€ 2813371 $3083849),Unverified estimation,659ccc97
133,Bafétimbi Gomis,fr FRA,FW,Swansea City,28,£ 47000 (€ 54103 $59305),£ 2444000 (€ 2813371 $3083849),Unverified estimation,3d6686f9
134,Abou Diaby,fr FRA,MF,Arsenal,28,£ 46308 (€ 53306 $58431),£ 2408000 (€ 2771930 $3038425),Unverified estimation,8c8b5071
135,Kieran Gibbs,eng ENG,DFMF,Arsenal,24,£ 46000 (€ 52952 $58043),£ 2392000 (€ 2753512 $3018236),Unverified estimation,46ee5234
136,Peter Crouch,eng ENG,FW,Stoke City,33,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,73d9bdc7
137,Ryan Shawcross,eng ENG,DF,Stoke City,26,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,285a3d44
138,Wilson Palacios,hn HON,MF,Stoke City,30,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,58df81fc
139,Calum Chambers,eng ENG,DFMF,Arsenal,19,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,dc6f5bdd
140,Sadio Mané,sn SEN,FWMF,Southampton,22,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,c691bfe2
141,Federico Fazio,ar ARG,DF,Tottenham,27,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,4e358a2d
142,Nacer Chadli,be BEL,FWMF,Tottenham,24,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,5b54bf3b
143,Joleon Lescott,eng ENG,DF,West Brom,31,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,62393d3b
144,Jonas Olsson,se SWE,DF,West Brom,31,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,48844a9b
145,Alberto Moreno,es ESP,DFMF,Liverpool,22,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,11b9265b
146,Emre Can,de GER,DFMF,Liverpool,20,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,a65ce836
147,Joe Allen,wls WAL,MF,Liverpool,24,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,9feb8f24
148,Simon Mignolet,be BEL,GK,Liverpool,26,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,d436eb94
149,Connor Wickham,eng ENG,FWMF,Sunderland,21,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,41cc19c2
150,Lee Cattermole,eng ENG,MF,Sunderland,26,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,538e77d5
151,Nedum Onuoha,eng ENG,DF,QPR,27,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,b28a0b5a
152,Jonás Gutiérrez,ar ARG,MF,Newcastle,31,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,816fd91c
153,Moussa Sissoko,fr FRA,MF,Newcastle,24,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,2acd49b9
154,Willy Caballero,ar ARG,GK,Manchester City,32,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,a179d516
155,Abel Hernández,uy URU,FW,Hull City,23,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,a36da810
156,Nikica Jelavić,hr CRO,FW,Hull City,28,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,1a29f38c
157,Sylvain Distin,fr FRA,DF,Everton,36,£ 45000 (€ 51801 $56781),£ 2340000 (€ 2693653 $2952622),Unverified estimation,002d06bb
158,Steve Sidwell,eng ENG,MF,Stoke City,31,£ 42500 (€ 48923 $53627),£ 2210000 (€ 2544006 $2788587),Unverified estimation,ed083afd
159,Dušan Tadić,rs SRB,FWMF,Southampton,25,£ 42000 (€ 48348 $52996),£ 2184000 (€ 2514076 $2755780),Unverified estimation,2475dcc6
160,Esteban Cambiasso,ar ARG,MF,Leicester City,33,£ 42000 (€ 48348 $52996),£ 2184000 (€ 2514076 $2755780),Unverified estimation,4d801075
161,Eljero Elia,nl NED,FWMF,Southampton,27,£ 40135 (€ 46200 $50642),£ 2087000 (€ 2402416 $2633385),Unverified estimation,05cb19c5
162,Anders Lindegaard,dk DEN,GK,Manchester Utd,30,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,636f1a28
163,Tom Cleverley,eng ENG,MF,Manchester Utd,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,6cdd8245
164,Fraser Forster,eng ENG,GK,Southampton,26,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,c3e39f12
165,James Ward-Prowse,eng ENG,MF,Southampton,19,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,3515d404
166,Ryan Bertrand,eng ENG,DFMF,Southampton,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,01226327
167,Michel Vorm,nl NED,GK,Tottenham,30,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,1bebde9d
168,Marouane Chamakh,ma MAR,FW,Crystal Palace,30,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,790ca5f3
169,Youssouf Mulumbu,cd COD,MF,West Brom,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,a275b145
170,Enner Valencia,ec ECU,FWMF,West Ham,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,fb485406
171,Mauro Zárate,ar ARG,FWMF,West Ham,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,cc18ff4c
172,Mohamed Diamé,sn SEN,MF,West Ham,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,b7d082af
173,Adel Taarabt,ma MAR,FWMF,QPR,25,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,47dc80f5
174,Leroy Fer,nl NED,MF,QPR,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,3cefa66a
175,Rio Ferdinand,eng ENG,DF,QPR,35,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,52465662
