Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
21,Theo Walcott,eng ENG,MF,Arsenal,27,£ 140000 (€ 161159 $176653),£ 7280000 (€ 8380255 $9185935),Unverified estimation,1ecb65be
22,James Milner,eng ENG,DF,Liverpool,30,£ 140000 (€ 161159 $176653),£ 7280000 (€ 8380255 $9185935),Unverified estimation,2f90f6b8
23,Daniel Sturridge,eng ENG,FW,Liverpool,26,£ 130000 (€ 149647 $164035),£ 6760000 (€ 7781665 $8529796),Unverified estimation,1b7ec703
24,Willian,br BRA,FWMF,Chelsea,27,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,8b9ebd03
25,Ashley Young,eng ENG,DFMF,Manchester Utd,31,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,be927d03
26,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,26,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,51b41c5c
27,Christian Benteke,be BEL,FW,Crystal Palace,25,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,ab070c55
28,Nicolás Otamendi,ar ARG,DF,Manchester City,28,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,0d267745
29,Willian,br BRA,FWMF,Chelsea,27,£ 120000 (€ 138136 $151417),£ 6240000 (€ 7183076 $7873658),Unverified estimation,8b9ebd03
30,Ander Herrera,es ESP,MF,Manchester Utd,26,£ 115000 (€ 137145 $139750),£ 5980000 (€ 7131537 $7267023),Unverified estimation,436a9dd0
31,Danny Welbeck,eng ENG,FWMF,Arsenal,25,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,ce5143da
32,Ander Herrera,es ESP,MF,Manchester Utd,26,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,436a9dd0
33,Claudio Bravo,cl CHI,GK,Manchester City,33,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,10072610
34,Álvaro Negredo,es ESP,FW,Middlesbrough,30,£ 108962 (€ 129944 $132412),£ 5666000 (€ 6757072 $6885443),Unverified estimation,63b0ca6b
35,Aaron Ramsey,wls WAL,MF,Arsenal,25,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,ef619b0b
36,Anthony Martial,fr FRA,MFFW,Manchester Utd,20,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,8b788c01
37,Luke Shaw,eng ENG,DF,Manchester Utd,21,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,9c94165b
38,Marcos Rojo,ar ARG,DF,Manchester Utd,26,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,e0991c04
39,Philippe Coutinho,br BRA,FWMF,Liverpool,24,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,0ef89a37
40,Pablo Zabaleta,ar ARG,DFMF,Manchester City,31,£ 110000 (€ 126625 $138798),£ 5720000 (€ 6584486 $7217520),Unverified estimation,6813ac34
41,Álvaro Negredo,es ESP,FW,Middlesbrough,30,£ 108962 (€ 125429 $137488),£ 5666000 (€ 6522325 $7149383),Unverified estimation,63b0ca6b
42,Wilfried Bony,ci CIV,FW,Stoke City,27,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,61abe9b6
43,Olivier Giroud,fr FRA,FW,Arsenal,29,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,16ceb862
44,Petr Čech,cz CZE,GK,Arsenal,34,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,71672fa0
45,Harry Kane,eng ENG,FW,Tottenham,23,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,21a66f6a
46,Hugo Lloris,fr FRA,GK,Tottenham,29,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,8f62b6ee
47,Roberto Firmino,br BRA,FW,Liverpool,24,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,4c370d81
48,Sadio Mané,sn SEN,FW,Liverpool,24,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,c691bfe2
49,Jamie Vardy,eng ENG,FW,Leicester City,29,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,45963054
50,Riyad Mahrez,dz ALG,MF,Leicester City,25,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,892d5bb1
51,Fernandinho,br BRA,MFDF,Manchester City,31,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,101da2b5
52,Fernando,br BRA,MFDF,Manchester City,29,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,41f32541
53,John Stones,eng ENG,DF,Manchester City,22,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,5eecec3d
54,Thibaut Courtois,be BEL,GK,Chelsea,24,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,1840e36d
55,Pedro,es ESP,FWMF,Chelsea,29,£ 95750 (€ 110221 $120818),£ 4979000 (€ 5731496 $6282523),Unverified estimation,3ca7254a
56,Gaël Clichy,fr FRA,DF,Manchester City,31,£ 95000 (€ 109358 $119871),£ 4940000 (€ 5686601 $6233313),Unverified estimation,450ad405
57,Leroy Sané,de GER,MFFW,Manchester City,20,£ 95000 (€ 109358 $119871),£ 4940000 (€ 5686601 $6233313),Unverified estimation,2b114be3
58,Nolito,es ESP,MFFW,Manchester City,29,£ 95000 (€ 109358 $119871),£ 4940000 (€ 5686601 $6233313),Unverified estimation,b2d0ec1b
59,Juan Zúñiga,co COL,DFMF,Watford,30,£ 93000 (€ 107055 $117348),£ 4836000 (€ 5566884 $6102085),Unverified estimation,06b34f37
60,Laurent Koscielny,fr FRA,DF,Arsenal,30,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,f5efb153
61,Santi Cazorla,es ESP,MF,Arsenal,31,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,e2e9c250
62,Shkodran Mustafi,de GER,DF,Arsenal,24,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,3f2d59fe
63,Marouane Fellaini,be BEL,MF,Manchester Utd,28,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,87575fd9
64,Danny Drinkwater,eng ENG,MF,Leicester City,26,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,2649ff32
65,César Azpilicueta,es ESP,DF,Chelsea,26,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,53cad200
66,Antonio Valencia,ec ECU,DF,Manchester Utd,30,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),Unverified estimation,08aa17d0
67,Yohan Cabaye,fr FRA,MF,Crystal Palace,30,£ 85500 (€ 98422 $107884),£ 4446000 (€ 5117941 $5609981),Unverified estimation,ad7b19ef
68,Antonio Valencia,ec ECU,DF,Manchester Utd,30,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,08aa17d0
69,Son Heung-min,kr KOR,MFFW,Tottenham,24,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,92e7e919
70,Mamadou Sakho,fr FRA,DF,Crystal Palace,26,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,87935cf3
71,Jesús Navas,es ESP,MFDF,Manchester City,30,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,3f10bd22
72,David Luiz,br BRA,DF,Chelsea,29,£ 83115 (€ 95677 $104875),£ 4322000 (€ 4975201 $5453518),Unverified estimation,c0e27d1a
73,Saido Berahino,bi BDI,FW,Stoke City,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,25b166d0
74,Moussa Sissoko,fr FRA,MFFW,Tottenham,26,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,2acd49b9
75,Saido Berahino,bi BDI,FW,Stoke City,22,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,25b166d0
76,Granit Xhaka,ch SUI,MF,Arsenal,23,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,e61b8aee
77,Jack Wilshere,eng ENG,MF,Arsenal,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,9c318325
78,Per Mertesacker,de GER,DF,Arsenal,31,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5be28712
79,Eric Bailly,ci CIV,DF,Manchester Utd,22,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,a1232f4e
80,Michael Carrick,eng ENG,MF,Manchester Utd,35,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,ab7263c1
81,Manolo Gabbiadini,it ITA,FW,Southampton,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,8f866fe8
82,Érik Lamela,ar ARG,MF,Tottenham,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,abe66106
83,Moussa Sissoko,fr FRA,MFFW,Tottenham,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,2acd49b9
84,Toby Alderweireld,be BEL,DF,Tottenham,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,f7d50789
85,Loïc Rémy,fr FRA,FW,Crystal Palace,29,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5c2da10f
86,André Ayew,gh GHA,MFFW,West Ham,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5dbefa9d
87,Adam Lallana,eng ENG,MFFW,Liverpool,28,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,99813635
88,Jordan Henderson,eng ENG,MF,Liverpool,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,935e6b8f
89,Jermain Defoe,eng ENG,FW,Sunderland,33,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,f1e8372d
90,Islam Slimani,dz ALG,FW,Leicester City,28,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,ffec9769
91,Kasper Schmeichel,dk DEN,GK,Leicester City,29,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,53af52f3
92,Bacary Sagna,fr FRA,DF,Manchester City,33,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,6ef56efd
93,Fabian Delph,eng ENG,MF,Manchester City,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,111c3236
94,İlkay Gündoğan,de GER,MF,Manchester City,25,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,819b3158
95,Romelu Lukaku,be BEL,FW,Everton,23,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5eae500a
96,Gary Cahill,eng ENG,DF,Chelsea,30,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,7914b9fe
97,Daley Blind,nl NED,DF,Manchester Utd,26,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,691bef82
98,José Fonte,pt POR,DF,Southampton,32,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,90f87966
99,Christian Eriksen,dk DEN,MF,Tottenham,24,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,980522ec
100,Yannick Bolasie,cd COD,FWMF,Crystal Palace,27,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,715fc0fe
101,Danny Ings,eng ENG,,Liverpool,23,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,07802f7f
102,Georginio Wijnaldum,nl NED,MF,Liverpool,25,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,eb58eef0
103,Lazar Marković,rs SRB,,Liverpool,22,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,723ba189
104,Lucas Leiva,br BRA,MFDF,Liverpool,29,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,4c78b5ed
105,Nathaniel Clyne,eng ENG,DF,Liverpool,25,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,0442183b
106,Gabriel Jesus,br BRA,FWMF,Manchester City,19,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,b66315ae
107,Fernando Llorente,es ESP,FW,Swansea City,31,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,82dbf623
108,Andrea Ranocchia,it ITA,DF,Hull City,28,£ 73615 (€ 84741 $92888),£ 3828000 (€ 4406541 $4830186),Unverified estimation,539230cf
109,Ashley Williams,wls WAL,DF,Everton,31,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,a498e276
110,Nemanja Matić,rs SRB,MF,Chelsea,27,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,eb7822d7
111,Mathieu Debuchy,fr FRA,DF,Arsenal,31,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,92232aad
112,Chris Smalling,eng ENG,DF,Manchester Utd,26,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b6964eb6
113,Kyle Walker,eng ENG,DFMF,Tottenham,26,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,86dd77d1
114,Steve Mandanda,fr FRA,GK,Crystal Palace,31,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,1d2d5cc8
115,Andy Carroll,eng ENG,FW,West Ham,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b581987a
116,Dejan Lovren,hr CRO,DF,Liverpool,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,1a2935f6
117,Ashley Williams,wls WAL,DF,Everton,31,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,a498e276
118,Kevin Mirallas,be BEL,FWMF,Everton,28,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,aa51343f
119,Leighton Baines,eng ENG,DFMF,Everton,31,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b18095b6
120,Michy Batshuayi,be BEL,FW,Chelsea,22,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,2973d8ff
121,Nemanja Matić,rs SRB,MF,Chelsea,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,eb7822d7
122,Aleksandar Kolarov,rs SRB,DF,Manchester City,30,£ 68904 (€ 79318 $86943),£ 3583000 (€ 4124513 $4521044),Unverified estimation,eda40760
123,Mame Biram Diouf,sn SEN,MFFW,Stoke City,28,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,7f4f3e49
124,Xherdan Shaqiri,ch SUI,MF,Stoke City,24,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,6421ec64
125,Sergio Romero,ar ARG,GK,Manchester Utd,29,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,1e26e376
126,Martín Cáceres,uy URU,DF,Southampton,29,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,e94d79e3
127,Virgil van Dijk,nl NED,DF,Southampton,25,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,e06683ca
128,Victor Wanyama,ke KEN,MF,Tottenham,25,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,e0900238
129,Sofiane Feghouli,dz ALG,MFFW,West Ham,26,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,691f64f5
130,Alberto Moreno,es ESP,DF,Liverpool,24,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,11b9265b
131,Ahmed Musa,ng NGA,MFFW,Leicester City,23,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,b7084daf
132,Jan Vertonghen,be BEL,DF,Tottenham,29,£ 60308 (€ 69422 $76097),£ 3136000 (€ 3609956 $3957018),Unverified estimation,ba23a904
133,Adnan Januzaj,be BEL,,Manchester Utd,21,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,4737cebe
134,Troy Deeney,eng ENG,FW,Watford,28,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,82e34b69
135,Dušan Tadić,rs SRB,FWMF,Southampton,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,2475dcc6
136,Shane Long,ie IRL,FW,Southampton,29,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,9f472354
137,Sofiane Boufal,ma MAR,FWMF,Southampton,22,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,b0c71810
138,Danny Rose,eng ENG,DFMF,Tottenham,26,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,89d10e53
139,Eric Dier,eng ENG,DFMF,Tottenham,22,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,ac861941
140,Connor Wickham,eng ENG,FWMF,Crystal Palace,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,41cc19c2
141,Scott Dann,eng ENG,DF,Crystal Palace,29,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,52105203
142,Claudio Yacob,ar ARG,MF,West Brom,29,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,bda6ffd4
143,Salomón Rondón,ve VEN,FW,West Brom,26,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,b318a643
144,Angelo Ogbonna,it ITA,DF,West Ham,28,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,74b2cd7e
145,Winston Reid,nz NZL,DF,West Ham,28,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,562eed5c
146,Loris Karius,de GER,GK,Liverpool,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,32e7ce92
147,Fabio Borini,it ITA,FWMF,Sunderland,25,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,ef5b337e
148,Wes Morgan,jm JAM,DF,Leicester City,32,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,80c31c97
149,Gareth Barry,eng ENG,MF,Everton,35,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,7dbbe367
150,Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,22,£ 55115 (€ 65729 $66977),£ 2866000 (€ 3417890 $3482824),Unverified estimation,38c7feef
151,Ryan Bertrand,eng ENG,DF,Southampton,26,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,01226327
152,Nacer Chadli,be BEL,MFFW,West Brom,26,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,5b54bf3b
153,Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,22,£ 55115 (€ 63445 $69545),£ 2866000 (€ 3299150 $3616331),Unverified estimation,38c7feef
154,Charlie Austin,eng ENG,FW,Southampton,27,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,8d228291
155,Steven Davis,nir NIR,MF,Southampton,31,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,cf15bbb1
156,Mousa Dembélé,be BEL,MF,Tottenham,29,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,f7ee69fb
157,Andros Townsend,eng ENG,MF,Crystal Palace,25,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,b28bbd58
158,Bakary Sako,ml MLI,FWMF,Crystal Palace,28,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,381d7d54
159,Luka Milivojević,rs SRB,MF,Crystal Palace,25,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,2ce2508a
160,Patrick van Aanholt,nl NED,DFMF,Crystal Palace,25,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,5f09991f
161,Nacer Chadli,be BEL,MFFW,West Brom,26,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,5b54bf3b
162,Simon Mignolet,be BEL,GK,Liverpool,28,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,d436eb94
163,Oumar Niasse,sn SEN,FW,Hull City,26,£ 55000 (€ 63312 $69399),£ 2860000 (€ 3292243 $3608760),Unverified estimation,af721f98
164,Darren Fletcher,sct SCO,MF,West Brom,32,£ 52000 (€ 59859 $65614),£ 2704000 (€ 3112666 $3411919),Unverified estimation,184e4970
165,Tom Cleverley,eng ENG,MF,Watford,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,6cdd8245
166,Phil Jagielka,eng ENG,DF,Everton,33,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,3233eefd
167,Nacho Monreal,es ESP,DF,Arsenal,30,£ 51673 (€ 59483 $65201),£ 2687000 (€ 3093097 $3390468),Unverified estimation,d4cb83cc
168,Giannelli Imbula,cd COD,MF,Stoke City,23,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,b86fe156
169,Joe Allen,wls WAL,MF,Stoke City,26,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,9feb8f24
170,Marko Arnautović,at AUT,MFFW,Stoke City,27,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,00459419
171,Francis Coquelin,fr FRA,MF,Arsenal,25,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,a6951bf8
172,Gabriel Paulista,br BRA,DF,Arsenal,25,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,b7ca5c51
173,Phil Jones,eng ENG,DF,Manchester Utd,24,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,def899bd
174,Mauro Zárate,ar ARG,FWMF,Watford,29,£ 50000 (€ 57557 $63090),£ 2600000 (€ 2992948 $3280691),Unverified estimation,cc18ff4c
