Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
59,Sadio Mané,sn SEN,FWMF,Liverpool,25,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,c691bfe2
60,Jamie Vardy,eng ENG,FW,Leicester City,30,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,45963054
61,Riyad Mahrez,dz ALG,MF,Leicester City,26,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,892d5bb1
62,Antonio Rüdiger,de GER,DF,Chelsea,24,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,18b896d6
63,Danny Drinkwater,eng ENG,MF,Chelsea,27,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,2649ff32
64,Ross Barkley,eng ENG,MF,Chelsea,23,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,3a24769f
65,Thibaut Courtois,be BEL,GK,Chelsea,25,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,1840e36d
66,Eliaquim Mangala,fr FRA,DF,Everton,26,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,f520049f
67,Bernardo Silva,pt POR,FW,Manchester City,22,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,3eb22ec9
68,John Stones,eng ENG,DF,Manchester City,23,£ 100000 (€ 115113 $126180),£ 5200000 (€ 5985896 $6561382),Unverified estimation,5eecec3d
69,Pedro,es ESP,MFFW,Chelsea,30,£ 99096 (€ 114073 $125040),£ 5153000 (€ 5931793 $6502077),Unverified estimation,3ca7254a
70,Leroy Sané,de GER,FWMF,Manchester City,21,£ 95000 (€ 109358 $119871),£ 4940000 (€ 5686601 $6233313),Unverified estimation,2b114be3
71,Jack Wilshere,eng ENG,MF,Arsenal,25,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,9c318325
72,Laurent Koscielny,fr FRA,DF,Arsenal,31,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,f5efb153
73,Per Mertesacker,de GER,DF,Arsenal,32,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,5be28712
74,Shkodran Mustafi,de GER,DF,Arsenal,25,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,3f2d59fe
75,Marouane Fellaini,be BEL,MF,Manchester Utd,29,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,87575fd9
76,Fraser Forster,eng ENG,GK,Southampton,29,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,c3e39f12
77,Andy Carroll,eng ENG,FW,West Ham,28,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,b581987a
78,César Azpilicueta,es ESP,DF,Chelsea,27,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,53cad200
79,Wilfried Bony,ci CIV,FW,Swansea City,28,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,61abe9b6
80,Benjamin Mendy,fr FRA,DFMF,Manchester City,23,£ 90000 (€ 103602 $113562),£ 4680000 (€ 5387307 $5905244),Unverified estimation,5271c8f1
81,Jan Vertonghen,be BEL,DF,Tottenham,30,£ 89154 (€ 102628 $112495),£ 4636000 (€ 5336657 $5849724),Unverified estimation,ba23a904
82,João Mário,pt POR,MF,West Ham,24,£ 85635 (€ 98577 $108054),£ 4453000 (€ 5125999 $5618814),Unverified estimation,f0021247
83,Yohan Cabaye,fr FRA,MF,Crystal Palace,31,£ 85500 (€ 98422 $107884),£ 4446000 (€ 5117941 $5609981),Unverified estimation,ad7b19ef
84,Gerard Deulofeu,es ESP,MFFW,Watford,23,£ 85423 (€ 98333 $107787),£ 4442000 (€ 5113337 $5604934),Unverified estimation,39583cfd
85,Antonio Valencia,ec ECU,DFMF,Manchester Utd,31,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,08aa17d0
86,Son Heung-min,kr KOR,MFFW,Tottenham,25,£ 85000 (€ 97846 $107253),£ 4420000 (€ 5088012 $5577175),Unverified estimation,92e7e919
87,Grzegorz Krychowiak,pl POL,MF,West Brom,27,£ 82019 (€ 94415 $103492),£ 4265000 (€ 4909586 $5381595),Unverified estimation,580d52dd
88,Saido Berahino,bi BDI,FW,Stoke City,23,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,25b166d0
89,Granit Xhaka,ch SUI,MF,Arsenal,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,e61b8aee
90,Eric Bailly,ci CIV,DF,Manchester Utd,23,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,a1232f4e
91,Michael Carrick,eng ENG,MF,Manchester Utd,36,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,ab7263c1
92,Manolo Gabbiadini,it ITA,FW,Southampton,25,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,8f866fe8
93,Érik Lamela,ar ARG,MF,Tottenham,25,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,abe66106
94,Moussa Sissoko,fr FRA,MF,Tottenham,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,2acd49b9
95,Serge Aurier,ci CIV,DFMF,Tottenham,24,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5c2b4f07
96,André Ayew,gh GHA,MFFW,West Ham,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,5dbefa9d
97,Adrien Silva,pt POR,MF,Leicester City,28,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,d6f88a1d
98,Islam Slimani,dz ALG,FW,Leicester City,29,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,ffec9769
99,Kasper Schmeichel,dk DEN,GK,Leicester City,30,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,53af52f3
100,Andreas Christensen,dk DEN,DF,Chelsea,21,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,1cb49278
101,Gary Cahill,eng ENG,DF,Chelsea,31,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,7914b9fe
102,Danilo,br BRA,DF,Manchester City,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,94b2001f
103,Fabian Delph,eng ENG,DF,Manchester City,27,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,111c3236
104,İlkay Gündoğan,de GER,MF,Manchester City,26,£ 80000 (€ 92091 $100944),£ 4160000 (€ 4788717 $5249105),Unverified estimation,819b3158
105,Daley Blind,nl NED,DFMF,Manchester Utd,27,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,691bef82
106,Jesse Lingard,eng ENG,MFFW,Manchester Utd,24,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,810e3c74
107,Victor Lindelöf,se SWE,DF,Manchester Utd,23,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,f5deef4c
108,Christian Eriksen,dk DEN,MF,Tottenham,25,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,980522ec
109,Fernando Llorente,es ESP,FW,Tottenham,32,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,82dbf623
110,Lucas Moura,br BRA,MF,Tottenham,24,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,2b622f01
111,Pablo Zabaleta,ar ARG,MFDF,West Ham,32,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,6813ac34
112,Danny Ings,eng ENG,FW,Liverpool,25,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,07802f7f
113,Georginio Wijnaldum,nl NED,MF,Liverpool,26,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,eb58eef0
114,Nathaniel Clyne,eng ENG,DF,Liverpool,26,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,0442183b
115,Victor Moses,ng NGA,MF,Chelsea,26,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,e726e11e
116,Yannick Bolasie,cd COD,MFFW,Everton,28,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,715fc0fe
117,Gabriel Jesus,br BRA,FW,Manchester City,20,£ 75000 (€ 86335 $94635),£ 3900000 (€ 4489422 $4921036),Unverified estimation,b66315ae
118,Kevin Wimmer,at AUT,DF,Stoke City,24,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,faf55ce4
119,Alex Iwobi,ng NGA,MFFW,Arsenal,21,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,6ca5ec4b
120,Nacho Monreal,es ESP,DF,Arsenal,31,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,d4cb83cc
121,Chris Smalling,eng ENG,DF,Manchester Utd,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b6964eb6
122,Sergio Romero,ar ARG,GK,Manchester Utd,30,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,1e26e376
123,Andre Gray,jm JAM,FW,Watford,26,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,c24dba2a
124,Charlie Austin,eng ENG,FW,Southampton,28,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,8d228291
125,Asmir Begović,ba BIH,GK,Bournemouth,30,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,7b4de647
126,Angelo Ogbonna,it ITA,DF,West Ham,29,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,74b2cd7e
127,Michail Antonio,jm JAM,MFFW,West Ham,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,ac05f970
128,Winston Reid,nz NZL,DF,West Ham,29,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,562eed5c
129,Davide Zappacosta,it ITA,MF,Chelsea,25,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,7fe90ccd
130,Ashley Williams,wls WAL,DF,Everton,32,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,a498e276
131,Davy Klaassen,nl NED,MF,Everton,24,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,15fd5593
132,Idrissa Gueye,sn SEN,MF,Everton,27,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,72c812f3
133,Leighton Baines,eng ENG,DFMF,Everton,32,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,b18095b6
134,Séamus Coleman,ie IRL,DF,Everton,28,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,0420d84f
135,Aymeric Laporte,es ESP,DF,Manchester City,23,£ 70000 (€ 80579 $88326),£ 3640000 (€ 4190127 $4592967),Unverified estimation,119b9a8e
136,Mame Biram Diouf,sn SEN,MFFW,Stoke City,29,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,7f4f3e49
137,Xherdan Shaqiri,ch SUI,MFFW,Stoke City,25,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,6421ec64
138,Troy Deeney,eng ENG,FW,Watford,29,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,82e34b69
139,Mario Lemina,ga GAB,MF,Southampton,23,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,2b471f99
140,Oriol Romeu,es ESP,MF,Southampton,25,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,4b511457
141,Sofiane Boufal,ma MAR,MF,Southampton,23,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,b0c71810
142,Davinson Sánchez,co COL,DF,Tottenham,21,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,da7b447d
143,Victor Wanyama,ke KEN,MF,Tottenham,26,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,e0900238
144,Jermain Defoe,eng ENG,FW,Bournemouth,34,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,f1e8372d
145,Jonny Evans,nir NIR,DF,West Brom,29,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,f8fcd2a5
146,Alberto Moreno,es ESP,DF,Liverpool,25,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,11b9265b
147,Ederson Moraes,br BRA,GK,Manchester City,23,£ 65000 (€ 74824 $82017),£ 3380000 (€ 3890833 $4264898),Unverified estimation,3bb7b8b4
148,Bruno Martins Indi,nl NED,DF,Stoke City,25,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,7bc34048
149,Dušan Tadić,rs SRB,MF,Southampton,28,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,2475dcc6
150,Guido Carrillo,ar ARG,FW,Southampton,26,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,8f898ba8
151,Nathan Redmond,eng ENG,MF,Southampton,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,ab651565
152,Ryan Bertrand,eng ENG,DFMF,Southampton,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,01226327
153,Shane Long,ie IRL,FW,Southampton,30,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,9f472354
154,Steven Davis,nir NIR,MF,Southampton,32,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,cf15bbb1
155,Wesley Hoedt,nl NED,DF,Southampton,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,875898c7
156,Ben Davies,wls WAL,DFMF,Tottenham,24,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,44781702
157,Danny Rose,eng ENG,DFMF,Tottenham,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,89d10e53
158,Eric Dier,eng ENG,MFDF,Tottenham,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,ac861941
159,Connor Wickham,eng ENG,,Crystal Palace,24,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,41cc19c2
160,Scott Dann,eng ENG,DF,Crystal Palace,30,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,52105203
161,Ben Foster,eng ENG,GK,West Brom,34,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,d0b3ceb9
162,Claudio Yacob,ar ARG,MF,West Brom,30,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,bda6ffd4
163,Gareth Barry,eng ENG,MF,West Brom,36,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,7dbbe367
164,Kieran Gibbs,eng ENG,DFMF,West Brom,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,46ee5234
165,Nacer Chadli,be BEL,MFFW,West Brom,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,5b54bf3b
166,Salomón Rondón,ve VEN,FW,West Brom,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,b318a643
167,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,8d3c902d
168,Joël Matip,cm CMR,DF,Liverpool,25,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,b217ef29
169,Loris Karius,de GER,GK,Liverpool,24,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,32e7ce92
170,Kelechi Iheanacho,ng NGA,MFFW,Leicester City,20,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,c92e1a31
171,Wes Morgan,jm JAM,DF,Leicester City,33,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,80c31c97
172,Cenk Tosun,tr TUR,FW,Everton,26,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,9a104dee
173,Jordan Pickford,eng ENG,GK,Everton,23,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,4806ec67
174,Michael Keane,eng ENG,DF,Everton,24,£ 60000 (€ 69068 $75708),£ 3120000 (€ 3591538 $3936829),Unverified estimation,c5b7c315
175,André Carrillo,pe PER,MFFW,Watford,26,£ 59481 (€ 68470 $75053),£ 3093000 (€ 3560457 $3902760),Unverified estimation,7527558b
