Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
192,Ben Davies,wls WAL,DF,Tottenham,27,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,44781702
193,Danny Rose,eng ENG,LB,Tottenham,30,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,89d10e53
194,Eric Dier,eng ENG,DF,Tottenham,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,ac861941
195,Connor Wickham,eng ENG,FWMF,Crystal Palace,27,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,41cc19c2
196,Scott Dann,eng ENG,DF,Crystal Palace,33,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,52105203
197,Ben Davies,eng ENG,DF,Liverpool,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,c9009a1f
198,Kostas Tsimikas,gr GRE,DF,Liverpool,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,f315ca93
199,Daniel Podence,pt POR,MFFW,Wolves,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,7fcc71d8
200,Kelechi Iheanacho,ng NGA,FW,Leicester City,23,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,c92e1a31
201,Wes Morgan,jm JAM,DF,Leicester City,36,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,80c31c97
202,Cenk Tosun,tr TUR,FWMF,Everton,29,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,9a104dee
203,Aleksandar Mitrović,rs SRB,FW,Fulham,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,3925dbd6
204,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,e97fd090
205,Adrián,es ESP,GK,Liverpool,33,£ 58077 (€ 69260 $70576),£ 3020000 (€ 3601545 $3669968),,f76e6b4e
206,Rodrigo,es ESP,MF,Leeds United,29,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664),,1fb1c435
207,Emil Krafth,se SWE,DF,Newcastle,25,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664),,77cf6852
208,Tammy Abraham,eng ENG,FW,Chelsea,22,£ 57692 (€ 68802 $70109),£ 3000000 (€ 3577694 $3645664),,f586779e
209,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,£ 55962 (€ 66738 $68006),£ 2910000 (€ 3470363 $3536294),,3312f911
210,Ibrahima Diallo,fr FRA,MF,Southampton,21,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,11ff3d56
211,Moussa Djenepo,ml MLI,MF,Southampton,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,254147d4
212,Andros Townsend,eng ENG,MFFW,Crystal Palace,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,b28bbd58
213,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,7a1f2c08
214,James McArthur,sct SCO,MF,Crystal Palace,32,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,cee31595
215,Luka Milivojević,rs SRB,MF,Crystal Palace,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,2ce2508a
216,Nathaniel Clyne,eng ENG,DF,Crystal Palace,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,0442183b
217,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,5f09991f
218,Kieran Gibbs,eng ENG,DFMF,West Brom,30,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,46ee5234
219,Björn Engels,be BEL,DF,Aston Villa,25,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,4fdf1fd9
220,Conor Coady,eng ENG,DF,Wolves,27,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,2928dca2
221,Ben Mee,eng ENG,DF,Burnley,30,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,8df7a2fb
222,Demarai Gray,jm JAM,FWMF,Leicester City,24,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,4468ec10
223,Nampalys Mendy,sn SEN,MF,Leicester City,28,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,1598599e
224,Danny Welbeck,eng ENG,FW,Brighton,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,ce5143da
225,Alphonse Areola,fr FRA,GK,Fulham,27,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,2f965a72
226,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,£ 53462 (€ 63756 $64968),£ 2780000 (€ 3315330 $3378315),,50e6dc35
227,Sergio Reguilón,es ESP,DFMF,Tottenham,23,£ 53000 (€ 63206 $64407),£ 2756000 (€ 3286708 $3349150),,3353737a
228,Sander Berge,no NOR,MF,Sheffield United,22,£ 52500 (€ 62610 $63799),£ 2730000 (€ 3255702 $3317554),Unverified estimation,d0b6129f
229,Trézéguet,eg EGY,MFFW,Aston Villa,25,£ 52500 (€ 62610 $63799),£ 2730000 (€ 3255702 $3317554),,3ae14ed1
230,Joachim Andersen,dk DEN,DF,Fulham,24,£ 52000 (€ 62013 $63192),£ 2704000 (€ 3224695 $3285958),,e34fc66d
231,Dani Ceballos,es ESP,MF,Arsenal,23,£ 51923 (€ 61922 $63098),£ 2700000 (€ 3219925 $3281097),,c0617e2b
232,Ben White,eng ENG,DFMF,Brighton,22,£ 51000 (€ 60821 $61976),£ 2652000 (€ 3162682 $3222767),,35e413f1
233,Kenny Tete,nl NED,DFMF,Fulham,24,£ 51000 (€ 60821 $61976),£ 2652000 (€ 3162682 $3222767),,77d7c96f
234,Gedson Fernandes,pt POR,MF,Tottenham,21,£ 50769 (€ 60546 $61696),£ 2640000 (€ 3148371 $3208184),,e2dde94c
235,Calum Chambers,eng ENG,DF,Arsenal,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,dc6f5bdd
236,Gabriel Magalhães,br BRA,DF,Arsenal,22,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,67ac5bb8
237,Mohamed Elneny,eg EGY,MF,Arsenal,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,47a34c4f
238,Axel Tuanzebe,cd COD,DF,Manchester Utd,22,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,2baec6ce
239,Phil Jagielka,eng ENG,DF,Sheffield United,37,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,3233eefd
240,Rhian Brewster,eng ENG,FW,Sheffield United,20,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,30e81a88
241,Alex McCarthy,eng ENG,GK,Southampton,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,36c2ca73
242,Stuart Armstrong,sct SCO,MF,Southampton,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,97333cf5
243,Harry Winks,eng ENG,MF,Tottenham,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,2f7acede
244,James McCarthy,ie IRL,MF,Crystal Palace,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,64b08de7
245,James Tomkins,eng ENG,DF,Crystal Palace,31,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,e7ca0439
246,Aaron Cresswell,eng ENG,DF,West Ham,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,4f974391
247,Mark Noble,eng ENG,MF,West Ham,33,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,ff527768
248,Andy Robertson,sct SCO,DF,Liverpool,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,2e4f5f03
249,Pedro Neto,pt POR,MFFW,Wolves,20,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,7ba2eaa9
250,Rúben Neves,pt POR,MF,Wolves,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,44bfb6c5
251,Willy Boly,ci CIV,DF,Wolves,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,a4ac4b8f
252,Chris Wood,nz NZL,FW,Burnley,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,4e9a0555
253,James Tarkowski,eng ENG,DF,Burnley,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,15ea812b
254,Christian Fuchs,at AUT,DF,Leicester City,34,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,a67a09fb
255,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,08452314
256,Neal Maupay,fr FRA,FWMF,Brighton,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,4bcf39f6
257,Pascal Groß,de GER,MF,Brighton,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,8aec0537
258,Alex Iwobi,ng NGA,MFFW,Everton,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),,6ca5ec4b
259,Zack Steffen,us USA,GK,Manchester City,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,42130443
260,Willian José,br BRA,FW,Wolves,28,£ 49808 (€ 59399 $60527),£ 2590000 (€ 3088743 $3147423),Unverified estimation,d87e2cae
261,Ademola Lookman,ng NGA,MFFW,Fulham,22,£ 49500 (€ 59032 $60153),£ 2574000 (€ 3069662 $3127979),,7c104bb7
262,Morgan Sanson,fr FRA,MF,Aston Villa,25,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053),,6e7f1353
263,Erik Pieters,nl NED,DFMF,Burnley,31,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053),,1ef37668
264,Jack Stephens,eng ENG,DF,Southampton,26,£ 47885 (€ 57106 $58190),£ 2490000 (€ 2969486 $3025901),,6adbc307
265,Emiliano Martínez,ar ARG,GK,Aston Villa,27,£ 47500 (€ 56647 $57723),£ 2470000 (€ 2945635 $3001596),,7956236f
266,Robin Koch,de GER,DFMF,Leeds United,24,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531),,ea6bc03a
267,Callum Wilson,eng ENG,FW,Newcastle,28,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531),,c596fcb0
268,Ferran Torres,es ESP,FWMF,Manchester City,20,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531),,9e1035f8
269,Jake Livermore,eng ENG,MF,West Brom,30,£ 46000 (€ 54858 $55900),£ 2392000 (€ 2852615 $2906809),,b98570d1
270,Eddie Nketiah,eng ENG,FW,Arsenal,21,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,a53649b7
271,Daniel James,wls WAL,MF,Manchester Utd,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,c931d9f9
272,James Ward-Prowse,eng ENG,MF,Southampton,25,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,3515d404
273,Joe Hart,eng ENG,GK,Tottenham,33,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,cb4f24c6
274,Jack Butland,eng ENG,GK,Crystal Palace,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,cc70a1d5
275,Divock Origi,be BEL,FW,Liverpool,25,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,43a166b4
276,Keinan Davis,eng ENG,FW,Aston Villa,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,9deaf2c8
277,Ayoze Pérez,es ESP,MFFW,Leicester City,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,819aa8e7
278,Çağlar Söyüncü,tr TUR,DF,Leicester City,24,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,21166ff4
279,Marc Albrighton,eng ENG,MF,Leicester City,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,b827d5b3
280,Matt Ritchie,sct SCO,DFMF,Newcastle,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,71ef519e
281,Davy Pröpper,nl NED,MF,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,fdd85f94
282,José Izquierdo,co COL,FWMF,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,ca2bc3df
283,Lewis Dunk,eng ENG,DF,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,282f75f3
284,Joshua King,no NOR,FWMF,Everton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,43458538
285,Fabricio,es ESP,GK,Fulham,32,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,af245161
286,Billy Gilmour,sct SCO,MF,Chelsea,19,£ 43269 (€ 51601 $52581),£ 2249988 (€ 2683256 $2734233),,df10e27c
287,Adama Traoré,es ESP,FWMF,Wolves,24,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095),,9a28eba4
288,Federico Fernández,ar ARG,DF,Newcastle,31,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095),,f25b010f
289,Callum Robinson,ie IRL,FWMF,West Brom,25,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639),Unverified estimation,e75750a3
290,Craig Dawson,eng ENG,DF,West Ham,30,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639),,3e9e06cb
291,Leandro Trossard,be BEL,MFFW,Brighton,25,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639),,38ceb24a
292,Miguel Almirón,py PAR,MFFW,Newcastle,26,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487),,862a1c15
293,Tom Heaton,eng ENG,GK,Aston Villa,34,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182),,a6de6361
294,Japhet Tanganga,eng ENG,DF,Tottenham,21,£ 41538 (€ 49537 $50478),£ 2160000 (€ 2575940 $2624878),,e9971f2d
295,Raúl Jiménez,mx MEX,FW,Wolves,29,£ 41154 (€ 49079 $50011),£ 2140000 (€ 2552088 $2600573),,b561db50
296,Tosin Adarabioyo,eng ENG,DF,Fulham,22,£ 40500 (€ 48299 $49216),£ 2106000 (€ 2511541 $2559256),,c81d773d
297,Ki-Jana Hoever,nl NED,MFDF,Wolves,18,£ 40385 (€ 48161 $49076),£ 2100000 (€ 2504386 $2551965),,9a71e978
298,William Saliba,fr FRA,CB,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,972aeb2a
299,Mason Greenwood,eng ENG,MFFW,Manchester Utd,18,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,58eee997
300,Wayne Hennessey,wls WAL,GK,Crystal Palace,33,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,76eca7e2
301,Robert Snodgrass,sct SCO,MF,West Brom,32,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,9f4647e9
302,Arthur Masuaku,cd COD,MFDF,West Ham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,57df7a11
303,Fabián Balbuena,py PAR,DF,West Ham,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,3626f7d9
304,Ryan Fredericks,eng ENG,DFMF,West Ham,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,c067631c
305,Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,cd1acf9d
306,Frederic Guilbert,fr FRA,DFMF,Aston Villa,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,5d8d7454
307,Henri Lansbury,eng ENG,CM,Aston Villa,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,fe8e6fa1
308,Ashley Barnes,eng ENG,FW,Burnley,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,2691c772
309,Josh Brownhill,eng ENG,MF,Burnley,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,47369df8
310,Dwight Gayle,eng ENG,FW,Newcastle,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,e58a03c6
311,Dwight Gayle,eng ENG,FW,Newcastle,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,e58a03c6
312,Fabian Schär,ch SUI,DF,Newcastle,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,c8aa95da
313,Jamaal Lascelles,eng ENG,DF,Newcastle,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,450ab6fc
314,Charly Musonda Jr.,be BEL,AM,Chelsea,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,62a0089e
315,Kurt Zouma,fr FRA,DF,Chelsea,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,ce4246f5
316,Florin Andone,ro ROU,FW,Brighton,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,dc008610
317,Mario Lemina,ga GAB,MF,Fulham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,2b471f99
318,Tom Cairney,sct SCO,MF,Fulham,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,a8748947
319,Joël Veltman,nl NED,DFMF,Brighton,28,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442),,dad4b285
320,Jack Cork,eng ENG,MF,Burnley,31,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),,74e12f1e
321,Martin Dúbravka,sk SVK,GK,Newcastle,31,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),,3a949a25
322,Philippe Sandler,nl NED,CB,Manchester City,23,£ 38000 (€ 45317 $46178),£ 1976000 (€ 2356508 $2401277),,60740e70
323,Joe Rodon,wls WAL,DF,Tottenham,22,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),Unverified estimation,8d62d31a
324,Grady Diangana,cd COD,MF,West Brom,22,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),Unverified estimation,f522d7ec
325,Darren Randolph,ie IRL,GK,West Ham,33,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),,6385ebfb
326,Dale Stephens,eng ENG,MF,Burnley,31,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),,653ee42d
327,Bobby De Cordova-Reid,jm JAM,MFFW,Fulham,27,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),,0f7533cd
328,Ivan Cavaleiro,pt POR,FWMF,Fulham,26,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),,979b811d
329,Jonny Castro,es ESP,MF,Wolves,26,£ 36673 (€ 43735 $44566),£ 1907000 (€ 2274221 $2317427),,e28868f3
330,Ashley Westwood,eng ENG,MF,Burnley,30,£ 36000 (€ 42932 $43748),£ 1872000 (€ 2232481 $2274894),,495945ef
331,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,e3a5814e
332,Mathew Ryan,au AUS,GK,Arsenal,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,4535e4bb
333,Joel Ward,eng ENG,DF,Crystal Palace,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,8a7ff278
334,Patrick Bamford,eng ENG,FW,Leeds United,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,93feac6e
335,Vladimír Coufal,cz CZE,DFMF,West Ham,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,fdf3cb77
336,Matt Targett,eng ENG,DF,Aston Villa,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,e514ab62
337,Wesley Moraes,br BRA,FW,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,bfae110f
338,Wesley Moraes,br BRA,FW,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,bfae110f
339,Fernando Marçal,br BRA,DFMF,Wolves,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,9ae9eaea
340,Jay Rodriguez,eng ENG,FWMF,Burnley,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,4ab53cdb
341,Matěj Vydra,cz CZE,FW,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,0d4ceb32
342,Nick Pope,eng ENG,GK,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,4b40d9ca
343,Robbie Brady,ie IRL,MF,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,96bb8cc2
344,Ciaran Clark,ie IRL,DF,Newcastle,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,2b91cf8e
345,Henri Saivet,sn SEN,AM,Newcastle,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,f3709655
346,Javier Manquillo,es ESP,DF,Newcastle,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,758dd7f0
347,Jeff Hendrick,ie IRL,MF,Newcastle,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,989d5705
348,Paul Dummett,wls WAL,DF,Newcastle,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,3fe6bd8c
349,Ryan Fraser,sct SCO,FWMF,Newcastle,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,d56543a0
350,Willy Caballero,ar ARG,GK,Chelsea,38,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,a179d516
351,Adam Webster,eng ENG,DF,Brighton,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,c40b6180
352,Tariq Lamptey,gh GHA,MF,Brighton,19,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,f4e433d4
353,Youri Tielemans,be BEL,MF,Leicester City,23,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180),,56f7a928
354,Douglas Luiz,br BRA,MF,Aston Villa,22,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876),,6f7d826d
355,Jordan Ayew,gh GHA,FWMF,Crystal Palace,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,da052c14
356,Hélder Costa,ao ANG,MF,Leeds United,26,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,f13d02a6
357,Sam Johnstone,eng ENG,GK,West Brom,27,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,9e5708be
358,Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,de5b5570
359,John Ruddy,eng ENG,GK,Wolves,33,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,da8b19e2
360,Kiko Casilla,es ESP,GK,Leeds United,33,£ 32115 (€ 38300 $39027),£ 1670000 (€ 1991583 $2029419),,58bc7d18
361,Neil Taylor,wls WAL,DFMF,Aston Villa,31,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267),,c2f9d19f
362,Jamal Lewis,nir NIR,DF,Newcastle,22,£ 31500 (€ 37566 $38279),£ 1638000 (€ 1953421 $1990532),Unverified estimation,efb9215a
363,Anwar El Ghazi,nl NED,MFFW,Aston Villa,25,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506),,ffa90327
364,Alexis Mac Allister,ar ARG,MFFW,Brighton,21,£ 30769 (€ 36694 $37391),£ 1600000 (€ 1908104 $1944354),,83d074ff
365,Bukayo Saka,eng ENG,MF,Arsenal,18,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,bc7dc64d
366,Lee Grant,eng ENG,GK,Manchester Utd,37,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,9dab6e3b
367,Jack Robinson,eng ENG,DF,Sheffield United,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,7399c7a8
368,Oliver Burke,sct SCO,FW,Sheffield United,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,f631c17f
369,Ché Adams,sct SCO,FW,Southampton,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,f2bf1b0f
370,Eberechi Eze,eng ENG,MF,Crystal Palace,22,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,ae4fc6a4
371,Hal Robson-Kanu,wls WAL,FW,West Brom,31,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,fb2dec57
372,Conor Hourihane,ie IRL,MF,Aston Villa,29,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,fcab00a0
373,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,f72293fc
374,James Justin,eng ENG,DFMF,Leicester City,22,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,fb614c44
375,Christian Atsu,gh GHA,LW,Newcastle,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,8816329f
376,DeAndre Yedlin,us USA,DF,Newcastle,27,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,ae0a7ddf
377,Solly March,eng ENG,MF,Brighton,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,bb5fbd2b
378,Muhamed Bešić,ba BIH,DM,Everton,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,7ca9f0f0
379,Joe Bryan,eng ENG,MFDF,Fulham,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,af69e7f0
380,Josh Onomah,eng ENG,MF,Fulham,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,6612cd8c
381,Okay Yokuşlu,tr TUR,MF,West Brom,26,£ 29615 (€ 35318 $35989),£ 1540000 (€ 1836550 $1871441),Unverified estimation,e49ce451
382,Amad Diallo,ci CIV,MF,Manchester Utd,18,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832),Unverified estimation,9dc96f10
