Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
19,Bruno Fernandes,pt POR,MF,Manchester Utd,28,£ 240000 (€ 284085 $305289),£ 12480000 (€ 14772405 $15875040),,507c7bdf
20,Phil Foden,eng ENG,MF,Manchester City,23,£ 225000 (€ 266329 $286209),£ 11700000 (€ 13849130 $14882850),,ed1e53f3
21,Virgil van Dijk,nl NED,DF,Liverpool,32,£ 220000 (€ 260411 $279848),£ 11440000 (€ 13541371 $14552120),,e06683ca
22,Rodri,es ESP,MFDF,Manchester City,27,£ 220000 (€ 260411 $279848),£ 11440000 (€ 13541371 $14552120),,6434f10d
23,Thomas Partey,gh GHA,MFDF,Arsenal,30,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),,529f49ab
24,Antony,br BRA,MF,Manchester Utd,23,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),,99127249
25,Thiago Alcántara,es ESP,MF,Liverpool,32,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),,77e84962
26,Ben Chilwell,eng ENG,MFDF,Chelsea,26,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),,d2424d1b
27,Wesley Fofana,fr FRA,CB,Chelsea,23,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),,132a82f1
28,Joško Gvardiol,hr CRO,DF,Manchester City,21,£ 200000 (€ 236737 $254408),£ 10400000 (€ 12310338 $13229200),Unverified estimation,5ad50391
29,Bukayo Saka,eng ENG,FW,Arsenal,21,£ 195000 (€ 230819 $248048),£ 10140000 (€ 12002579 $12898470),,bc7dc64d
30,Christopher Nkunku,fr FRA,MFFW,Chelsea,25,£ 195000 (€ 230819 $248048),£ 10140000 (€ 12002579 $12898470),Unverified estimation,7c56da38
31,William Saliba,fr FRA,DF,Arsenal,22,£ 190000 (€ 224900 $241687),£ 9880000 (€ 11694821 $12567740),,972aeb2a
32,Harry Maguire,eng ENG,DF,Manchester Utd,30,£ 190000 (€ 224900 $241687),£ 9880000 (€ 11694821 $12567740),,d8931174
33,Son Heung-min,kr KOR,FWMF,Tottenham,31,£ 190000 (€ 224900 $241687),£ 9880000 (€ 11694821 $12567740),,92e7e919
34,Gabriel Martinelli,br BRA,FW,Arsenal,22,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,48a5a5d6
35,Ivan Perišić,hr CRO,FWMF,Tottenham,34,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,6fe90922
36,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,cd1acf9d
37,Enzo Fernández,ar ARG,MF,Chelsea,22,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,5ff4ab71
38,Manuel Akanji,ch SUI,DFMF,Manchester City,28,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,89ac64a6
39,Rúben Dias,pt POR,DFMF,Manchester City,26,£ 180000 (€ 213064 $228967),£ 9360000 (€ 11079304 $11906280),,31c69ef1
40,Marc Cucurella,es ESP,DF,Chelsea,25,£ 175000 (€ 207145 $222607),£ 9100000 (€ 10771545 $11575550),,1daec722
41,Kyle Walker,eng ENG,DFMF,Manchester City,33,£ 175000 (€ 207145 $222607),£ 9100000 (€ 10771545 $11575550),Unverified estimation,86dd77d1
42,James Maddison,eng ENG,MF,Tottenham,26,£ 170000 (€ 201227 $216247),£ 8840000 (€ 10463787 $11244820),,ee38d9c5
43,Cristian Romero,ar ARG,DF,Tottenham,25,£ 165000 (€ 195308 $209886),£ 8580000 (€ 10156028 $10914090),,a3d94a58
44,Timo Werner,de GER,MFFW,Tottenham,27,£ 165000 (€ 195308 $209886),£ 8580000 (€ 10156028 $10914090),Unverified estimation,49fe9070
45,Bruno Guimarães,br BRA,MF,Newcastle,25,£ 160000 (€ 189390 $203526),£ 8320000 (€ 9848270 $10583360),,82518f62
46,Ansu Fati,es ESP,MFFW,Brighton,20,£ 160000 (€ 189390 $203526),£ 8320000 (€ 9848270 $10583360),Unverified estimation,0ba976e4
47,Nathan Aké,nl NED,DF,Manchester City,28,£ 160000 (€ 189390 $203526),£ 8320000 (€ 9848270 $10583360),,eaeca114
48,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,51cf8561
49,Christian Eriksen,dk DEN,MF,Manchester Utd,31,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,980522ec
50,Luke Shaw,eng ENG,DF,Manchester Utd,28,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,9c94165b
51,Kalvin Phillips,eng ENG,MF,West Ham,27,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),Unverified estimation,4f565d77
52,Lucas Paquetá,br BRA,MF,West Ham,25,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,9b6f7fd5
53,Alexis Mac Allister,ar ARG,MF,Liverpool,24,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),Unverified estimation,83d074ff
54,Alisson,br BRA,GK,Liverpool,30,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,7a2e46a8
55,Ryan Gravenberch,nl NED,MF,Liverpool,21,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),Unverified estimation,b8e740fb
56,Boubacar Kamara,fr FRA,MF,Aston Villa,23,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,cc77354e
57,Clément Lenglet,fr FRA,DF,Aston Villa,28,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),Unverified estimation,4f28a6ff
58,Youri Tielemans,be BEL,MFFW,Aston Villa,26,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,56f7a928
59,Moisés Caicedo,ec ECU,MF,Chelsea,21,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),,16264a81
60,Mateo Kovačić,hr CRO,MF,Manchester City,29,£ 150000 (€ 177553 $190806),£ 7800000 (€ 9232753 $9921900),Unverified estimation,79c0821a
61,Darwin Núñez,uy URU,FW,Liverpool,24,£ 140000 (€ 165716 $178085),£ 7280000 (€ 8617236 $9260440),,4d77b365
62,Diogo Jota,pt POR,FW,Liverpool,26,£ 140000 (€ 165716 $178085),£ 7280000 (€ 8617236 $9260440),,178ae8f8
63,Moussa Diaby,fr FRA,MFFW,Aston Villa,24,£ 130000 (€ 153879 $165365),£ 6760000 (€ 8001719 $8598980),Unverified estimation,aeed5c06
64,Ollie Watkins,eng ENG,FW,Aston Villa,27,£ 130000 (€ 153879 $165365),£ 6760000 (€ 8001719 $8598980),Unverified estimation,aed3a70f
65,Abdoulaye Doucouré,ml MLI,MF,Everton,30,£ 130000 (€ 153879 $165365),£ 6760000 (€ 8001719 $8598980),,02b29014
66,Bernd Leno,de GER,GK,Fulham,31,£ 130000 (€ 153879 $165365),£ 6760000 (€ 8001719 $8598980),,2628fd2b
67,Matheus Nunes,pt POR,MFFW,Manchester City,24,£ 130000 (€ 153879 $165365),£ 6760000 (€ 8001719 $8598980),Unverified estimation,e6af02e0
68,Danny Ings,eng ENG,FWMF,West Ham,31,£ 125000 (€ 147961 $159005),£ 6500000 (€ 7693961 $8268250),,07802f7f
69,Kurt Zouma,fr FRA,DF,West Ham,28,£ 125000 (€ 147961 $159005),£ 6500000 (€ 7693961 $8268250),,ce4246f5
70,Jordan Pickford,eng ENG,GK,Everton,29,£ 125000 (€ 147961 $159005),£ 6500000 (€ 7693961 $8268250),,4806ec67
71,Aaron Ramsdale,eng ENG,GK,Arsenal,25,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,466fb2c5
72,Ben White,eng ENG,DF,Arsenal,25,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,35e413f1
73,André Onana,cm CMR,GK,Manchester Utd,27,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,e9c0c1b2
74,Lisandro Martínez,ar ARG,DF,Manchester Utd,25,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,bac46a10
75,Victor Lindelöf,se SWE,DF,Manchester Utd,29,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,f5deef4c
76,Alphonse Areola,fr FRA,GK,West Ham,30,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,2f965a72
77,Jarrod Bowen,eng ENG,MFFW,West Ham,26,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,79c84d1c
78,Cody Gakpo,nl NED,FWMF,Liverpool,24,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,1971591f
79,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,934e1968
80,Emiliano Martínez,ar ARG,GK,Aston Villa,30,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,7956236f
81,John McGinn,sct SCO,MF,Aston Villa,28,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),Unverified estimation,90f91999
82,Lucas Digne,fr FRA,DF,Aston Villa,30,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,1b84dbe1
83,Alexander Isak,se SWE,FW,Newcastle,23,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,8e92be30
84,Kieran Trippier,eng ENG,DF,Newcastle,32,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),Unverified estimation,21512407
85,Malang Sarr,fr FRA,CB,Chelsea,24,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,4315f30d
86,Divock Origi,be BEL,MFFW,Nottingham,28,£ 120000 (€ 142042 $152645),£ 6240000 (€ 7386203 $7937520),,43a166b4
87,James Ward-Prowse,eng ENG,MF,West Ham,28,£ 115000 (€ 136124 $146284),£ 5980000 (€ 7078444 $7606790),Unverified estimation,3515d404
88,André Gomes,pt POR,MF,Everton,30,£ 112308 (€ 132937 $142860),£ 5840000 (€ 6912728 $7428705),,1961b2aa
89,Jorginho,it ITA,MF,Arsenal,31,£ 110000 (€ 130206 $139924),£ 5720000 (€ 6770686 $7276060),,45db685d
90,Dejan Kulusevski,se SWE,MFFW,Tottenham,23,£ 110000 (€ 130206 $139924),£ 5720000 (€ 6770686 $7276060),,df3cda47
91,Thiago Silva,br BRA,DF,Chelsea,38,£ 110000 (€ 130206 $139924),£ 5720000 (€ 6770686 $7276060),,86e7deaf
92,Eddie Nketiah,eng ENG,FW,Arsenal,24,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,a53649b7
93,Gabriel Magalhães,br BRA,DF,Arsenal,25,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,67ac5bb8
94,Reiss Nelson,eng ENG,FW,Arsenal,23,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,c5bdb6e3
95,Hugo Lloris,fr FRA,GK,Tottenham,36,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,8f62b6ee
96,Pierre Højbjerg,dk DEN,MF,Tottenham,27,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,8b04d6c1
97,Dean Henderson,eng ENG,GK,Crystal Palace,26,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),Unverified estimation,e5a76dfe
98,Eberechi Eze,eng ENG,MFFW,Crystal Palace,25,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,ae4fc6a4
99,Michael Olise,fr FRA,MFFW,Crystal Palace,21,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,c4486bac
100,Edson Álvarez,mx MEX,MF,West Ham,25,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,8b3ab7ad
101,Andy Robertson,sct SCO,DF,Liverpool,29,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,2e4f5f03
102,Joël Matip,cm CMR,DF,Liverpool,31,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,b217ef29
103,Diego Carlos,br BRA,DF,Aston Villa,30,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,b4a014b1
104,Leon Bailey,jm JAM,MF,Aston Villa,25,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,3a233281
105,Pau Torres,es ESP,DF,Aston Villa,26,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),Unverified estimation,532e1e4f
106,Tyrone Mings,eng ENG,DF,Aston Villa,30,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),Unverified estimation,8397a50c
107,Matt Targett,eng ENG,DF,Newcastle,27,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,e514ab62
108,Carney Chukwuemeka,at AUT,MF,Chelsea,19,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,b2f9c73e
109,Levi Colwill,eng ENG,DF,Chelsea,20,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,700783e7
110,Mykhailo Mudryk,ua UKR,MF,Chelsea,22,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,049a888d
111,Amadou Onana,be BEL,MF,Everton,21,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,828657ff
112,Dele Alli,eng ENG,AM,Everton,27,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,cea4ee8f
113,Dominic Calvert-Lewin,eng ENG,FW,Everton,26,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,59e6e5bf
114,James Tarkowski,eng ENG,DF,Everton,30,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,15ea812b
115,Raúl Jiménez,mx MEX,FW,Fulham,32,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),Unverified estimation,b561db50
116,Ederson Moraes,br BRA,GK,Manchester City,29,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,3bb7b8b4
117,Julián Álvarez,ar ARG,MFFW,Manchester City,23,£ 100000 (€ 118369 $127204),£ 5200000 (€ 6155169 $6614600),,15ab5a2b
118,Emerson Palmieri,it ITA,DF,West Ham,28,£ 95000 (€ 112450 $120844),£ 4940000 (€ 5847410 $6283870),,e0bc6fdc
119,Jurriën Timber,nl NED,DF,Arsenal,22,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,41034650
120,Leandro Trossard,be BEL,FWMF,Arsenal,28,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,38ceb24a
121,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,25,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,9e525177
122,Donny van de Beek,nl NED,MF,Manchester Utd,26,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,50dc94ce
123,Richarlison,br BRA,FWMF,Tottenham,26,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,fa031b34
124,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,25,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,0562b7f1
125,Mohammed Kudus,gh GHA,MF,West Ham,22,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,b62878a5
126,Tomáš Souček,cz CZE,MF,West Ham,28,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,6613c819
127,Leander Dendoncker,be BEL,MF,Aston Villa,28,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,5a7301ae
128,Pablo Sarabia,es ESP,MFFW,Wolves,31,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,9744ff80
129,Sven Botman,nl NED,DF,Newcastle,23,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,ccce7025
130,Benoît Badiashile,fr FRA,DF,Chelsea,22,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,06df8256
131,Adam Lallana,eng ENG,MF,Brighton,35,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,99813635
132,Jack Harrison,eng ENG,MF,Everton,26,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),Unverified estimation,aa849a12
133,Willian,br BRA,MFFW,Fulham,34,£ 90000 (€ 106532 $114483),£ 4680000 (€ 5539652 $5953140),,8b9ebd03
134,David Raya,es ESP,GK,Arsenal,27,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),Unverified estimation,98ea5115
135,Diogo Dalot,pt POR,DF,Manchester Utd,24,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),Unverified estimation,d9565625
136,Rasmus Højlund,dk DEN,FW,Manchester Utd,20,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,491a433d
137,Eric Dier,eng ENG,DF,Tottenham,29,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,ac861941
138,Pedro Porro,es ESP,DF,Tottenham,23,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,27d0a506
139,Radu Drăgușin,ro ROU,DF,Tottenham,21,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,620922ed
140,Michail Antonio,jm JAM,FW,West Ham,33,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,ac05f970
141,Joe Gomez,eng ENG,DF,Liverpool,26,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),Unverified estimation,7a11550b
142,Joelinton,br BRA,MFFW,Newcastle,26,£ 85000 (€ 100613 $108123),£ 4420000 (€ 5231893 $5622410),,c17bfb65
143,Ben Davies,wls WAL,DF,Tottenham,30,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,44781702
144,Joachim Andersen,dk DEN,DF,Crystal Palace,27,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,e34fc66d
145,Nathaniel Clyne,eng ENG,DF,Crystal Palace,32,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),,0442183b
146,Justin Kluivert,nl NED,MF,Bournemouth,24,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,4c3a6744
147,Thilo Kehrer,de GER,DF,West Ham,26,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),,51dbeea9
148,Matty Cash,pl POL,DFMF,Aston Villa,25,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,2389cdc2
149,Fábio Silva,pt POR,FW,Wolves,21,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),,e7aa9d7c
150,Nélson Semedo,pt POR,MFDF,Wolves,29,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),,d04b94db
151,Harvey Barnes,eng ENG,FWMF,Newcastle,25,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,3ea50f67
152,Joe Willock,eng ENG,MF,Newcastle,23,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,a3b03921
153,Axel Disasi,fr FRA,DF,Chelsea,25,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,ad82197c
154,Kaoru Mitoma,jp JPN,MFFW,Brighton,26,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),,74618572
155,Lewis Dunk,eng ENG,DF,Brighton,31,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,282f75f3
156,Idrissa Gueye,sn SEN,MF,Everton,33,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,72c812f3
157,Michael Keane,eng ENG,DF,Everton,30,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,c5b7c315
158,Callum Hudson-Odoi,eng ENG,MFFW,Nottingham,22,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,15f3ec41
159,Chris Wood,nz NZL,FW,Nottingham,31,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,4e9a0555
160,Felipe,br BRA,DF,Nottingham,34,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,51a3c4c8
161,Morgan Gibbs-White,eng ENG,MFFW,Nottingham,23,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,32f60ed8
162,Alex Iwobi,ng NGA,MF,Fulham,27,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,6ca5ec4b
163,João Palhinha,pt POR,MF,Fulham,28,£ 80000 (€ 94695 $101763),£ 4160000 (€ 4924135 $5291680),Unverified estimation,a78ff07f
164,Bertrand Traoré,bf BFA,FWMF,Aston Villa,27,£ 77885 (€ 92191 $99072),£ 4050000 (€ 4793930 $5151756),,c47541e0
165,Cédric Soares,pt POR,DFMF,Arsenal,31,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),,839c14e1
166,Tyrell Malacia,nl NED,LB,Manchester Utd,24,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,6b6c793c
167,Destiny Udogie,it ITA,DF,Tottenham,20,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),,7cd520e8
168,Fraser Forster,eng ENG,GK,Tottenham,35,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,c3e39f12
169,Guglielmo Vicario,it ITA,GK,Tottenham,26,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),,77d6fd4d
170,Rodrigo Bentancur,uy URU,MF,Tottenham,26,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,3b8674e6
171,Kostas Tsimikas,gr GRE,DF,Liverpool,27,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,f315ca93
172,Douglas Luiz,br BRA,MF,Aston Villa,25,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,6f7d826d
173,Emi Buendía,ar ARG,RW,Aston Villa,27,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),,66b76d44
174,Ezri Konsa,eng ENG,DF,Aston Villa,25,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,0313a347
175,Cole Palmer,eng ENG,MFFW,Chelsea,21,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,dc7f8a28
176,Ben Godfrey,eng ENG,DF,Everton,25,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),,9f7c837d
177,Ibrahim Sangaré,ci CIV,MF,Nottingham,25,£ 75000 (€ 88776 $95403),£ 3900000 (€ 4616377 $4960950),Unverified estimation,bced0375
178,Mason Holgate,jm JAM,DF,Sheffield United,26,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),,d0042ab9
179,Brennan Johnson,wls WAL,MFFW,Tottenham,22,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),Unverified estimation,0cd31129
180,Giovani Lo Celso,ar ARG,MF,Tottenham,27,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),,d7553721
181,Pape Matar Sarr,sn SEN,MF,Tottenham,20,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),Unverified estimation,feb5d972
182,Jefferson Lerma,co COL,MFDF,Crystal Palace,28,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),Unverified estimation,9b5ce51a
183,Dominic Solanke,eng ENG,FW,Bournemouth,25,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),Unverified estimation,e77dc3b2
184,Angelo Ogbonna,it ITA,DF,West Ham,35,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),,74b2cd7e
185,Ibrahima Konaté,fr FRA,DF,Liverpool,24,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),,5ed9b537
186,Jacob Ramsey,eng ENG,MF,Aston Villa,22,£ 70000 (€ 82858 $89043),£ 3640000 (€ 4308618 $4630220),,1544f145
