Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
32,Xavi Simons,nl NED,AM,Tottenham,23,£ 195000 (€ 228316 $263125),£ 10140000 (€ 11872448 $13682509),,da4d670f
33,Eberechi Eze,eng ENG,FWMF,Arsenal,28,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),Unverified estimation,ae4fc6a4
34,Gabriel Martinelli,br BRA,LW,Arsenal,25,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),,48a5a5d6
35,Matheus Cunha,br BRA,FW,Manchester Utd,27,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),,dc62b55d
36,Rayan Cherki,fr FRA,FWMF,Manchester City,22,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),Unverified estimation,b34c63a5
37,Enzo Fernández,ar ARG,CM,Chelsea,25,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),,5ff4ab71
38,Moisés Caicedo,ec ECU,DM,Chelsea,24,£ 180000 (€ 210754 $242885),£ 9360000 (€ 10959183 $12630008),Unverified estimation,16264a81
39,Harry Maguire,eng ENG,DF,Manchester Utd,33,£ 170000 (€ 199045 $229391),£ 8840000 (€ 10350339 $11928341),Unverified estimation,d8931174
40,James Maddison,eng ENG,FWMF,Tottenham,29,£ 170000 (€ 199045 $229391),£ 8840000 (€ 10350339 $11928341),,ee38d9c5
41,Conor Gallagher,eng ENG,MF,Tottenham,26,£ 160000 (€ 187336 $215898),£ 8320000 (€ 9741496 $11226674),Unverified estimation,c2731c10
42,Pedro Neto,pt POR,RW,Chelsea,26,£ 160000 (€ 187336 $215898),£ 8320000 (€ 9741496 $11226674),Unverified estimation,7ba2eaa9
43,Ben White,eng ENG,DF,Arsenal,28,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,35e413f1
44,Gabriel Magalhães,br BRA,DF,Arsenal,28,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,67ac5bb8
45,Noni Madueke,eng ENG,FWMF,Arsenal,24,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,bf34eebd
46,Bryan Mbeumo,cm CMR,MF,Manchester Utd,26,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,6afaebf2
47,Kobbie Mainoo,eng ENG,MF,Manchester Utd,21,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,c6220452
48,Luke Shaw,eng ENG,DF,Manchester Utd,31,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,9c94165b
49,Mason Mount,eng ENG,AM,Manchester Utd,27,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,9674002f
50,Marcos Senesi,ar ARG,DF,Tottenham,29,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,35141f4c
51,Mohammed Kudus,gh GHA,RW,Tottenham,25,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,b62878a5
52,Pedro Porro,es ESP,RB,Tottenham,26,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,27d0a506
53,Alexis Mac Allister,ar ARG,MF,Liverpool,27,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,83d074ff
54,Alisson,br BRA,GK,Liverpool,33,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,7a2e46a8
55,Federico Chiesa,it ITA,RW,Liverpool,28,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,b0f7e36c
56,Ibrahima Konaté,fr FRA,CB,Liverpool,27,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,5ed9b537
57,Boubacar Kamara,fr FRA,MF,Aston Villa,26,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,cc77354e
58,Emiliano Martínez,ar ARG,GK,Aston Villa,33,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,7956236f
59,Joelinton,br BRA,CM,Newcastle,29,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,c17bfb65
60,Antoine Semenyo,gh GHA,MF,Manchester City,26,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,efd2ec23
61,Kalvin Phillips,eng ENG,DM,Manchester City,30,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,4f565d77
62,Mateo Kovačić,hr CRO,MF,Manchester City,32,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,79c0821a
63,Marco Palestra,it ITA,RB,Chelsea,21,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),,1f1828dd
64,Morgan Rogers,eng ENG,AM,Chelsea,23,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,2e5915f1
65,Jordan Pickford,eng ENG,GK,Everton,32,£ 150000 (€ 175628 $202404),£ 7800000 (€ 9132652 $10525007),Unverified estimation,4806ec67
66,Dominic Solanke,eng ENG,FW,Tottenham,28,£ 140000 (€ 163919 $188910),£ 7280000 (€ 8523809 $9823340),Unverified estimation,e77dc3b2
67,Amadou Onana,be BEL,DM,Aston Villa,24,£ 140000 (€ 163919 $188910),£ 7280000 (€ 8523809 $9823340),Unverified estimation,828657ff
68,Tammy Abraham,eng ENG,CF,Aston Villa,28,£ 140000 (€ 163919 $188910),£ 7280000 (€ 8523809 $9823340),Unverified estimation,f586779e
69,Sven Botman,nl NED,DF,Newcastle,26,£ 140000 (€ 163919 $188910),£ 7280000 (€ 8523809 $9823340),Unverified estimation,ccce7025
70,Yoane Wissa,cd COD,MF,Newcastle,29,£ 140000 (€ 163919 $188910),£ 7280000 (€ 8523809 $9823340),Unverified estimation,2500cef9
71,Noussair Mazraoui,ma MAR,DF,Manchester Utd,28,£ 135000 (€ 158065 $182164),£ 7020000 (€ 8219387 $9472506),Unverified estimation,b74277a0
72,Nick Woltemade,de GER,FWMF,Newcastle,24,£ 132500 (€ 155138 $178790),£ 6890000 (€ 8067176 $9297089),,7ca196eb
73,Mikel Merino,es ESP,MF,Arsenal,30,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),Unverified estimation,d080ed5e
74,John McGinn,sct SCO,MF,Aston Villa,31,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),Unverified estimation,90f91999
75,Ollie Watkins,eng ENG,CF,Aston Villa,30,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),Unverified estimation,aed3a70f
76,Matheus Nunes,pt POR,DFMF,Manchester City,27,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),Unverified estimation,e6af02e0
77,Cole Palmer,eng ENG,AM,Chelsea,24,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),,dc7f8a28
78,Bernd Leno,de GER,GK,Fulham,34,£ 130000 (€ 152211 $175417),£ 6760000 (€ 7914965 $9121673),,2628fd2b
79,João Pedro,br BRA,CF,Chelsea,24,£ 125000 (€ 146357 $168670),£ 6500000 (€ 7610544 $8770839),Unverified estimation,e8832875
80,Riccardo Calafiori,it ITA,DF,Arsenal,24,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,aded8e6f
81,Amad Diallo,ci CIV,RW,Manchester Utd,23,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,9dc96f10
82,Lisandro Martínez,ar ARG,DFMF,Manchester Utd,28,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,bac46a10
83,Manuel Ugarte,uy URU,DM,Manchester Utd,25,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,c9817014
84,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,26,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,f553b2b3
85,Leon Bailey,jm JAM,RW,Aston Villa,28,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,3a233281
86,Matteo Ruggeri,it ITA,DFMF,Aston Villa,24,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,ae9898c5
87,Victor Lindelöf,se SWE,DF,Aston Villa,32,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,f5deef4c
88,Jacob Ramsey,eng ENG,MF,Newcastle,25,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,1544f145
89,Kieran Trippier,eng ENG,RB,Newcastle,35,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,21512407
90,Rayan Aït-Nouri,dz ALG,DFMF,Manchester City,25,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,9b398aea
91,Jorrel Hato,nl NED,LB,Chelsea,20,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,bde35051
92,Tosin Adarabioyo,eng ENG,CB,Chelsea,28,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),,c81d773d
93,James Tarkowski,eng ENG,DF,Everton,33,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,15ea812b
94,Jarrad Branthwaite,eng ENG,DF,Everton,24,£ 120000 (€ 140502 $161923),£ 6240000 (€ 7306122 $8420005),Unverified estimation,c1949191
95,Leny Yoro,fr FRA,DF,Manchester Utd,20,£ 115000 (€ 134648 $155176),£ 5980000 (€ 7001700 $8069172),,6763f716
96,Dejan Kulusevski,se SWE,AM,Tottenham,26,£ 110000 (€ 128794 $148430),£ 5720000 (€ 6697278 $7718338),,df3cda47
97,Alejandro Garnacho,ar ARG,MF,Aston Villa,22,£ 110000 (€ 128794 $148430),£ 5720000 (€ 6697278 $7718338),Unverified estimation,7aa8adfe
98,Tyrone Mings,eng ENG,DF,Aston Villa,33,£ 110000 (€ 128794 $148430),£ 5720000 (€ 6697278 $7718338),Unverified estimation,8397a50c
99,Granit Xhaka,ch SUI,MF,Sunderland,33,£ 110000 (€ 128794 $148430),£ 5720000 (€ 6697278 $7718338),Unverified estimation,e61b8aee
100,Morgan Gibbs-White,eng ENG,MF,Nottingham,26,£ 110000 (€ 128794 $148430),£ 5720000 (€ 6697278 $7718338),Unverified estimation,32f60ed8
101,Jamie Gittens,eng ENG,LW,Chelsea,21,£ 108000 (€ 126452 $145731),£ 5616000 (€ 6575510 $7578005),,10745192
102,Joshua Zirkzee,nl NED,FW,Manchester Utd,25,£ 105000 (€ 122940 $141683),£ 5460000 (€ 6392857 $7367505),,028e70b9
103,Daichi Kamada,jp JPN,MF,Crystal Palace,29,£ 105000 (€ 122940 $141683),£ 5460000 (€ 6392857 $7367505),,15b287da
104,Nikola Milenković,rs SRB,DF,Nottingham,28,£ 105000 (€ 122940 $141683),£ 5460000 (€ 6392857 $7367505),,bee704fc
105,David Raya,es ESP,GK,Arsenal,30,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,98ea5115
106,Reiss Nelson,eng ENG,LW,Arsenal,26,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,c5bdb6e3
107,Dean Henderson,eng ENG,GK,Crystal Palace,29,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,e5a76dfe
108,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,29,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,59e6e5bf
109,Tarik Muharemovic,ba BIH,DF,Leeds United,23,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,426dda23
110,Jeremie Frimpong,nl NED,DF,Liverpool,25,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,74f2e748
111,Ian Maatsen,nl NED,DF,Aston Villa,24,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,cab9634e
112,Matty Cash,pl POL,DF,Aston Villa,28,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,2389cdc2
113,Pau Torres,es ESP,DF,Aston Villa,29,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,532e1e4f
114,Nordi Mukiele,fr FRA,DFMF,Sunderland,28,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,ac73ec79
115,Anthony Elanga,se SWE,MF,Newcastle,24,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,2fba6108
116,Abdukodir Khusanov,uz UZB,DF,Manchester City,22,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,d17ce930
117,Levi Colwill,eng ENG,CB,Chelsea,23,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,700783e7
118,Liam Delap,eng ENG,CF,Chelsea,23,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,dd897ee7
119,Mykhailo Mudryk,ua UKR,LW,Chelsea,25,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),,049a888d
120,Nicolas Jackson,sn SEN,CF,Chelsea,25,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,9c36ed83
121,Raúl Jiménez,mx MEX,CF,Fulham,35,£ 100000 (€ 117085 $134936),£ 5200000 (€ 6088435 $7016671),Unverified estimation,b561db50
122,Christos Tzolis,gr GRE,MF,Arsenal,24,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),,9f333379
123,Jurriën Timber,nl NED,RB,Arsenal,25,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),,41034650
124,Micky van de Ven,nl NED,CB,Tottenham,25,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,8fe2a392
125,Richarlison,br BRA,FW,Tottenham,29,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),,fa031b34
126,Eddie Nketiah,eng ENG,MF,Crystal Palace,27,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,a53649b7
127,Aaron Wan-Bissaka,cd COD,RB,Aston Villa,28,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),,9e525177
128,Benoît Badiashile,fr FRA,CB,Chelsea,25,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,06df8256
129,Pascal Groß,de GER,MF,Brighton,35,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,8aec0537
130,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,27,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,5c74c0f5
131,Callum Hudson-Odoi,eng ENG,FWMF,Nottingham,25,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,15f3ec41
132,Chris Wood,nz NZL,FW,Nottingham,34,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,4e9a0555
133,Murillo,br BRA,DF,Nottingham,24,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,1704b0b8
134,Joachim Andersen,dk DEN,CB,Fulham,30,£ 90000 (€ 105377 $121442),£ 4680000 (€ 5479591 $6315004),Unverified estimation,e34fc66d
135,Ferdi Kadioglu,tr TUR,LB,Brighton,26,£ 87500 (€ 102450 $118069),£ 4550000 (€ 5327380 $6139587),,66c52a77
136,Diogo Dalot,pt POR,DFMF,Manchester Utd,27,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,d9565625
137,Radu Drăgușin,ro ROU,CB,Tottenham,24,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),,620922ed
138,Evanilson,br BRA,FW,Bournemouth,26,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,6f3cc2fe
139,Giorgi Mamardashvili,ge GEO,GK,Liverpool,25,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,d4b73232
140,Joe Gomez,eng ENG,CB,Liverpool,29,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,7a11550b
141,Johan Manzambi,ch SUI,CM,Aston Villa,20,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),,8fcf0e12
142,Lewis Dunk,eng ENG,DF,Brighton,34,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,282f75f3
143,Dan Ndoye,ch SUI,MF,Nottingham,25,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),,8e697a8f
144,Ibrahim Sangaré,ci CIV,MF,Nottingham,28,£ 85000 (€ 99523 $114696),£ 4420000 (€ 5175170 $5964170),Unverified estimation,bced0375
145,Ethan Nwaneri,eng ENG,MF,Arsenal,19,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,7f94982c
146,Ben Davies,wls WAL,DFMF,Tottenham,33,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,44781702
147,Justin Kluivert,nl NED,MF,Bournemouth,27,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,4c3a6744
148,Sean Longstaff,eng ENG,MF,Leeds United,28,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,a2b105e0
149,Harvey Barnes,eng ENG,MF,Newcastle,28,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,3ea50f67
150,Joe Willock,eng ENG,MF,Newcastle,26,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,a3b03921
151,Sávio,br BRA,LW,Manchester City,22,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,fe6e7156
152,Axel Disasi,fr FRA,CB,Chelsea,28,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,ad82197c
153,Kaoru Mitoma,jp JPN,LW,Brighton,29,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),,74618572
154,James Garner,eng ENG,MF,Everton,25,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,4e015693
155,Michael Keane,eng ENG,DF,Everton,33,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,c5b7c315
156,Vitaliy Mykolenko,ua UKR,DF,Everton,27,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,30d4a2e5
157,Alex Iwobi,ng NGA,LW,Fulham,30,£ 80000 (€ 93668 $107949),£ 4160000 (€ 4870748 $5613337),Unverified estimation,6ca5ec4b
158,Martín Zubimendi,es ESP,MF,Arsenal,27,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),,3ee0dd59
159,Archie Gray,eng ENG,DF,Tottenham,20,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),,f58515f5
160,Destiny Udogie,it ITA,DFMF,Tottenham,23,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),,7cd520e8
161,Rodrigo Bentancur,uy URU,MF,Tottenham,29,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,3b8674e6
162,Ryan Christie,sct SCO,CM,Bournemouth,31,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,26ce2263
163,Daniel James,wls WAL,FWMF,Leeds United,28,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,c931d9f9
164,Conor Bradley,nir NIR,RB,Liverpool,22,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),,bbd67769
165,Kostas Tsimikas,gr GRE,DF,Liverpool,30,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,f315ca93
166,Milos Kerkez,hu HUN,DF,Liverpool,22,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,0ad53bdc
167,Emi Buendía,ar ARG,FW,Aston Villa,29,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),,66b76d44
168,Evann Guessand,ci CIV,RW,Aston Villa,25,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,b73f17f8
169,Enzo Le Fée,fr FRA,MF,Sunderland,26,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,6f806d99
170,Malick Thiaw,de GER,DF,Newcastle,24,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,ff5ea0bf
171,Nicolás González,es ESP,MF,Manchester City,24,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,2c56a792
172,Igor Thiago,br BRA,FW,Brentford,25,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,dc45ac24
173,Mikkel Damsgaard,dk DEN,FWMF,Brentford,26,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,215f3907
174,Georginio Rutter,fr FRA,FW,Brighton,24,£ 75000 (€ 87814 $101202),£ 3900000 (€ 4566326 $5262503),Unverified estimation,c64c01fc
175,Noah Okafor,ch SUI,FWMF,Leeds United,26,£ 72500 (€ 84887 $97829),£ 3770000 (€ 4414115 $5087087),,ca607d59
176,Pape Matar Sarr,sn SEN,CM,Tottenham,23,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,feb5d972
177,Cheick Doucouré,ml MLI,DM,Crystal Palace,26,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,ce4f40c7
178,Ismaila Sarr,sn SEN,RW,Crystal Palace,28,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,bfdb33aa
179,Jefferson Lerma,co COL,DM,Crystal Palace,31,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,9b5ce51a
180,Bafodé Diakité,fr FRA,DF,Bournemouth,25,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,1bfb6fef
181,Ethan Ampadu,wls WAL,MF,Leeds United,25,£ 70000 (€ 81960 $94455),£ 3640000 (€ 4261904 $4911670),Unverified estimation,10b9fa99
