Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
177,Andros Townsend,eng ENG,MF,Crystal Palace,28,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,b28bbd58
178,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,7a1f2c08
179,James McArthur,sct SCO,MF,Crystal Palace,31,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,cee31595
180,Luka Milivojević,rs SRB,MF,Crystal Palace,28,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,2ce2508a
181,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,5f09991f
182,Jarrod Bowen,eng ENG,MF,West Ham,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),,79c84d1c
183,Diogo Jota,pt POR,FW,Wolves,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,178ae8f8
184,Ben Mee,eng ENG,DF,Burnley,29,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,8df7a2fb
185,Demarai Gray,jm JAM,MF,Leicester City,23,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,4468ec10
186,James Maddison,eng ENG,MFFW,Leicester City,22,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,ee38d9c5
187,Adrián,es ESP,GK,Liverpool,32,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,f76e6b4e
188,Yoshinori Mutō,jp JPN,MF,Newcastle,27,£ 54038 (€ 64444 $65669),£ 2810000 (€ 3351107 $3414772),Unverified estimation,5343eb4e
189,Moise Kean,it ITA,FW,Everton,19,£ 53077 (€ 63298 $64500),£ 2760000 (€ 3291479 $3354011),Unverified estimation,3d50bcdb
190,Dani Ceballos,es ESP,MF,Arsenal,22,£ 51923 (€ 61922 $63098),£ 2700000 (€ 3219925 $3281097),Unverified estimation,c0617e2b
191,Gedson Fernandes,pt POR,MF,Tottenham,20,£ 50769 (€ 60546 $61696),£ 2640000 (€ 3148371 $3208184),,e2dde94c
192,Calum Chambers,eng ENG,DF,Arsenal,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,dc6f5bdd
193,Daniel James,wls WAL,MFFW,Manchester Utd,21,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,c931d9f9
194,Josip Drmić,ch SUI,FW,Norwich City,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,15ea94de
195,Phil Jagielka,eng ENG,DF,Sheffield United,36,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,3233eefd
196,Tom Cleverley,eng ENG,MF,Watford,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,6cdd8245
197,Alex McCarthy,eng ENG,GK,Southampton,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,36c2ca73
198,Maya Yoshida,jp JPN,DF,Southampton,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,caffaf5a
199,Pierre Højbjerg,dk DEN,MF,Southampton,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,8b04d6c1
200,Stuart Armstrong,sct SCO,MF,Southampton,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,97333cf5
201,Harry Winks,eng ENG,MF,Tottenham,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,2f7acede
202,Toby Alderweireld,be BEL,DF,Tottenham,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,f7d50789
203,James McCarthy,ie IRL,MF,Crystal Palace,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,64b08de7
204,James Tomkins,eng ENG,DF,Crystal Palace,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,e7ca0439
205,Jefferson Lerma,co COL,MF,Bournemouth,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,9b5ce51a
206,Aaron Cresswell,eng ENG,DF,West Ham,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,4f974391
207,Albian Ajeti,ch SUI,FW,West Ham,22,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,2b1c4abd
208,Carlos Sánchez,co COL,MF,West Ham,33,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,50b51fac
209,Mark Noble,eng ENG,MF,West Ham,32,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,ff527768
210,Douglas Luiz,br BRA,MF,Aston Villa,21,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,6f7d826d
211,Trézéguet,eg EGY,FWMF,Aston Villa,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,3ae14ed1
212,Wesley Moraes,br BRA,FW,Aston Villa,22,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,bfae110f
213,Rúben Neves,pt POR,MF,Wolves,22,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,44bfb6c5
214,Chris Wood,nz NZL,FW,Burnley,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,4e9a0555
215,James Tarkowski,eng ENG,DF,Burnley,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,15ea812b
216,Jay Rodriguez,eng ENG,FW,Burnley,30,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,4ab53cdb
217,Christian Fuchs,at AUT,DFMF,Leicester City,33,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,a67a09fb
218,Nampalys Mendy,sn SEN,MF,Leicester City,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,1598599e
219,Tammy Abraham,eng ENG,FW,Chelsea,21,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,f586779e
220,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,08452314
221,Martín Montoya,es ESP,DFMF,Brighton,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,5cec2487
222,Pascal Groß,de GER,MFFW,Brighton,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,8aec0537
223,Alex Iwobi,ng NGA,MF,Everton,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,6ca5ec4b
224,Oumar Niasse,sn SEN,FWMF,Everton,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,af721f98
225,Andy Robertson,sct SCO,DF,Liverpool,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575),Unverified estimation,2e4f5f03
226,Ralf Fährmann,de GER,GK,Norwich City,30,£ 49423 (€ 58940 $60060),£ 2570000 (€ 3064891 $3123118),Unverified estimation,1e43fad8
227,Jack Stephens,eng ENG,DF,Southampton,25,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053),Unverified estimation,6adbc307
228,Kurt Zouma,fr FRA,DF,Chelsea,24,£ 45962 (€ 54812 $55853),£ 2390000 (€ 2850230 $2904379),Unverified estimation,ce4246f5
229,Daryl Janmaat,nl NED,DFMF,Watford,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,45da6694
230,Roberto Pereyra,ar ARG,MFFW,Watford,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,75f2c59f
231,Sebastian Prödl,at AUT,DF,Watford,32,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,f5e6d08d
232,James Ward-Prowse,eng ENG,MF,Southampton,24,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,3515d404
233,Michel Vorm,nl NED,GK,Tottenham,35,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,1bebde9d
234,Joshua King,no NOR,FWMF,Bournemouth,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,43458538
235,Steve Cook,eng ENG,DF,Bournemouth,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,3e5e4e63
236,Borja Bastón,es ESP,FW,Aston Villa,26,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),,8c44e37b
237,Joe Hart,eng ENG,GK,Burnley,32,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,cb4f24c6
238,Ayoze Pérez,es ESP,MFFW,Leicester City,26,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,819aa8e7
239,Çağlar Söyüncü,tr TUR,DF,Leicester City,23,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,21166ff4
240,Marc Albrighton,eng ENG,MF,Leicester City,29,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,b827d5b3
241,Matt Ritchie,sct SCO,MFDF,Newcastle,29,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,71ef519e
242,Davy Pröpper,nl NED,MF,Brighton,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,fdd85f94
243,José Izquierdo,co COL,LW,Brighton,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,ca2bc3df
244,Lewis Dunk,eng ENG,DF,Brighton,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,282f75f3
245,Divock Origi,be BEL,FW,Liverpool,24,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618),Unverified estimation,43a166b4
246,Lewis Baker,eng ENG,CM,Chelsea,24,£ 43269 (€ 51601 $52582),£ 2250000 (€ 2683271 $2734248),,1b278bf5
247,Adama Traoré,es ESP,FWMF,Wolves,23,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095),Unverified estimation,9a28eba4
248,Federico Fernández,ar ARG,DF,Newcastle,30,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095),Unverified estimation,f25b010f
249,Miguel Almirón,py PAR,MFFW,Newcastle,25,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487),Unverified estimation,862a1c15
250,Tom Heaton,eng ENG,GK,Aston Villa,33,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182),Unverified estimation,a6de6361
251,Emerson Palmieri,it ITA,DFMF,Chelsea,24,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182),Unverified estimation,e0bc6fdc
252,Japhet Tanganga,eng ENG,DFMF,Tottenham,20,£ 41538 (€ 49537 $50478),£ 2160000 (€ 2575940 $2624878),,e9971f2d
253,Raúl Jiménez,mx MEX,FW,Wolves,28,£ 41154 (€ 49079 $50011),£ 2140000 (€ 2552088 $2600573),Unverified estimation,b561db50
254,Joe Willock,eng ENG,MF,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,a3b03921
255,Mattéo Guendouzi,fr FRA,MF,Arsenal,20,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,5ea8ef20
256,Reiss Nelson,eng ENG,MFFW,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,c5bdb6e3
257,Patrick Roberts,eng ENG,FWMF,Norwich City,22,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,59d93937
258,Sander Berge,no NOR,MF,Sheffield United,21,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,d0b6129f
259,Craig Dawson,eng ENG,DF,Watford,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,3e9e06cb
260,Étienne Capoue,fr FRA,MF,Watford,31,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,5acc4a10
261,Angus Gunn,sct SCO,GK,Southampton,23,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,e082af5b
262,Ché Adams,sct SCO,FW,Southampton,23,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,f2bf1b0f
263,Wayne Hennessey,wls WAL,GK,Crystal Palace,32,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,76eca7e2
264,Artur Boruc,pl POL,GK,Bournemouth,39,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,34ccf6fa
265,Callum Wilson,eng ENG,FW,Bournemouth,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,c596fcb0
266,Nathan Aké,nl NED,DF,Bournemouth,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,eaeca114
267,Andriy Yarmolenko,ua UKR,MF,West Ham,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,849c826a
268,Arthur Masuaku,cd COD,DFMF,West Ham,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,57df7a11
269,Fabián Balbuena,py PAR,DF,West Ham,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,3626f7d9
270,Robert Snodgrass,sct SCO,MF,West Ham,31,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,9f4647e9
271,Ryan Fredericks,eng ENG,DF,West Ham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,c067631c
272,Henri Lansbury,eng ENG,MF,Aston Villa,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,fe8e6fa1
273,Mbwana Samatta,tz TAN,FW,Aston Villa,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),,dae8623e
274,Willy Boly,ci CIV,DF,Wolves,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,a4ac4b8f
275,Ashley Barnes,eng ENG,FW,Burnley,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,2691c772
276,Ben Gibson,eng ENG,DF,Burnley,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,bcfb0142
277,Fabian Schär,ch SUI,DF,Newcastle,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,c8aa95da
278,Jamaal Lascelles,eng ENG,DF,Newcastle,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,450ab6fc
279,Ki Sung-yueng,kr KOR,MF,Newcastle,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,1d8c99b0
280,Leandro Trossard,be BEL,MFFW,Brighton,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,38ceb24a
281,Shane Duffy,ie IRL,DF,Brighton,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,7314bba4
282,Trent Alexander-Arnold,eng ENG,DF,Liverpool,20,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660),Unverified estimation,cd1acf9d
283,Jack Cork,eng ENG,MF,Burnley,30,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),Unverified estimation,74e12f1e
284,Florian Lejeune,fr FRA,DF,Newcastle,28,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),Unverified estimation,6eaed4eb
285,Martin Dúbravka,sk SVK,GK,Newcastle,30,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),Unverified estimation,3a949a25
286,Valentino Lazaro,at AUT,MFDF,Newcastle,23,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138),,016ff750
287,Leander Dendoncker,be BEL,MFDF,Wolves,24,£ 37885 (€ 45180 $46038),£ 1970000 (€ 2349352 $2393986),Unverified estimation,5a7301ae
288,Richairo Živković,cw CUW,FW,Sheffield United,22,£ 37692 (€ 44951 $45805),£ 1960000 (€ 2337427 $2381834),Unverified estimation,d2d74d9c
289,Jordon Ibe,eng ENG,FWMF,Bournemouth,23,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),Unverified estimation,9f736ed2
290,Darren Randolph,ie IRL,GK,West Ham,32,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681),,6385ebfb
291,Ibrahim Amadou,fr FRA,DFMF,Norwich City,26,£ 36923 (€ 44033 $44870),£ 1920000 (€ 2289724 $2333225),Unverified estimation,9260926b
292,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,e3a5814e
293,Axel Tuanzebe,cd COD,DF,Manchester Utd,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,2baec6ce
294,Heurelho Gomes,br BRA,GK,Watford,38,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,d596e193
295,Nathaniel Chalobah,eng ENG,MF,Watford,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,422862ea
296,Moussa Djenepo,ml MLI,MFFW,Southampton,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,254147d4
297,Joel Ward,eng ENG,DF,Crystal Palace,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,8a7ff278
298,Adam Smith,eng ENG,DF,Bournemouth,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,20b104bc
299,Andrew Surman,eng ENG,MF,Bournemouth,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,7d41b619
300,Arnaut Danjuma,nl NED,MF,Bournemouth,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,f08490a6
301,Charlie Daniels,eng ENG,DF,Bournemouth,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,9d107085
302,Dan Gosling,eng ENG,MF,Bournemouth,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,7fec31a0
303,Diego Rico,es ESP,DF,Bournemouth,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,d9ba39fc
304,Junior Stanislas,eng ENG,MFDF,Bournemouth,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,6992791d
305,Lewis Cook,eng ENG,MF,Bournemouth,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,2afc7272
306,Björn Engels,be BEL,DF,Aston Villa,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,4fdf1fd9
307,Jack Grealish,eng ENG,FWMF,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,b0b4fd3e
308,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,ecf44e09
309,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,de5b5570
310,Matt Targett,eng ENG,DFMF,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,e514ab62
311,John Ruddy,eng ENG,GK,Wolves,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,da8b19e2
312,Aaron Lennon,eng ENG,MF,Burnley,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,2ff964a0
313,Jeff Hendrick,ie IRL,MF,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,989d5705
314,Josh Brownhill,eng ENG,MF,Burnley,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),,47369df8
315,Matěj Vydra,cz CZE,FW,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,0d4ceb32
316,Nick Pope,eng ENG,GK,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,4b40d9ca
317,Robbie Brady,ie IRL,MF,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,96bb8cc2
318,Ciaran Clark,ie IRL,DF,Newcastle,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,2b91cf8e
319,Henri Saivet,sn SEN,AM,Newcastle,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,f3709655
320,Jack Colback,eng ENG,DM,Newcastle,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,963a9201
321,Javier Manquillo,es ESP,DFMF,Newcastle,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,758dd7f0
322,Paul Dummett,wls WAL,DF,Newcastle,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,3fe6bd8c
323,Michy Batshuayi,be BEL,FW,Chelsea,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,2973d8ff
324,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,e97fd090
325,Adam Webster,eng ENG,DF,Brighton,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,c40b6180
326,Mathew Ryan,au AUS,GK,Brighton,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,4535e4bb
327,Cuco Martina,cw CUW,DFMF,Everton,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703),Unverified estimation,22551915
328,Panagiotis Retsos,gr GRE,DF,Sheffield United,20,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180),Unverified estimation,4bd00a50
329,Jesús Vallejo,es ESP,DF,Wolves,22,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180),Unverified estimation,c2111b45
330,Youri Tielemans,be BEL,MF,Leicester City,22,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180),Unverified estimation,56f7a928
331,Jetro Willems,nl NED,DFMF,Newcastle,25,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876),Unverified estimation,9050ddc4
332,Lukas Rupp,de GER,MF,Norwich City,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),,3faa1780
333,Jordan Ayew,gh GHA,FWMF,Crystal Palace,27,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),Unverified estimation,da052c14
334,Aaron Mooy,au AUS,MFFW,Brighton,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724),Unverified estimation,47b7e3af
335,Neil Taylor,wls WAL,DF,Aston Villa,30,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267),Unverified estimation,c2f9d19f
336,Matty James,eng ENG,MF,Leicester City,28,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267),Unverified estimation,ebd0a048
337,Ezequiel Schelotto,it ITA,DFMF,Brighton,30,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267),Unverified estimation,a6e316c1
338,Neal Maupay,fr FRA,FW,Brighton,22,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267),Unverified estimation,4bcf39f6
339,Anwar El Ghazi,nl NED,FWMF,Aston Villa,24,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506),Unverified estimation,ffa90327
340,Ashley Westwood,eng ENG,MF,Burnley,29,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506),Unverified estimation,495945ef
341,Andreas Pereira,br BRA,MF,Manchester Utd,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,6639e500
342,Lee Grant,eng ENG,GK,Manchester Utd,36,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,9dab6e3b
343,Sam Byram,eng ENG,DF,Norwich City,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,1bf811d4
344,Muhamed Bešić,ba BIH,MF,Sheffield United,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,7ca9f0f0
345,Ben Foster,eng ENG,GK,Watford,36,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,d0b3ceb9
346,Christian Kabasele,be BEL,DF,Watford,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,914ab9a1
347,Ignacio Pussetto,ar ARG,FWMF,Watford,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),,62437b4f
348,Isaac Success,ng NGA,FWMF,Watford,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,f573a8bf
349,José Holebas,gr GRE,DF,Watford,35,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,12aa7661
350,Will Hughes,eng ENG,MF,Watford,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,a0666d3e
351,Jack Stacey,eng ENG,DF,Bournemouth,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,558807c0
352,Lloyd Kelly,eng ENG,DF,Bournemouth,20,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745),Unverified estimation,f31def1e
