Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
31,Jamie Vardy,eng ENG,FW,Leicester City,32,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),Unverified estimation,45963054
32,İlkay Gündoğan,de GER,MF,Manchester City,28,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),Unverified estimation,819b3158
33,James Milner,eng ENG,MFDF,Liverpool,33,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),Unverified estimation,2f90f6b8
34,Jordan Henderson,eng ENG,MF,Liverpool,29,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),Unverified estimation,935e6b8f
35,Wilfried Zaha,ci CIV,MFFW,Crystal Palace,26,£ 130000 (€ 155033 $157979),£ 6760000 (€ 8061737 $8214895),Unverified estimation,b2bc3b1f
36,Kasper Schmeichel,dk DEN,GK,Leicester City,32,£ 130000 (€ 155033 $157979),£ 6760000 (€ 8061737 $8214895),Unverified estimation,53af52f3
37,David Luiz,br BRA,DF,Arsenal,32,£ 125769 (€ 149988 $152837),£ 6540000 (€ 7799373 $7947547),Unverified estimation,c0e27d1a
38,Max Meyer,de GER,MFFW,Crystal Palace,23,£ 125000 (€ 149071 $151903),£ 6500000 (€ 7751671 $7898938),Unverified estimation,eba42d2b
39,Rodri,es ESP,MF,Manchester City,23,£ 121154 (€ 144484 $147229),£ 6300000 (€ 7513158 $7655894),Unverified estimation,6434f10d
40,Ashley Young,eng ENG,DFMF,Manchester Utd,34,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,be927d03
41,Fred,br BRA,MF,Manchester Utd,26,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,b853e0ad
42,Nemanja Matić,rs SRB,MF,Manchester Utd,30,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,eb7822d7
43,Victor Lindelöf,se SWE,DF,Manchester Utd,25,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,f5deef4c
44,Christian Benteke,be BEL,FW,Crystal Palace,28,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,ab070c55
45,Aymeric Laporte,es ESP,DF,Manchester City,25,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,119b9a8e
46,Willian,br BRA,FWMF,Chelsea,30,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,8b9ebd03
47,Bernard,br BRA,MF,Everton,26,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,ab4b3e35
48,Yerry Mina,co COL,DF,Everton,24,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,6d5701f2
49,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,38c7feef
50,Naby Keïta,gn GUI,MF,Liverpool,24,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),Unverified estimation,f25c8e3a
51,Claudio Bravo,cl CHI,GK,Manchester City,36,£ 115000 (€ 137145 $139750),£ 5980000 (€ 7131537 $7267023),Unverified estimation,10072610
52,André Gomes,pt POR,MF,Everton,26,£ 112308 (€ 133934 $136479),£ 5840000 (€ 6964578 $7096892),Unverified estimation,1961b2aa
53,Héctor Bellerín,es ESP,DFMF,Arsenal,24,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,f874dd44
54,Marcos Rojo,ar ARG,DF,Manchester Utd,29,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,e0991c04
55,Kyle Walker,eng ENG,DF,Manchester City,29,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,86dd77d1
56,Jorginho,it ITA,MF,Chelsea,27,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,45db685d
57,Olivier Giroud,fr FRA,FW,Chelsea,32,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,16ceb862
58,Adam Lallana,eng ENG,MF,Liverpool,31,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),Unverified estimation,99813635
59,Mateo Kovačić,hr CRO,MF,Chelsea,25,£ 106731 (€ 127283 $129702),£ 5550000 (€ 6618734 $6744478),Unverified estimation,79c0821a
60,Bernd Leno,de GER,GK,Arsenal,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,2628fd2b
61,Granit Xhaka,ch SUI,MF,Arsenal,26,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,e61b8aee
62,Sead Kolašinac,ba BIH,DF,Arsenal,26,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,3935e52e
63,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,b682dcf6
64,Dele Alli,eng ENG,MFFW,Tottenham,23,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,cea4ee8f
65,Hugo Lloris,fr FRA,GK,Tottenham,32,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,8f62b6ee
66,Mamadou Sakho,fr FRA,DF,Crystal Palace,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,87935cf3
67,Jack Wilshere,eng ENG,MF,West Ham,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,9c318325
68,João Moutinho,pt POR,MF,Wolves,32,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,f5a00fa4
69,Rui Patrício,pt POR,GK,Wolves,31,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,79b0d6a0
70,Benjamin Mendy,fr FRA,DF,Manchester City,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,5271c8f1
71,Ederson Moraes,br BRA,GK,Manchester City,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,3bb7b8b4
72,John Stones,eng ENG,DF,Manchester City,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,5eecec3d
73,Antonio Rüdiger,de GER,DF,Chelsea,26,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,18b896d6
74,Marcos Alonso,es ESP,DFMF,Chelsea,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,f4290206
75,Ross Barkley,eng ENG,MF,Chelsea,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,3a24769f
76,Gylfi Sigurðsson,is ISL,MF,Everton,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,76dd1480
77,Jordan Pickford,eng ENG,GK,Everton,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,4806ec67
78,Morgan Schneiderlin,fr FRA,MF,Everton,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,51b41c5c
79,Theo Walcott,eng ENG,MF,Everton,30,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,1ecb65be
80,Dejan Lovren,hr CRO,DF,Liverpool,30,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,1a2935f6
81,Fabinho,br BRA,MF,Liverpool,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,7f3b388c
82,Joël Matip,cm CMR,DF,Liverpool,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,b217ef29
83,Sadio Mané,sn SEN,FW,Liverpool,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),Unverified estimation,c691bfe2
84,Pedro,es ESP,MFFW,Chelsea,32,£ 99808 (€ 119027 $121288),£ 5190000 (€ 6189411 $6306998),Unverified estimation,3ca7254a
85,Odion Ighalo,ng NGA,FW,Manchester Utd,30,£ 99038 (€ 118110 $120354),£ 5150000 (€ 6141708 $6258389),,03622183
86,Son Heung-min,kr KOR,MFFW,Tottenham,27,£ 95000 (€ 113294 $115446),£ 4940000 (€ 5891270 $6003193),Unverified estimation,92e7e919
87,Leroy Sané,de GER,FWMF,Manchester City,23,£ 95000 (€ 113294 $115446),£ 4940000 (€ 5891270 $6003193),Unverified estimation,2b114be3
88,Pepe Reina,es ESP,GK,Aston Villa,36,£ 91923 (€ 109624 $111707),£ 4780000 (€ 5700459 $5808757),,e358587b
89,Shkodran Mustafi,de GER,DF,Arsenal,27,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,3f2d59fe
90,Aaron Wan-Bissaka,cd COD,DFMF,Manchester Utd,21,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,9e525177
91,Gabriel Jesus,br BRA,FW,Manchester City,22,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,b66315ae
92,Lucas Digne,fr FRA,DF,Everton,26,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,1b84dbe1
93,Richarlison,br BRA,FWMF,Everton,22,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,fa031b34
94,Alisson,br BRA,GK,Liverpool,26,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),Unverified estimation,7a2e46a8
95,Jan Vertonghen,be BEL,DF,Tottenham,32,£ 89808 (€ 107101 $109136),£ 4670000 (€ 5569277 $5675083),Unverified estimation,ba23a904
96,Tudor Băluță,ro ROU,DFMF,Brighton,20,£ 89808 (€ 107101 $109136),£ 4670000 (€ 5569277 $5675083),Unverified estimation,ed33f42d
97,Pablo Marí,es ESP,DF,Arsenal,25,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),,aa54ec6f
98,Felipe Anderson,br BRA,MF,West Ham,26,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),Unverified estimation,9f1893b9
99,Nabil Bentaleb,dz ALG,MF,Newcastle,24,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),,3189f61a
100,Eric Bailly,ci CIV,DF,Manchester Utd,25,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,a1232f4e
101,Érik Lamela,ar ARG,MFFW,Tottenham,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,abe66106
102,Lucas Moura,br BRA,MFFW,Tottenham,26,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,2b622f01
103,Moussa Sissoko,fr FRA,MF,Tottenham,29,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,2acd49b9
104,Pablo Fornals,es ESP,MF,West Ham,23,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,82927de4
105,Jonny Evans,nir NIR,DF,Leicester City,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,f8fcd2a5
106,Joelinton,br BRA,FWMF,Newcastle,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,c17bfb65
107,João Cancelo,pt POR,DF,Manchester City,25,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,bd6351cd
108,Andreas Christensen,dk DEN,DF,Chelsea,23,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,1cb49278
109,Fabian Delph,eng ENG,MF,Everton,29,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,111c3236
110,Xherdan Shaqiri,ch SUI,MF,Liverpool,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,6421ec64
111,Mason Mount,eng ENG,MFFW,Chelsea,20,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885),Unverified estimation,9674002f
112,Cédric Soares,pt POR,MF,Arsenal,27,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,839c14e1
113,Kieran Tierney,sct SCO,DFMF,Arsenal,22,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,fce2302c
114,Lucas Torreira,uy URU,MF,Arsenal,23,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,52611641
115,Jesse Lingard,eng ENG,MF,Manchester Utd,26,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,810e3c74
116,Phil Jones,eng ENG,DF,Manchester Utd,27,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,def899bd
117,Danny Ings,eng ENG,FW,Southampton,27,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,07802f7f
118,Christian Eriksen,dk DEN,MFFW,Tottenham,27,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,980522ec
119,Steven Bergwijn,nl NED,MFFW,Tottenham,21,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,a29b1131
120,Gary Cahill,eng ENG,DF,Crystal Palace,33,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,7914b9fe
121,Pablo Zabaleta,ar ARG,DFMF,West Ham,34,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,6813ac34
122,Jonny Castro,es ESP,MF,Wolves,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,e28868f3
123,Dennis Praet,be BEL,MF,Leicester City,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,86695068
124,Wilfred Ndidi,ng NGA,MF,Leicester City,22,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,6b47c5db
125,Jean-Philippe Gbamin,ci CIV,MF,Everton,23,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,6bd603db
126,Georginio Wijnaldum,nl NED,MF,Liverpool,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,eb58eef0
127,Nathaniel Clyne,eng ENG,RB,Liverpool,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,0442183b
128,Takumi Minamino,jp JPN,FW,Liverpool,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,f833a830
129,Sergio Romero,ar ARG,GK,Manchester Utd,32,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,1e26e376
130,Abdoulaye Doucouré,ml MLI,MF,Watford,26,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,02b29014
131,Andre Gray,jm JAM,FW,Watford,28,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,c24dba2a
132,Ismaila Sarr,sn SEN,MF,Watford,21,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,bfdb33aa
133,Ryan Bertrand,eng ENG,DFMF,Southampton,29,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,01226327
134,Giovani Lo Celso,ar ARG,MF,Tottenham,23,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,d7553721
135,Serge Aurier,ci CIV,DFMF,Tottenham,26,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,5c2b4f07
136,Angelo Ogbonna,it ITA,DF,West Ham,31,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,74b2cd7e
137,Manuel Lanzini,ar ARG,MF,West Ham,26,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,26f6dca8
138,Michail Antonio,jm JAM,FWMF,West Ham,29,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,ac05f970
139,Sébastien Haller,ci CIV,FW,West Ham,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,ba115a40
140,Winston Reid,nz NZL,DF,West Ham,31,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,562eed5c
141,Ricardo Pereira,pt POR,DF,Leicester City,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,75a72a99
142,Jonjo Shelvey,eng ENG,MF,Newcastle,27,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,3727dd3c
143,Séamus Coleman,ie IRL,DF,Everton,30,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,0420d84f
144,Issa Diop,ma MAR,DF,West Ham,22,£ 66923 (€ 79810 $81326),£ 3480000 (€ 4150125 $4228970),Unverified estimation,a712ca2b
145,Brandon Williams,eng ENG,DFMF,Manchester Utd,18,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,5e74d6c8
146,Troy Deeney,eng ENG,FW,Watford,31,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,82e34b69
147,Oriol Romeu,es ESP,MF,Southampton,27,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,4b511457
148,Sofiane Boufal,ma MAR,MF,Southampton,25,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,b0c71810
149,Davinson Sánchez,co COL,DF,Tottenham,23,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,da7b447d
150,Victor Wanyama,ke KEN,MF,Tottenham,28,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,e0900238
151,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,29,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,8d3c902d
152,Łukasz Fabiański,pl POL,GK,West Ham,34,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,9328b835
153,Ben Chilwell,eng ENG,DF,Leicester City,22,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,d2424d1b
154,Leighton Baines,eng ENG,DFMF,Everton,34,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),Unverified estimation,b18095b6
155,Patrick Cutrone,it ITA,FW,Wolves,21,£ 62885 (€ 74994 $76419),£ 3270000 (€ 3899687 $3973773),Unverified estimation,a4fe8cda
156,Danny Welbeck,eng ENG,FWMF,Watford,28,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,ce5143da
157,Gerard Deulofeu,es ESP,MFFW,Watford,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,39583cfd
158,Jannik Vestergaard,dk DEN,DF,Southampton,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,1900032e
159,Nathan Redmond,eng ENG,MFFW,Southampton,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,ab651565
160,Shane Long,ie IRL,FW,Southampton,32,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,9f472354
161,Ben Davies,wls WAL,DF,Tottenham,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,44781702
162,Danny Rose,eng ENG,DFMF,Tottenham,29,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,89d10e53
163,Eric Dier,eng ENG,DFMF,Tottenham,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,ac861941
164,Cenk Tosun,tr TUR,FW,Crystal Palace,28,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,9a104dee
165,Connor Wickham,eng ENG,FWMF,Crystal Palace,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,41cc19c2
166,Scott Dann,eng ENG,DF,Crystal Palace,32,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,52105203
167,Vicente Guaita,es ESP,GK,Crystal Palace,32,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,ab13a5aa
168,Danny Drinkwater,eng ENG,MF,Aston Villa,29,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,2649ff32
169,Daniel Podence,pt POR,FW,Wolves,23,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,7fcc71d8
170,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,c92e1a31
171,Wes Morgan,jm JAM,DF,Leicester City,35,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,80c31c97
172,Allan Saint-Maximin,fr FRA,MF,Newcastle,22,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,2b16cb1a
173,Angeliño,es ESP,DF,Manchester City,22,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,30941e96
174,Michael Keane,eng ENG,DF,Everton,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),Unverified estimation,c5b7c315
175,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,26,£ 55962 (€ 66738 $68006),£ 2910000 (€ 3470363 $3536294),Unverified estimation,3312f911
176,Ryan Sessegnon,eng ENG,MFDF,Tottenham,19,£ 55000 (€ 65591 $66837),£ 2860000 (€ 3410735 $3475533),Unverified estimation,6aa3e78b
