Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
176,Dame N'Doye,sn SEN,MFFW,Sunderland,30,£ 40404 (€ 46510 $50982),£ 2101000 (€ 2418532 $2651051),Unverified estimation,4574720b
177,Peter Crouch,eng ENG,FW,Stoke City,34,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,73d9bdc7
178,Carl Jenkinson,eng ENG,,Arsenal,23,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,874125a3
179,Dieumerci Mbokani,cd COD,FW,Norwich City,29,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,d9847696
180,Youssouf Mulumbu,cd COD,MF,Norwich City,28,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,a275b145
181,Étienne Capoue,fr FRA,MF,Watford,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,5acc4a10
182,Fraser Forster,eng ENG,GK,Southampton,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,c3e39f12
183,James Ward-Prowse,eng ENG,MF,Southampton,20,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,3515d404
184,Jordy Clasie,nl NED,MF,Southampton,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,31c01b85
185,Juanmi,es ESP,FWMF,Southampton,22,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,84399660
186,Ryan Bertrand,eng ENG,DFMF,Southampton,25,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,01226327
187,Steven Caulker,sl SLE,DF,Southampton,23,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,2592d9b5
188,Michel Vorm,nl NED,GK,Tottenham,31,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,1bebde9d
189,Nabil Bentaleb,dz ALG,MF,Tottenham,20,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,3189f61a
190,Adrian Mariappa,jm JAM,DF,Crystal Palace,28,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,8aa5f52c
191,James McArthur,sct SCO,MF,Crystal Palace,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,cee31595
192,Marouane Chamakh,ma MAR,FW,Crystal Palace,31,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,790ca5f3
193,Sandro,br BRA,MF,West Brom,26,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,c1c2c925
194,Enner Valencia,ec ECU,FWMF,West Ham,25,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,fb485406
195,Jeremain Lens,nl NED,MFFW,Sunderland,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,6f1721f0
196,Lamine Koné,ci CIV,DF,Sunderland,26,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,a46472d0
197,Wahbi Khazri,tn TUN,MF,Sunderland,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,2677a1de
198,Wes Brown,eng ENG,DF,Sunderland,35,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,659ccc97
199,Siem de Jong,nl NED,MF,Newcastle,26,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,cf2a6ace
200,Steven Taylor,eng ENG,DF,Newcastle,29,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,9f9ba8ca
201,Sylvain Marveaux,fr FRA,FWMF,Newcastle,29,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,4ef705ab
202,Tim Krul,nl NED,GK,Newcastle,27,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,f23f9d20
203,Kurt Zouma,fr FRA,DF,Chelsea,20,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,ce4246f5
204,Arouna Koné,ci CIV,MFFW,Everton,31,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,f9a72ca4
205,Leon Osman,eng ENG,MFFW,Everton,34,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,a014c247
206,Ramiro Funes Mori,ar ARG,DF,Everton,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,89cbc961
207,Ross Barkley,eng ENG,MF,Everton,21,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,3a24769f
208,N'Golo Kanté,fr FRA,MF,Leicester City,24,£ 40000 (€ 46045 $50472),£ 2080000 (€ 2394359 $2624553),Unverified estimation,b9fbae28
209,Giannelli Imbula,cd COD,MF,Stoke City,22,£ 39038 (€ 44939 $49259),£ 2030000 (€ 2336802 $2561463),Unverified estimation,b86fe156
210,Emmanuel Emenike,ng NGA,FWMF,West Ham,28,£ 38788 (€ 44651 $48943),£ 2017000 (€ 2321837 $2545059),Unverified estimation,df6bcd09
211,Séamus Coleman,ie IRL,DF,Everton,26,£ 38000 (€ 43743 $47949),£ 1976000 (€ 2274641 $2493325),Unverified estimation,0420d84f
212,Tim Howard,us USA,GK,Everton,36,£ 38000 (€ 43743 $47949),£ 1976000 (€ 2274641 $2493325),Unverified estimation,c444465e
213,Erik Pieters,nl NED,DF,Stoke City,26,£ 37500 (€ 43168 $47318),£ 1950000 (€ 2244711 $2460518),Unverified estimation,1ef37668
214,Sébastien Bassong,cm CMR,DF,Norwich City,29,£ 37500 (€ 43168 $47318),£ 1950000 (€ 2244711 $2460518),Unverified estimation,0d521662
215,Robert Huth,de GER,DF,Leicester City,30,£ 37500 (€ 43168 $47318),£ 1950000 (€ 2244711 $2460518),Unverified estimation,0bd1ea64
216,Graziano Pellè,it ITA,FW,Southampton,30,£ 37000 (€ 42592 $46687),£ 1924000 (€ 2214782 $2427711),Unverified estimation,9654d8de
217,Jack Rodwell,eng ENG,MF,Sunderland,24,£ 37000 (€ 42592 $46687),£ 1924000 (€ 2214782 $2427711),Unverified estimation,a07579ee
218,John Ruddy,eng ENG,GK,Norwich City,28,£ 36000 (€ 41441 $45425),£ 1872000 (€ 2154923 $2362097),Unverified estimation,da8b19e2
219,Wayne Routledge,eng ENG,MFFW,Swansea City,30,£ 36000 (€ 41441 $45425),£ 1872000 (€ 2154923 $2362097),Unverified estimation,1d387eee
220,Alexandre Pato,br BRA,FW,Chelsea,25,£ 35827 (€ 41242 $45207),£ 1863000 (€ 2144562 $2350741),Unverified estimation,7dd83c7d
221,Charlie Adam,sct SCO,MF,Stoke City,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,aff418dc
222,Geoff Cameron,us USA,DFMF,Stoke City,30,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,1a160ea3
223,Glen Johnson,eng ENG,DF,Stoke City,30,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,8cceca90
224,Ibrahim Afellay,nl NED,MF,Stoke City,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,9a8c6673
225,Joselu,es ESP,FW,Stoke City,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,6265208f
226,Marko Arnautović,at AUT,MFFW,Stoke City,26,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,00459419
227,Peter Odemwingie,ng NGA,FW,Stoke City,34,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,b16150ac
228,Steven Naismith,sct SCO,MF,Norwich City,28,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,5e98c186
229,José Manuel Jurado,es ESP,MF,Watford,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,71d4e271
230,Troy Deeney,eng ENG,FWMF,Watford,27,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,82e34b69
231,Oriol Romeu,es ESP,MF,Southampton,23,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,4b511457
232,Eric Dier,eng ENG,MF,Tottenham,21,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,ac861941
233,Kieran Trippier,eng ENG,DF,Tottenham,24,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,21512407
234,Fraizer Campbell,eng ENG,FW,Crystal Palace,27,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,81d63375
235,Jason Puncheon,eng ENG,MFFW,Crystal Palace,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,fd3f57ce
236,Joel Ward,eng ENG,DF,Crystal Palace,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,8a7ff278
237,Mile Jedinak,au AUS,MF,Crystal Palace,30,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,22fd2214
238,Wilfried Zaha,ci CIV,MFFW,Crystal Palace,22,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,b2bc3b1f
239,Adrián,es ESP,GK,West Ham,28,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,f76e6b4e
240,James Collins,wls WAL,DF,West Ham,31,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,c61f1719
241,Manuel Lanzini,ar ARG,MF,West Ham,22,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,26f6dca8
242,Jordon Ibe,eng ENG,MFFW,Liverpool,19,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,9f736ed2
243,Carlos Sánchez,co COL,MF,Aston Villa,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,50b51fac
244,Scott Sinclair,eng ENG,FWMF,Aston Villa,26,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,273c483b
245,Sebastian Larsson,se SWE,MF,Sunderland,30,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,b26efc36
246,Emmanuel Rivière,fr FRA,FW,Newcastle,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,2bae5658
247,Henri Saivet,sn SEN,MF,Newcastle,24,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,f3709655
248,Jack Colback,eng ENG,MF,Newcastle,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,963a9201
249,Jonjo Shelvey,eng ENG,MF,Newcastle,23,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,3727dd3c
250,Vurnon Anita,cw CUW,MFDF,Newcastle,26,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,2d368fd5
251,Yoan Gouffran,fr FRA,MF,Newcastle,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,a28d181a
252,Darron Gibson,ie IRL,MF,Everton,27,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,f0e72e1c
253,Jack Cork,eng ENG,MF,Swansea City,26,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,74e12f1e
254,Leon Britton,eng ENG,MF,Swansea City,32,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,b92dd711
255,Leroy Fer,nl NED,MF,Swansea City,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,3cefa66a
256,Kasper Schmeichel,dk DEN,GK,Leicester City,28,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,53af52f3
257,Marc Albrighton,eng ENG,MF,Leicester City,25,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,b827d5b3
258,Mark Schwarzer,au AUS,GK,Leicester City,42,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,da409c6f
259,Shinji Okazaki,jp JPN,FWMF,Leicester City,29,£ 35000 (€ 40290 $44163),£ 1820000 (€ 2095064 $2296484),Unverified estimation,68796d61
260,Steven Davis,nir NIR,MF,Southampton,30,£ 34000 (€ 39139 $42901),£ 1768000 (€ 2035205 $2230870),Unverified estimation,cf15bbb1
261,Victor Wanyama,ke KEN,MF,Southampton,24,£ 34000 (€ 39139 $42901),£ 1768000 (€ 2035205 $2230870),Unverified estimation,e0900238
262,Alex McCarthy,eng ENG,GK,Crystal Palace,25,£ 34000 (€ 39139 $42901),£ 1768000 (€ 2035205 $2230870),Unverified estimation,36c2ca73
263,Kyle Naughton,eng ENG,DF,Swansea City,26,£ 32000 (€ 38162 $38887),£ 1664000 (€ 1984428 $2022128),Unverified estimation,e860c42f
264,Claudio Yacob,ar ARG,MF,West Brom,28,£ 33000 (€ 37987 $41640),£ 1716000 (€ 1975346 $2165256),Unverified estimation,bda6ffd4
265,James Chester,wls WAL,DF,West Brom,26,£ 33000 (€ 37987 $41640),£ 1716000 (€ 1975346 $2165256),Unverified estimation,a772eba6
266,Stephen Ireland,ie IRL,MF,Stoke City,28,£ 32500 (€ 37412 $41009),£ 1690000 (€ 1945416 $2132449),Unverified estimation,bcf30f17
267,Jordan Ayew,gh GHA,FW,Aston Villa,23,£ 32500 (€ 37412 $41009),£ 1690000 (€ 1945416 $2132449),Unverified estimation,da052c14
268,Jan Vertonghen,be BEL,DF,Tottenham,28,£ 32135 (€ 36991 $40548),£ 1671000 (€ 1923545 $2108475),Unverified estimation,ba23a904
269,Artur Boruc,pl POL,GK,Bournemouth,35,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,34ccf6fa
270,Chris Brunt,nir NIR,DFMF,West Brom,30,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,ec7e6ad1
271,Victor Anichebe,ng NGA,FW,West Brom,27,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,4aed5c19
272,Billy Jones,eng ENG,DF,Sunderland,28,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,aa3cb1ad
273,Àngel Rangel,es ESP,DF,Swansea City,32,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,93ee387c
274,Kyle Naughton,eng ENG,DF,Swansea City,26,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,e860c42f
275,Nathan Dyer,eng ENG,FWMF,Swansea City,27,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,6dfd5af0
276,Neil Taylor,wls WAL,DF,Swansea City,26,£ 32000 (€ 36836 $40378),£ 1664000 (€ 1915487 $2099642),Unverified estimation,c2f9d19f
277,Phil Bardsley,sct SCO,DF,Stoke City,30,£ 31000 (€ 35685 $39116),£ 1612000 (€ 1855628 $2034028),Unverified estimation,1ae30132
278,Jonathan Walters,ie IRL,MFFW,Stoke City,31,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,0356cf4f
279,Marc Wilson,ie IRL,DF,Stoke City,27,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,c325c010
280,Francis Coquelin,fr FRA,MF,Arsenal,24,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,a6951bf8
281,Joel Campbell,cr CRC,MF,Arsenal,23,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,895ff3ca
282,Mohamed Elneny,eg EGY,MF,Arsenal,23,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,47a34c4f
283,Matthew Jarvis,eng ENG,MF,Norwich City,29,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,02d6d2b4
284,Timm Klose,ch SUI,DF,Norwich City,27,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,5f1d07f6
285,José Holebas,gr GRE,DF,Watford,31,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,12aa7661
286,Odion Ighalo,ng NGA,FWMF,Watford,26,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,03622183
287,Florin Gardoș,ro ROU,,Southampton,26,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,70eb7e9d
288,Ben Davies,wls WAL,DF,Tottenham,22,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,44781702
289,Danny Rose,eng ENG,DF,Tottenham,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,89d10e53
290,Kevin Wimmer,at AUT,DF,Tottenham,22,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,faf55ce4
291,Brede Hangeland,no NOR,DF,Crystal Palace,34,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,7cbeb80c
292,Pape Souaré,sn SEN,DF,Crystal Palace,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,46b5375e
293,Adam Federici,au AUS,GK,Bournemouth,30,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,e5ea8be7
294,Sylvain Distin,fr FRA,DF,Bournemouth,37,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,002d06bb
295,James Morrison,sct SCO,MF,West Brom,29,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,21a66e33
296,Aaron Cresswell,eng ENG,DF,West Ham,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,4f974391
297,Cheikhou Kouyaté,sn SEN,MF,West Ham,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,8d3c902d
298,Victor Moses,ng NGA,MFFW,West Ham,24,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,e726e11e
299,Ádám Bogdán,hu HUN,GK,Liverpool,27,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,56f99ec7
300,Jon Flanagan,eng ENG,DF,Liverpool,22,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,f2428fd4
301,Alan Hutton,sct SCO,DF,Aston Villa,30,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,688ae34c
302,Ashley Westwood,eng ENG,MF,Aston Villa,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,495945ef
303,Brad Guzan,us USA,GK,Aston Villa,30,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,d899e3bf
304,Ciaran Clark,ie IRL,DF,Aston Villa,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,2b91cf8e
305,Idrissa Gueye,sn SEN,MF,Aston Villa,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,72c812f3
306,Jordan Amavi,fr FRA,DF,Aston Villa,21,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,22721b88
307,Jores Okore,dk DEN,DF,Aston Villa,22,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,bd7138e5
308,Rudy Gestede,bj BEN,FW,Aston Villa,26,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,822b3ef9
309,Jan Kirchhoff,de GER,MF,Sunderland,24,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,a14d04e3
310,Chancel Mbemba,cd COD,DF,Newcastle,20,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,e76cb9cc
311,Gabriel Obertan,fr FRA,MF,Newcastle,26,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,adc264a8
312,John Stones,eng ENG,DF,Everton,21,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,5eecec3d
313,Jefferson Montero,ec ECU,MFFW,Swansea City,25,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,fa6561bf
314,Jordi Amat,id IDN,DF,Swansea City,23,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,d70a2141
315,Jeffrey Schlupp,gh GHA,DFMF,Leicester City,22,£ 30000 (€ 34534 $37854),£ 1560000 (€ 1795769 $1968415),Unverified estimation,3312f911
316,Lewis Grabban,eng ENG,FW,Norwich City,27,£ 29000 (€ 33383 $36592),£ 1508000 (€ 1735910 $1902801),Unverified estimation,1a857282
317,Maarten Stekelenburg,nl NED,GK,Southampton,32,£ 28500 (€ 32807 $35961),£ 1482000 (€ 1705980 $1869994),Unverified estimation,fefce889
318,Ola Toivonen,se SWE,MF,Sunderland,29,£ 28019 (€ 32254 $35355),£ 1457000 (€ 1677202 $1838449),Unverified estimation,de4fe7a2
319,Maya Yoshida,jp JPN,DFMF,Southampton,26,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,caffaf5a
320,Glenn Murray,eng ENG,FW,Crystal Palace,31,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,f2f29dda
321,Jordon Mutch,eng ENG,MF,Crystal Palace,23,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,37c408cc
322,Callum McManaman,eng ENG,MF,West Brom,24,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,1a5dbcc2
323,Craig Gardner,eng ENG,MF,West Brom,28,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,1117b9ff
324,Carles Gil,es ESP,FWMF,Aston Villa,22,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,11c30a46
325,Jordan Veretout,fr FRA,MF,Aston Villa,22,£ 28000 (€ 32232 $35331),£ 1456000 (€ 1676051 $1837187),Unverified estimation,4a56052c
326,Graham Dorrans,sct SCO,MF,Norwich City,28,£ 27000 (€ 31081 $34069),£ 1404000 (€ 1616192 $1771573),Unverified estimation,eeb032db
327,Benik Afobe,cd COD,FW,Bournemouth,22,£ 27000 (€ 31081 $34069),£ 1404000 (€ 1616192 $1771573),Unverified estimation,b63f4077
328,Dwight Gayle,eng ENG,FW,Crystal Palace,24,£ 26000 (€ 29929 $32807),£ 1352000 (€ 1556333 $1705959),Unverified estimation,e58a03c6
329,Gareth McAuley,nir NIR,DF,West Brom,35,£ 26000 (€ 29929 $32807),£ 1352000 (€ 1556333 $1705959),Unverified estimation,ac7d7378
330,Glenn Whelan,ie IRL,MF,Stoke City,31,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,d5bd56a5
331,Marc Muniesa,es ESP,DF,Stoke City,23,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,4db76f57
332,Alexander Tettey,no NOR,MF,Norwich City,29,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,75566759
333,Cameron Jerome,eng ENG,FWMF,Norwich City,28,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,680fb5ee
334,Martin Olsson,se SWE,DF,Norwich City,27,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,2f72f79e
335,Nathan Redmond,eng ENG,MF,Norwich City,21,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,ab651565
336,Russell Martin,sct SCO,DF,Norwich City,29,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,24952f1e
337,Costel Pantilimon,ro ROU,GK,Watford,28,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,d24e154c
338,Miguel Britos,uy URU,DF,Watford,30,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,356a9a62
339,Lee Chung-yong,kr KOR,MF,Crystal Palace,27,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,49b05a83
340,Joe Ledley,wls WAL,MF,Crystal Palace,28,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,c221f149
341,Julián Speroni,ar ARG,GK,Crystal Palace,36,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,8e65a5e5
342,Martin Kelly,eng ENG,DF,Crystal Palace,25,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,d7492450
343,Craig Dawson,eng ENG,DF,West Brom,25,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,3e9e06cb
344,James McClean,ie IRL,MFFW,West Brom,26,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,53538b39
345,Saido Berahino,bi BDI,FWMF,West Brom,21,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,25b166d0
346,Joey O'Brien,ie IRL,DFMF,West Ham,29,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,ce46f501
347,Michail Antonio,jm JAM,MFFW,West Ham,25,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,ac05f970
348,Sam Byram,eng ENG,DF,West Ham,21,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,1bf811d4
349,Divock Origi,be BEL,FW,Liverpool,20,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,43a166b4
350,Tiago Ilori,pt POR,DF,Liverpool,22,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,a64b4786
351,Leandro Bacuna,cw CUW,DFMF,Aston Villa,23,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,9dc69d38
